Transcript,Exon,Beg,End,Outlier,Mean_GC
GA24847-RA ,         1,   7555688,   7555732,1,     0.000
GA24847-RA ,         2,   7555793,   7556558,1,     0.000
GA24847-RA ,         3,   7556616,   7556707,1,     0.000
GA24847-RA ,         4,   7556760,   7557036,1,     0.000
GA24847-RA ,         5,   7561429,   7561637,1,     0.000
GA30491-RH ,         1,   7562503,   7562628,1,     1.000
GA30491-RH ,         2,   7563395,   7564081,1,     2.001
GA30491-RH ,         3,   7564171,   7564411,1,     1.000
GA30491-RH ,         4,   7564496,   7564730,1,     1.000
GA30491-RH ,         5,   7564815,   7564981,1,     1.000
GA30491-RH ,         6,   7565060,   7565148,1,     1.000
GA30491-RH ,         7,   7565218,   7565368,1,     1.000
GA30491-RH ,         8,   7567050,   7567330,1,     0.000
GA11198-RA ,         1,   7569467,   7569561,1,     0.000
GA11198-RA ,         2,   7569625,   7569673,1,     0.000
GA11198-RA ,         3,   7569747,   7570277,1,     0.192
GA15037-RA ,         1,   7570747,   7571250,1,     0.462
GA15037-RA ,         2,   7572131,   7572640,1,     0.000
GA15037-RA ,         3,   7573003,   7573560,1,     0.000
GA15037-RA ,         4,   7573674,   7573706,1,     0.000
GA15037-RA ,         5,   7575269,   7575724,1,     0.000
GA15037-RA ,         6,   7575788,   7576048,1,     0.000
GA15037-RA ,         7,   7576112,   7576165,1,     0.000
GA15037-RA ,         8,   7576235,   7576505,1,     0.000
GA15037-RA ,         9,   7578733,   7578927,1,     0.000
GA15037-RA ,        10,   7579134,   7579150,1,     0.000
GA24851-RA ,         1,   7580408,   7580601,1,     0.000
GA24851-RA ,         2,   7580893,   7581070,1,     0.000
GA24851-RA ,         3,   7581123,   7582334,1,     0.000
GA20794-RA ,         1,   7582942,   7583088,1,     0.000
GA20794-RA ,         2,   7583150,   7583380,1,     0.000
GA20794-RA ,         3,   7583788,   7584423,1,     0.000
GA24852-RA ,         1,   7585364,   7585426,1,     2.000
GA24852-RA ,         2,   7585505,   7585882,1,     2.000
GA24852-RA ,         3,   7585942,   7586097,1,     2.000
GA11808-RA ,         1,   7592909,   7593107,1,     1.734
GA11808-RA ,         2,   7598438,   7598508,1,     0.000
GA11808-RA ,         3,   7598780,   7598877,1,     0.000
GA11808-RA ,         4,   7598940,   7600345,1,     0.000
GA11808-RA ,         5,   7600407,   7600850,1,     0.000
GA11808-RA ,         6,   7600915,   7601487,1,     0.000
GA11808-RA ,         7,   7601549,   7601765,1,     0.000
GA11808-RA ,         8,   7601850,   7602070,1,     1.000
GA11808-RA ,         9,   7602139,   7602308,1,     1.000
GA11808-RA ,        10,   7603333,   7604007,1,     0.000
GA24315-RA ,         1,   7605200,   7605291,1,     0.000
GA24315-RA ,         2,   7605353,   7605546,1,     0.000
GA24315-RA ,         3,   7605606,   7605726,1,     0.000
GA24315-RA ,         4,   7605798,   7608552,1,     0.000
GA24315-RA ,         5,   7608618,   7609415,1,     0.000
GA24315-RA ,         6,   7609500,   7613399,1,     0.000
GA24315-RA ,         7,   7613468,   7613566,1,     0.000
GA24315-RA ,         8,   7613642,   7613713,1,     0.000
GA24315-RA ,         9,   7613775,   7613840,1,     0.000
GA15636-RA ,         1,   7614572,   7615924,1,     0.000
GA15636-RA ,         2,   7615985,   7616229,1,     0.000
GA15636-RA ,         3,   7616301,   7618818,1,     0.000
GA15636-RA ,         4,   7618891,   7618992,1,     0.000
GA24314-RD ,         1,   7626714,   7627178,1,     0.000
GA24314-RD ,         2,   7627242,   7630301,1,     0.000
GA24314-RD ,         3,   7630382,   7630417,1,     0.000
GA24314-RD ,         4,   7633264,   7633482,1,     0.000
GA24314-RD ,         5,   7633788,   7635953,1,     0.000
GA24314-RD ,         6,   7636234,   7636420,1,     0.000
GA24314-RD ,         7,   7636486,   7636622,1,     0.000
GA24314-RD ,         8,   7637090,   7637276,1,     0.000
GA24314-RD ,         9,   7637588,   7638875,1,     0.000
GA24314-RD ,        10,   7639098,   7639913,1,     0.000
GA24314-RD ,        11,   7641598,   7641702,1,     0.000
GA24314-RD ,        12,   7642813,   7643113,1,     1.468
GA24314-RD ,        13,   7643333,   7643642,1,     1.000
GA24314-RD ,        14,   7643711,   7644351,1,     1.033
GA20775-RB ,         1,   7645962,   7646055,1,     0.000
GA20775-RB ,         2,   7646117,   7647528,1,     0.143
GA20775-RB ,         3,   7647579,   7648067,1,     1.000
GA14073-RA ,         1,   7653214,   7653591,1,     0.000
GA14073-RA ,         2,   7653661,   7653914,1,     0.701
GA14073-RA ,         3,   7655932,   7656775,1,     1.889
GA14185-RA ,         1,   7660396,   7660686,1,     0.883
GA14185-RA ,         2,   7660744,   7661491,1,     1.160
GA14185-RA ,         3,   7661553,   7662227,1,     2.000
GA14185-RA ,         4,   7662285,   7662863,1,     2.000
GA14185-RA ,         5,   7662932,   7665006,1,     1.778
GA21534-RA ,         1,   7666480,   7666684,1,     1.424
GA21534-RA ,         2,   7666740,   7667504,1,     2.111
GA21534-RA ,         3,   7667562,   7667728,1,     2.000
GA24853-RA ,         1,   7668070,   7669477,1,     1.238
GA24853-RA ,         2,   7669534,   7669653,1,     0.342
GA24853-RA ,         3,   7669717,   7670169,1,     0.000
GA24853-RA ,         4,   7670227,   7670410,1,     0.326
GA24853-RA ,         5,   7670466,   7670724,1,     0.154
GA11199-RA ,         1,   7670789,   7670888,1,     1.330
GA11199-RA ,         2,   7670948,   7672087,1,     1.279
GA11199-RA ,         3,   7672139,   7672176,1,     3.000
GA24854-RA ,         1,   7673399,   7673410,1,     3.000
GA24854-RA ,         2,   7673464,   7674075,1,     1.342
GA21496-RC ,         1,   7674725,   7675399,1,     0.000
GA21406-RA ,         1,   7675547,   7676097,1,     0.000
GA21406-RA ,         2,   7676162,   7676246,1,     0.000
GA21496-RC ,         2,   7677816,   7677821,1,     2.000
GA10835-RC ,         1,   7690744,   7691140,1,     1.000
GA10835-RC ,         2,   7691205,   7691586,1,     1.000
GA10835-RC ,         3,   7692401,   7692508,1,     1.000
GA10835-RC ,         4,   7692580,   7692760,1,     1.000
GA32505-RA ,         1,   7697764,   7698014,1,     1.231
GA32505-RA ,         2,   7698872,   7698875,1,     0.000
GA12587-RA ,         1,   7702790,   7704307,1,     3.740
GA10531-RT ,         1,   7733058,   7733543,1,     0.885
GA10531-RT ,         2,   7733622,   7733744,1,     0.000
GA10531-RT ,         3,   7734229,   7734330,1,     0.000
GA10531-RT ,         4,   7734395,   7734574,1,     0.000
GA10531-RT ,         5,   7734636,   7734845,1,     0.000
GA10531-RT ,         6,   7735418,   7735629,1,     0.000
GA10531-RT ,         7,   7735706,   7736123,1,     0.146
GA10531-RT ,         8,   7736256,   7736282,1,     1.000
GA10531-RT ,         9,   7736519,   7736755,1,     1.557
GA10531-RT ,        10,   7736883,   7737360,1,     0.285
GA10531-RT ,        11,   7738227,   7738386,1,     0.000
GA10531-RT ,        12,   7738446,   7738553,1,     0.000
GA10531-RT ,        13,   7738619,   7738774,1,     1.000
GA10531-RT ,        14,   7739855,   7739903,1,     1.000
GA20098-RD ,         1,   7742335,   7742460,1,     2.000
GA20098-RD ,         2,   7776115,   7776535,1,     0.000
GA20098-RD ,         3,   7780439,   7780537,1,     0.000
GA20098-RD ,         4,   7780598,   7780896,1,     0.000
GA20098-RD ,         5,   7781671,   7781758,1,     0.000
GA20098-RD ,         6,   7781833,   7781896,1,     0.000
GA20098-RD ,         7,   7784078,   7784116,1,     0.000
GA20098-RD ,         8,   7786595,   7787900,1,     0.532
GA20098-RD ,         9,   7787975,   7788101,1,     2.031
GA20098-RD ,        10,   7788163,   7788516,1,     2.000
GA20098-RD ,        11,   7788599,   7789042,1,     0.795
GA20098-RD ,        12,   7789112,   7789333,1,     0.000
GA20098-RD ,        13,   7789409,   7789535,1,     0.000
GA20098-RD ,        14,   7789597,   7789696,1,     0.000
GA20128-RA ,         1,   7791029,   7792093,1,     1.272
GA11291-RH ,         1,   7798784,   7798930,1,     0.000
GA11291-RH ,         2,   7799013,   7799458,1,     0.009
GA11291-RH ,         3,   7799519,   7799671,1,     0.000
GA11291-RH ,         4,   7799733,   7800091,1,     0.000
GA11291-RH ,         5,   7800157,   7800287,1,     0.000
GA11291-RH ,         6,   7801579,   7801753,1,     0.000
GA11291-RH ,         7,   7801810,   7801859,1,     0.000
GA11291-RH ,         8,   7802172,   7805174,1,     0.091
GA11291-RH ,         9,   7805405,   7805626,1,     1.000
GA11291-RH ,        10,   7805748,   7805849,1,     1.000
GA11291-RH ,        11,   7805963,   7806124,1,     1.000
GA11291-RH ,        12,   7806378,   7806488,1,     0.000
GA11291-RH ,        13,   7806556,   7806621,1,     0.000
GA20194-RB ,         1,   7813086,   7813872,1,     0.000
GA20197-RB ,         1,   7834256,   7836451,1,     0.758
GA11272-RC ,         1,   7838228,   7838672,1,     2.951
GA11272-RC ,         2,   7838730,   7838907,1,     2.000
GA11272-RC ,         3,   7839042,   7839372,1,     2.000
GA11272-RC ,         4,   7839431,   7840165,1,     1.041
GA11272-RC ,         5,   7840226,   7840423,1,     1.141
GA10702-RA ,         1,   7841723,   7841759,1,     1.000
GA10702-RA ,         2,   7841910,   7841980,1,     1.000
GA10702-RA ,         3,   7842039,   7842257,1,     1.000
GA13507-RB ,         1,   7842544,   7843332,1,     1.627
GA17506-RB ,         1,   7863635,   7864388,1,     0.000
GA17506-RB ,         2,   7864455,   7864804,1,     0.000
GA17506-RB ,         3,   7864866,   7865273,1,     0.000
GA17454-RA ,         1,   7869619,   7869690,1,     0.000
GA17454-RA ,         2,   7875146,   7875265,1,     0.000
GA17454-RA ,         3,   7875391,   7876075,1,     0.000
GA17454-RA ,         4,   7876364,   7876632,1,     0.000
GA17454-RA ,         5,   7878023,   7878367,1,     0.000
GA15432-RA ,         1,   7879877,   7880172,1,     0.000
GA15432-RA ,         2,   7880239,   7880844,1,     0.000
GA15432-RA ,         3,   7887436,   7887547,1,     0.000
GA15432-RA ,         4,   7891101,   7891414,1,     0.064
GA15432-RA ,         5,   7891613,   7891670,1,     1.000
GA17419-RA ,         1,   7903394,   7903448,1,     0.000
GA17419-RA ,         2,   7904632,   7905875,1,     0.006
GA15425-RB ,         1,   7915455,   7915883,1,     1.538
GA15425-RB ,         2,   7915953,   7916315,1,     1.000
GA15425-RB ,         3,   7918283,   7918379,1,     0.000
GA15425-RB ,         4,   7918444,   7918595,1,     0.000
GA15425-RB ,         5,   7918668,   7918785,1,     0.720
GA15425-RB ,         6,   7919797,   7919929,1,     1.083
GA15425-RB ,         7,   7919983,   7920544,1,     0.575
GA30490-RA ,         1,   7927769,   7928949,1,     0.030
GA30490-RA ,         2,   7931062,   7931193,1,     0.000
GA30490-RA ,         3,   7933592,   7935857,1,     0.135
GA24311-RA ,         1,   7978425,   7978706,1,     0.234
GA24311-RA ,         2,   7978768,   7979077,1,     1.484
GA24311-RA ,         3,   7979127,   7979557,1,     1.954
GA24858-RE ,         1,   7991265,   7991451,1,     0.000
GA24858-RE ,         2,   7992414,   7992605,1,     0.000
GA24858-RE ,         3,   7992660,   7992930,1,     0.000
GA24858-RE ,         4,   7992996,   7993161,1,     0.000
GA15417-RA ,         1,   7999027,   8000121,1,     0.015
GA15417-RA ,         2,   8000180,   8000194,1,     0.000
GA32680-RA ,         1,   8010120,   8010646,1,     0.970
GA32680-RA ,         2,   8010782,   8011060,1,     0.254
GA32680-RA ,         3,   8011126,   8011268,1,     0.643
GA32680-RA ,         4,   8011330,   8011448,1,     0.361
GA21745-RB ,         1,   8011732,   8012270,1,     0.280
GA21745-RB ,         2,   8012328,   8012672,1,     0.000
GA21745-RB ,         3,   8012735,   8012877,1,     0.832
GA21745-RB ,         4,   8012940,   8013072,1,     1.000
GA21745-RB ,         5,   8013249,   8014655,1,     0.723
GA21745-RB ,         6,   8015797,   8015863,1,     0.000
GA15840-RB ,         1,   8018780,   8018781,1,     0.000
GA15840-RB ,         2,   8018839,   8019019,1,     0.000
GA15840-RB ,         3,   8019073,   8019331,1,     0.000
GA15840-RB ,         4,   8019390,   8019751,1,     1.326
GA24859-RD ,         1,   8020582,   8020680,1,     0.000
GA24859-RD ,         2,   8020790,   8021244,1,     1.000
GA24859-RD ,         3,   8021300,   8021535,1,     1.000
GA24859-RD ,         4,   8021601,   8021710,1,     1.000
GA24859-RD ,         5,   8021766,   8022216,1,     0.000
GA24859-RD ,         6,   8022270,   8022358,1,     0.000
GA24859-RD ,         7,   8022423,   8022535,1,     0.000
GA24859-RD ,         8,   8022630,   8022897,1,     0.000
GA24859-RD ,         9,   8022961,   8023304,1,     0.547
GA24859-RD ,        10,   8023368,   8023711,1,     0.663
GA24859-RD ,        11,   8023771,   8024102,1,     0.000
GA24859-RD ,        12,   8024171,   8024936,1,     0.176
GA24859-RD ,        13,   8024994,   8025786,1,     1.137
GA24860-RC ,         1,   8027371,   8027452,1,     0.000
GA24860-RC ,         2,   8027755,   8027992,1,     1.000
GA24860-RC ,         3,   8028055,   8028188,1,     0.000
GA24860-RC ,         4,   8028255,   8028673,1,     1.229
GA15841-RA ,         1,   8030460,   8030899,1,     0.000
GA15841-RA ,         2,   8030959,   8031436,1,     0.000
GA17390-RA ,         1,   8051334,   8052811,1,     0.000
GA17390-RA ,         2,   8053335,   8053371,1,     0.000
GA24862-RC ,         1,   8088917,   8088988,1,     0.000
GA24862-RC ,         2,   8101403,   8102455,1,     0.401
GA32843-RA ,         1,   8104433,   8104648,1,     3.083
GA32843-RA ,         2,   8106169,   8106385,1,     0.106
GA32843-RA ,         3,   8106536,   8106840,1,     0.000
GA32843-RA ,         4,   8106896,   8106931,1,     0.000
GA24863-RB ,         1,   8106952,   8108937,1,     0.000
GA24863-RB ,         2,   8109006,   8109133,1,     0.000
GA24863-RB ,         3,   8109636,   8109906,1,     0.000
GA24863-RB ,         4,   8109969,   8110120,1,     0.000
GA24863-RB ,         5,   8110177,   8110325,1,     0.000
GA24863-RB ,         6,   8110391,   8110614,1,     1.531
GA12583-RA ,         1,   8110815,   8111573,1,     3.775
GA21415-RB ,         1,   8112702,   8112777,1,     3.000
GA21415-RB ,         2,   8112979,   8113649,1,     1.212
GA21415-RB ,         3,   8113706,   8113797,1,     1.000
GA21415-RB ,         4,   8113862,   8114222,1,     1.000
GA21415-RB ,         5,   8114288,   8114737,1,     1.000
GA21415-RB ,         6,   8114803,   8114940,1,     1.000
GA31519-RA ,         1,   8116049,   8116265,1,     1.000
GA31519-RA ,         2,   8116322,   8116398,1,     1.000
GA31954-RA ,         1,   8118313,   8118416,1,     2.000
GA31954-RA ,         2,   8118482,   8118546,1,     2.000
GA31954-RA ,         3,   8118636,   8118781,1,     2.000
GA24864-RA ,         1,   8119403,   8119436,2,     1.000
GA24864-RA ,         2,   8119500,   8120500,2,     0.335
GA14118-RA ,         1,   8133683,   8134025,1,     0.000
GA14118-RA ,         2,   8134091,   8134257,1,     0.000
GA12586-RA ,         1,   8135830,   8135917,1,     0.000
GA12586-RA ,         2,   8135978,   8136064,1,     0.000
GA12586-RA ,         3,   8136135,   8136476,1,     0.000
GA12586-RA ,         4,   8136534,   8137924,1,     0.375
GA24308-RA ,         1,   8145490,   8146059,1,     0.000
GA10829-RA ,         1,   8147372,   8148235,1,     0.132
GA17246-RK ,         1,   8224629,   8224776,1,     1.358
GA17246-RK ,         2,   8259383,   8259515,1,     0.000
GA17246-RK ,         3,   8261798,   8262003,1,     0.000
GA17246-RK ,         4,   8263588,   8263701,1,     0.000
GA17246-RK ,         5,   8264332,   8264541,1,     0.000
GA17246-RK ,         6,   8264638,   8264789,1,     1.000
GA17246-RK ,         7,   8265506,   8265650,1,     1.000
GA17246-RK ,         8,   8267218,   8267348,1,     1.000
GA17246-RK ,         9,   8268041,   8268200,1,     1.000
GA17246-RK ,        10,   8268633,   8268847,1,     0.000
GA17246-RK ,        11,   8269150,   8269231,1,     0.000
GA17246-RK ,        12,   8269612,   8269771,1,     0.000
GA17246-RK ,        13,   8270094,   8270230,1,     0.000
GA17246-RK ,        14,   8270649,   8270822,1,     0.000
GA17246-RK ,        15,   8271756,   8272175,1,     0.000
GA17246-RK ,        16,   8272286,   8272593,1,     0.000
GA17246-RK ,        17,   8273820,   8274125,1,     0.000
GA17246-RK ,        18,   8275916,   8276254,1,     2.056
GA17246-RK ,        19,   8277899,   8278009,1,     2.000
GA24306-RE ,         1,   8312137,   8312673,1,     0.000
GA24306-RE ,         2,   8312735,   8312782,1,     0.000
GA12274-RA ,         1,   8317818,   8317868,1,     0.000
GA12274-RA ,         2,   8317927,   8318322,1,     0.000
GA31474-RA ,         1,   8318419,   8318475,1,     0.000
GA31474-RA ,         2,   8318542,   8318652,1,     0.000
GA24304-RB ,         1,   8326740,   8327007,1,     0.034
GA24304-RB ,         2,   8327071,   8327120,1,     0.000
GA12275-RA ,         1,   8341824,   8342291,1,     1.064
GA15682-RA ,         1,   8349139,   8349295,1,     0.000
GA15682-RA ,         2,   8349352,   8349524,1,     0.000
GA14779-RA ,         1,   8350200,   8350266,1,     0.000
GA14779-RA ,         2,   8350325,   8351025,1,     0.000
GA24866-RA ,         1,   8351460,   8351523,1,     1.750
GA24866-RA ,         2,   8351585,   8352018,1,     2.401
GA12276-RA ,         1,   8352745,   8353296,1,     1.000
GA12276-RA ,         2,   8353354,   8354223,1,     1.000
GA12280-RA ,         1,   8355224,   8355538,1,     0.635
GA12281-RA ,         1,   8355845,   8355913,1,     0.000
GA12281-RA ,         2,   8355978,   8356028,1,     0.000
GA12281-RA ,         3,   8356092,   8356175,1,     0.000
GA12281-RA ,         4,   8356354,   8356383,1,     0.000
GA12281-RA ,         5,   8356450,   8356545,1,     0.000
GA15677-RB ,         1,   8362385,   8362759,2,     0.000
GA15675-RA ,         1,   8362910,   8363251,1,     0.000
GA15675-RA ,         2,   8363322,   8363381,1,     0.000
GA14778-RA ,         1,   8363689,   8363871,1,     0.022
GA14778-RA ,         2,   8363954,   8364316,1,     0.000
GA14778-RA ,         3,   8364397,   8364426,1,     0.000
GA17236-RA ,         1,   8364874,   8365671,1,     0.000
GA24301-RA ,         1,   8365949,   8366128,1,     0.000
GA24301-RA ,         2,   8366191,   8366234,1,     0.000
GA24301-RA ,         3,   8366300,   8366393,1,     0.000
GA20595-RA ,         1,   8367196,   8367651,1,     0.033
GA24300-RA ,         1,   8368228,   8369640,1,     1.001
GA24300-RA ,         2,   8369702,   8369847,1,     0.000
GA24300-RA ,         3,   8369907,   8369967,1,     0.000
GA17600-RA ,         1,   8371479,   8371569,1,     0.000
GA17600-RA ,         2,   8372236,   8372603,1,     0.000
GA17600-RA ,         3,   8372666,   8372968,1,     0.000
GA17600-RA ,         4,   8373032,   8374414,1,     0.000
GA13899-RA ,         1,   8374798,   8374836,1,     0.000
GA13899-RA ,         2,   8375240,   8377291,1,     0.212
GA13899-RA ,         3,   8377350,   8378387,1,     0.351
GA18304-RB ,         1,   8379104,   8381732,1,     0.797
GA18304-RB ,         2,   8381800,   8382456,1,     1.000
GA18304-RB ,         3,   8382520,   8382710,1,     1.000
GA18304-RB ,         4,   8382773,   8382832,1,     1.000
GA30488-RA ,         1,   8383048,   8383172,1,     1.000
GA30488-RA ,         2,   8383223,   8383367,1,     1.000
GA30488-RA ,         3,   8383434,   8383559,1,     1.000
GA30488-RA ,         4,   8383623,   8383772,1,     1.000
GA30488-RA ,         5,   8383834,   8384043,1,     1.024
GA17948-RA ,         1,   8384385,   8384411,1,     1.000
GA17948-RA ,         2,   8384476,   8385261,1,     1.000
GA17948-RA ,         3,   8385333,   8386564,1,     1.000
GA17948-RA ,         4,   8386622,   8386718,1,     1.000
GA17927-RB ,         1,   8386929,   8387431,1,     1.000
GA17927-RB ,         2,   8387499,   8388528,1,     1.000
GA17927-RB ,         3,   8388594,   8388611,1,     1.000
GA17927-RB ,         4,   8388674,   8389936,1,     1.000
GA17927-RB ,         5,   8389998,   8390165,1,     3.607
GA17927-RB ,         6,   8390289,   8390471,1,     5.000
GA24867-RH ,         1,   8400782,   8401207,1,     1.000
GA24867-RH ,         2,   8401274,   8401612,1,     1.000
GA24867-RH ,         3,   8401685,   8401816,1,     1.000
GA24867-RH ,         4,   8401886,   8402079,1,     1.000
GA24867-RH ,         5,   8402154,   8402410,1,     1.000
GA24867-RH ,         6,   8402530,   8402874,1,     1.000
GA24867-RH ,         7,   8403605,   8404009,1,     1.000
GA24867-RH ,         8,   8405645,   8407940,1,     1.000
GA24867-RH ,         9,   8410408,   8411518,1,     1.576
GA24299-RA ,         1,   8413509,   8413766,1,     1.000
GA24299-RA ,         2,   8413827,   8414000,1,     1.000
GA24299-RA ,         3,   8414077,   8414235,1,     1.000
GA24299-RA ,         4,   8414300,   8414350,1,     1.000
GA31334-RA ,         1,   8414833,   8415054,1,     1.000
GA31334-RA ,         2,   8415115,   8415288,1,     1.000
GA31334-RA ,         3,   8415344,   8415502,1,     1.000
GA31334-RA ,         4,   8415564,   8415605,1,     1.000
GA17312-RA ,         1,   8415962,   8416828,1,     1.999
GA17312-RA ,         2,   8416885,   8417825,1,     1.499
GA17312-RA ,         3,   8417886,   8418055,1,     2.000
GA17312-RA ,         4,   8418904,   8418998,1,     1.000
GA24298-RA ,         1,   8419668,   8419832,1,     1.000
GA24298-RA ,         2,   8419893,   8420258,1,     1.000
GA24298-RA ,         3,   8420313,   8420640,1,     1.000
GA24298-RA ,         4,   8420702,   8421201,1,     1.654
GA24298-RA ,         5,   8421271,   8421318,1,     2.000
GA24297-RA ,         1,   8422848,   8423012,1,     1.000
GA24297-RA ,         2,   8423090,   8423169,1,     1.000
GA24297-RA ,         3,   8423238,   8423403,1,     1.000
GA24297-RA ,         4,   8423463,   8424397,1,     1.000
GA24297-RA ,         5,   8425139,   8425310,1,     1.000
GA24297-RA ,         6,   8426761,   8426889,1,     1.000
GA24297-RA ,         7,   8426984,   8427474,1,     1.000
GA24297-RA ,         8,   8427535,   8428392,1,     1.455
GA24297-RA ,         9,   8428467,   8429189,1,     2.781
GA24297-RA ,        10,   8429441,   8429585,1,     0.000
GA18574-RB ,         1,   8431220,   8431373,1,     0.260
GA18574-RB ,         2,   8431450,   8431705,1,     1.000
GA18574-RB ,         3,   8431753,   8431830,1,     1.000
GA18574-RB ,         4,   8431910,   8432587,1,     0.383
GA18574-RB ,         5,   8432651,   8432831,1,     1.000
GA18566-RA ,         1,   8436233,   8436399,1,     0.000
GA18566-RA ,         2,   8436460,   8437540,1,     0.014
GA18566-RA ,         3,   8437602,   8437637,1,     0.000
GA30487-RB ,         1,   8437791,   8438824,1,     0.000
GA30487-RB ,         2,   8438884,   8439020,1,     0.000
GA30487-RB ,         3,   8439088,   8439148,1,     0.000
GA24296-RA ,         1,   8439411,   8440356,1,     0.163
GA24296-RA ,         2,   8440419,   8440542,1,     0.000
GA24296-RA ,         3,   8440613,   8440658,1,     0.000
GA19582-RB ,         1,   8455630,   8455659,1,     0.000
GA19582-RB ,         2,   8456264,   8458057,1,     0.000
GA19582-RB ,         3,   8459362,   8460069,1,     0.000
GA14679-RA ,         1,   8465390,   8465440,1,     3.000
GA14679-RA ,         2,   8465510,   8465658,1,     5.000
GA14679-RA ,         3,   8465721,   8465809,1,     5.000
GA14679-RA ,         4,   8466652,   8466659,1,     4.000
GA14679-RA ,         5,   8466721,   8466792,1,     3.125
GA14679-RA ,         6,   8466853,   8466982,1,     3.000
GA14679-RA ,         7,   8467041,   8467372,1,     3.000
GA13020-RB ,         1,   8468536,   8468618,1,     2.000
GA13020-RB ,         2,   8471252,   8471467,1,     0.000
GA13020-RB ,         3,   8471538,   8472012,1,     1.549
GA13020-RB ,         4,   8472088,   8472267,1,     0.000
GA13020-RB ,         5,   8472325,   8472873,1,     0.033
GA18559-RA ,         1,   8474140,   8474308,1,     0.000
GA18559-RA ,         2,   8474375,   8474613,1,     0.000
GA18559-RA ,         3,   8474692,   8476246,1,     0.000
GA18559-RA ,         4,   8476317,   8476411,1,     0.000
GA18559-RA ,         5,   8476467,   8476709,1,     0.000
GA18559-RA ,         6,   8476774,   8477008,1,     0.000
GA18559-RA ,         7,   8477083,   8477171,1,     2.000
GA24295-RA ,         1,   8477899,   8478127,1,     0.000
GA24295-RA ,         2,   8478185,   8478309,1,     0.000
GA24295-RA ,         3,   8478366,   8478389,1,     0.000
GA24294-RA ,         1,   8478654,   8478897,1,     0.000
GA24294-RA ,         2,   8478965,   8479077,1,     0.611
GA24294-RA ,         3,   8479139,   8479159,1,     0.000
GA19600-RA ,         1,   8485861,   8486008,1,     0.000
GA19600-RA ,         2,   8486469,   8486562,1,     0.000
GA19600-RA ,         3,   8487520,   8488202,1,     0.280
GA19600-RA ,         4,   8488268,   8489278,1,     1.240
GA19600-RA ,         5,   8489345,   8489534,1,     0.779
GA19600-RA ,         6,   8489591,   8489789,1,     0.000
GA19611-RA ,         1,   8492500,   8492704,1,     0.000
GA19611-RA ,         2,   8492820,   8493164,1,     0.554
GA19611-RA ,         3,   8493223,   8493464,1,     0.000
GA15656-RA ,         1,   8494407,   8494520,1,     0.000
GA15656-RA ,         2,   8494589,   8494735,1,     0.000
GA18551-RA ,         1,   8495347,   8497989,1,     0.000
GA18551-RA ,         2,   8498055,   8498147,1,     0.000
GA15654-RA ,         1,   8508945,   8509399,1,     0.000
GA15654-RA ,         2,   8511737,   8511963,1,     0.000
GA15654-RA ,         3,   8512033,   8512136,1,     0.000
GA15654-RA ,         4,   8512203,   8512415,1,     0.000
GA15654-RA ,         5,   8512941,   8513044,1,     0.000
GA15654-RA ,         6,   8513364,   8513501,1,     0.000
GA15654-RA ,         7,   8514335,   8514484,1,     0.000
GA15654-RA ,         8,   8514563,   8514755,1,     0.000
GA24293-RA ,         1,   8523385,   8523999,1,     0.000
GA24293-RA ,         2,   8524064,   8524336,1,     0.000
GA24872-RC ,         1,   8524813,   8524959,1,     0.000
GA24872-RC ,         2,   8525041,   8525466,1,     0.000
GA24872-RC ,         3,   8525522,   8525719,1,     0.000
GA10653-RB ,         1,   8529836,   8529974,1,     0.000
GA14831-RA ,         1,   8532847,   8533530,1,     0.211
GA14831-RA ,         2,   8533679,   8533909,1,     0.000
GA14831-RA ,         3,   8537559,   8537630,1,     0.000
GA10653-RB ,         2,   8552003,   8552244,1,     0.000
GA10653-RB ,         3,   8555001,   8555267,1,     0.000
GA10653-RB ,         4,   8557102,   8560278,1,     0.320
GA10653-RB ,         5,   8560346,   8560661,1,     0.000
GA10653-RB ,         6,   8560722,   8560852,1,     0.000
GA10653-RB ,         7,   8560906,   8561073,1,     0.000
GA10653-RB ,         8,   8561138,   8561461,1,     0.130
GA18543-RB ,         1,   8564201,   8564485,1,     0.000
GA18543-RB ,         2,   8564551,   8564714,1,     0.000
GA18543-RB ,         3,   8564782,   8564981,1,     0.000
GA18543-RB ,         4,   8565049,   8567365,1,     0.000
GA18543-RB ,         5,   8567429,   8567665,1,     0.000
GA30486-RA ,         1,   8569546,   8571492,1,     0.000
GA18543-RB ,         6,   8572535,   8572573,1,     0.000
GA18543-RB ,         7,   8572643,   8572691,1,     0.000
GA15653-RA ,         1,   8574335,   8574724,1,     1.000
GA15653-RA ,         2,   8574780,   8574860,1,     2.000
GA18528-RA ,         1,   8574995,   8575544,1,     1.415
GA18528-RA ,         2,   8575608,   8575726,1,     1.000
GA24875-RA ,         1,   8576770,   8576906,1,     3.000
GA24875-RA ,         2,   8576968,   8577188,1,     1.045
GA24875-RA ,         3,   8577251,   8578054,1,     0.000
GA24875-RA ,         4,   8578125,   8578279,1,     0.000
GA24875-RA ,         5,   8578369,   8579361,1,     0.000
GA24875-RA ,         6,   8579432,   8579745,1,     0.000
GA24875-RA ,         7,   8579819,   8580194,1,     0.000
GA13019-RA ,         1,   8581030,   8581272,1,     0.000
GA19628-RA ,         1,   8582765,   8584159,1,     1.003
