SubRegion	GC_Beg	GC_End	PP_Beg	PP_End	PP_Ori	ABeg	AEnd
03m	45485	45547	11327832	11577831	-1	11532285	11532347
03m	44303	44415	11327832	11577831	-1	11533417	11533529
03m	43499	44061	11327832	11577831	-1	11533771	11534333
03m	43815	44061	11327832	11577831	-1	11533771	11534017
03m	41023	41027	11327832	11577831	-1	11536805	11536809
03m	40012	40087	11327832	11577831	-1	11537745	11537820
03m	39403	39429	11327832	11577831	-1	11538403	11538429
03m	38412	39429	11327832	11577831	-1	11538403	11539420
03m	28496	38670	11327832	11577831	-1	11539162	11549336
03m	37554	38670	11327832	11577831	-1	11539162	11540278
03m	38357	38670	11327832	11577831	-1	11539162	11539475
03m	31093	38287	11327832	11577831	-1	11539545	11546739
03m	38227	38287	11327832	11577831	-1	11539545	11539605
03m	37972	38017	11327832	11577831	-1	11539815	11539860
03m	31615	37554	11327832	11577831	-1	11540278	11546217
03m	31471	31476	11327832	11577831	-1	11546356	11546361
03m	29672	30145	11327832	11577831	-1	11547687	11548160
03m	28496	29337	11327832	11577831	-1	11548495	11549336
03m	29089	29294	11327832	11577831	-1	11548538	11548743
03m	15073	15085	11327832	11577831	-1	11562747	11562759
03m	13899	13924	11327832	11577831	-1	11563908	11563933
03m	13628	13924	11327832	11577831	-1	11563908	11564204
03m	13628	13859	11327832	11577831	-1	11563973	11564204
03m	13628	13659	11327832	11577831	-1	11564173	11564204
03m	13385	13403	11327832	11577831	-1	11564429	11564447
03m	12666	12669	11327832	11577831	-1	11565163	11565166
03m	12110	12669	11327832	11577831	-1	11565163	11565722
03m	12249	12257	11327832	11577831	-1	11565575	11565583
03m	12196	12217	11327832	11577831	-1	11565615	11565636
03m	10661	10746	11327832	11577831	-1	11567086	11567171
03m	7748	7932	11327832	11577831	-1	11569900	11570084
03m	7748	7753	11327832	11577831	-1	11570079	11570084
03m	6061	7554	11327832	11577831	-1	11570278	11571771
03m	6061	6964	11327832	11577831	-1	11570868	11571771
03m	5879	6964	11327832	11577831	-1	11570868	11571953
03m	5248	5403	11327832	11577831	-1	11572429	11572584
03m	2248	2257	11327832	11577831	-1	11575575	11575584
03m	1757	1763	11327832	11577831	-1	11576069	11576075
03l	247617	247638	11577832	11827831	-1	11580194	11580215
03l	244206	244576	11577832	11827831	-1	11583256	11583626
03l	242427	242447	11577832	11827831	-1	11585385	11585405
03l	241254	242429	11577832	11827831	-1	11585403	11586578
03l	238776	241579	11577832	11827831	-1	11586253	11589056
03l	234799	235009	11577832	11827831	-1	11592823	11593033
03l	231233	232880	11577832	11827831	-1	11594952	11596599
03l	231445	231561	11577832	11827831	-1	11596271	11596387
03l	231146	231332	11577832	11827831	-1	11596500	11596686
03l	230279	231266	11577832	11827831	-1	11596566	11597553
03l	231125	231233	11577832	11827831	-1	11596599	11596707
03l	231014	231044	11577832	11827831	-1	11596788	11596818
03l	228895	229384	11577832	11827831	-1	11598448	11598937
03l	228895	229174	11577832	11827831	-1	11598658	11598937
03l	226398	226590	11577832	11827831	-1	11601242	11601434
03l	225830	226433	11577832	11827831	-1	11601399	11602002
03l	225798	226433	11577832	11827831	-1	11601399	11602034
03l	226398	226433	11577832	11827831	-1	11601399	11601434
03l	224530	226286	11577832	11827831	-1	11601546	11603302
03l	224530	224650	11577832	11827831	-1	11603182	11603302
03l	222358	222560	11577832	11827831	-1	11605272	11605474
03l	222175	222294	11577832	11827831	-1	11605538	11605657
03l	222263	222294	11577832	11827831	-1	11605538	11605569
03l	222263	222273	11577832	11827831	-1	11605559	11605569
03l	222175	222273	11577832	11827831	-1	11605559	11605657
03l	221774	221956	11577832	11827831	-1	11605876	11606058
03l	220862	220898	11577832	11827831	-1	11606934	11606970
03l	220862	220864	11577832	11827831	-1	11606968	11606970
03l	217306	217723	11577832	11827831	-1	11610109	11610526
03l	217306	217363	11577832	11827831	-1	11610469	11610526
03l	213542	213693	11577832	11827831	-1	11614139	11614290
03l	212371	213470	11577832	11827831	-1	11614362	11615461
03l	213352	213359	11577832	11827831	-1	11614473	11614480
03l	212009	213335	11577832	11827831	-1	11614497	11615823
03l	213092	213335	11577832	11827831	-1	11614497	11614740
03l	213092	213305	11577832	11827831	-1	11614527	11614740
03l	213092	213120	11577832	11827831	-1	11614712	11614740
03l	212371	212572	11577832	11827831	-1	11615260	11615461
03l	212009	212258	11577832	11827831	-1	11615574	11615823
03l	211876	211879	11577832	11827831	-1	11615953	11615956
03l	209426	211520	11577832	11827831	-1	11616312	11618406
03l	209318	211520	11577832	11827831	-1	11616312	11618514
03l	210926	211138	11577832	11827831	-1	11616694	11616906
03l	209318	209426	11577832	11827831	-1	11618406	11618514
03l	200650	200660	11577832	11827831	-1	11627172	11627182
03l	200638	200660	11577832	11827831	-1	11627172	11627194
03l	197579	197599	11577832	11827831	-1	11630233	11630253
03l	197453	197579	11577832	11827831	-1	11630253	11630379
03l	197109	197112	11577832	11827831	-1	11630720	11630723
03l	197015	197023	11577832	11827831	-1	11630809	11630817
03l	195971	196486	11577832	11827831	-1	11631346	11631861
03l	195971	195975	11577832	11827831	-1	11631857	11631861
03l	194824	194848	11577832	11827831	-1	11632984	11633008
03l	193253	193318	11577832	11827831	-1	11634514	11634579
03l	193291	193318	11577832	11827831	-1	11634514	11634541
03l	186394	186453	11577832	11827831	-1	11641379	11641438
03l	181391	182125	11577832	11827831	-1	11645707	11646441
03l	181921	182125	11577832	11827831	-1	11645707	11645911
03l	181391	181511	11577832	11827831	-1	11646321	11646441
03l	180089	180090	11577832	11827831	-1	11647742	11647743
03l	178049	178144	11577832	11827831	-1	11649688	11649783
03l	178049	178138	11577832	11827831	-1	11649694	11649783
03l	178049	178131	11577832	11827831	-1	11649701	11649783
03l	177174	177214	11577832	11827831	-1	11650618	11650658
03l	170495	170719	11577832	11827831	-1	11657113	11657337
03l	170707	170719	11577832	11827831	-1	11657113	11657125
03l	170121	170168	11577832	11827831	-1	11657664	11657711
03l	168470	168842	11577832	11827831	-1	11658990	11659362
03l	168328	168483	11577832	11827831	-1	11659349	11659504
03l	168470	168483	11577832	11827831	-1	11659349	11659362
03l	165266	165304	11577832	11827831	-1	11662528	11662566
03l	165289	165304	11577832	11827831	-1	11662528	11662543
03l	165266	165272	11577832	11827831	-1	11662560	11662566
03l	164872	164940	11577832	11827831	-1	11662892	11662960
03l	163526	163527	11577832	11827831	-1	11664305	11664306
03l	163155	163156	11577832	11827831	-1	11664676	11664677
03l	155568	155839	11577832	11827831	-1	11671993	11672264
03l	153825	154019	11577832	11827831	-1	11673813	11674007
03l	153174	153186	11577832	11827831	-1	11674646	11674658
03l	150497	151215	11577832	11827831	-1	11676617	11677335
03l	150728	151215	11577832	11827831	-1	11676617	11677104
03l	149941	150030	11577832	11827831	-1	11677802	11677891
03l	149941	149966	11577832	11827831	-1	11677866	11677891
03l	146170	147192	11577832	11827831	-1	11680640	11681662
03l	145927	147192	11577832	11827831	-1	11680640	11681905
03l	146281	147192	11577832	11827831	-1	11680640	11681551
03l	140193	143467	11577832	11827831	-1	11684365	11687639
03l	140423	143467	11577832	11827831	-1	11684365	11687409
03l	141038	141493	11577832	11827831	-1	11686339	11686794
03l	141069	141078	11577832	11827831	-1	11686754	11686763
03l	140427	140552	11577832	11827831	-1	11687280	11687405
03l	140539	140552	11577832	11827831	-1	11687280	11687293
03l	140317	140552	11577832	11827831	-1	11687280	11687515
03l	138803	140009	11577832	11827831	-1	11687823	11689029
03l	138451	139198	11577832	11827831	-1	11688634	11689381
03l	138025	138528	11577832	11827831	-1	11689304	11689807
03l	138451	138458	11577832	11827831	-1	11689374	11689381
03l	138025	138452	11577832	11827831	-1	11689380	11689807
03l	136929	137899	11577832	11827831	-1	11689933	11690903
03l	136929	137845	11577832	11827831	-1	11689987	11690903
03l	137337	137845	11577832	11827831	-1	11689987	11690495
03l	135951	136168	11577832	11827831	-1	11691664	11691881
03l	135951	136167	11577832	11827831	-1	11691665	11691881
03l	135538	135579	11577832	11827831	-1	11692253	11692294
03l	135326	135573	11577832	11827831	-1	11692259	11692506
03l	134531	134611	11577832	11827831	-1	11693221	11693301
03l	133598	133697	11577832	11827831	-1	11694135	11694234
03l	132644	132671	11577832	11827831	-1	11695161	11695188
03l	132612	132671	11577832	11827831	-1	11695161	11695220
03l	131479	131657	11577832	11827831	-1	11696175	11696353
03l	131325	131338	11577832	11827831	-1	11696494	11696507
03l	123134	126131	11577832	11827831	-1	11701701	11704698
03l	125900	126131	11577832	11827831	-1	11701701	11701932
03l	123134	125001	11577832	11827831	-1	11702831	11704698
03l	98541	125001	11577832	11827831	-1	11702831	11729291
03l	123134	123854	11577832	11827831	-1	11703978	11704698
03l	122415	122883	11577832	11827831	-1	11704949	11705417
03l	102504	122663	11577832	11827831	-1	11705169	11725328
03l	98464	122663	11577832	11827831	-1	11705169	11729368
03l	119659	122663	11577832	11827831	-1	11705169	11708173
03l	116016	118011	11577832	11827831	-1	11709821	11711816
03l	110328	113411	11577832	11827831	-1	11714421	11717504
03l	106781	107312	11577832	11827831	-1	11720520	11721051
03l	104897	104964	11577832	11827831	-1	11722868	11722935
03l	102504	103151	11577832	11827831	-1	11724681	11725328
03l	97597	99784	11577832	11827831	-1	11728048	11730235
03l	99367	99784	11577832	11827831	-1	11728048	11728465
03l	98464	99784	11577832	11827831	-1	11728048	11729368
03l	98638	99254	11577832	11827831	-1	11728578	11729194
03l	98541	98545	11577832	11827831	-1	11729287	11729291
03l	97597	98357	11577832	11827831	-1	11729475	11730235
03l	97278	97309	11577832	11827831	-1	11730523	11730554
03l	96318	97120	11577832	11827831	-1	11730712	11731514
03l	92151	92238	11577832	11827831	-1	11735594	11735681
03l	87996	88010	11577832	11827831	-1	11739822	11739836
03l	85591	86352	11577832	11827831	-1	11741480	11742241
03l	84141	84492	11577832	11827831	-1	11743340	11743691
03l	81455	82685	11577832	11827831	-1	11745147	11746377
03l	82079	82685	11577832	11827831	-1	11745147	11745753
03l	81455	81497	11577832	11827831	-1	11746335	11746377
03l	81455	81474	11577832	11827831	-1	11746358	11746377
03l	80124	80689	11577832	11827831	-1	11747143	11747708
03l	79072	79137	11577832	11827831	-1	11748695	11748760
03l	75655	76553	11577832	11827831	-1	11751279	11752177
03l	76359	76553	11577832	11827831	-1	11751279	11751473
03l	72907	75990	11577832	11827831	-1	11751842	11754925
03l	75655	75990	11577832	11827831	-1	11751842	11752177
03l	74428	74917	11577832	11827831	-1	11752915	11753404
03l	72907	73044	11577832	11827831	-1	11754788	11754925
03l	73005	73044	11577832	11827831	-1	11754788	11754827
03l	72907	72910	11577832	11827831	-1	11754922	11754925
03l	71835	72047	11577832	11827831	-1	11755785	11755997
03l	67407	67412	11577832	11827831	-1	11760420	11760425
03l	64007	64047	11577832	11827831	-1	11763785	11763825
03l	61436	61727	11577832	11827831	-1	11766105	11766396
03l	61199	61648	11577832	11827831	-1	11766184	11766633
03l	61436	61648	11577832	11827831	-1	11766184	11766396
03l	58727	58809	11577832	11827831	-1	11769023	11769105
03l	54960	55125	11577832	11827831	-1	11772707	11772872
03l	48788	48868	11577832	11827831	-1	11778964	11779044
03l	48749	48789	11577832	11827831	-1	11779043	11779083
03l	43625	43784	11577832	11827831	-1	11784048	11784207
03l	43275	43784	11577832	11827831	-1	11784048	11784557
03l	43275	43356	11577832	11827831	-1	11784476	11784557
03l	37400	37409	11577832	11827831	-1	11790423	11790432
03l	33911	33930	11577832	11827831	-1	11793902	11793921
03l	33812	33818	11577832	11827831	-1	11794014	11794020
03l	25817	26194	11577832	11827831	-1	11801638	11802015
03l	25978	26194	11577832	11827831	-1	11801638	11801854
03l	25817	25820	11577832	11827831	-1	11802012	11802015
03l	24026	24103	11577832	11827831	-1	11803729	11803806
03l	24026	24080	11577832	11827831	-1	11803752	11803806
03l	22890	23156	11577832	11827831	-1	11804676	11804942
03l	22976	23029	11577832	11827831	-1	11804803	11804856
03l	18646	18672	11577832	11827831	-1	11809160	11809186
03l	18257	18309	11577832	11827831	-1	11809523	11809575
03l	18257	18307	11577832	11827831	-1	11809525	11809575
03l	18203	18209	11577832	11827831	-1	11809623	11809629
03l	18164	18209	11577832	11827831	-1	11809623	11809668
03l	16359	16363	11577832	11827831	-1	11811469	11811473
03l	16260	16264	11577832	11827831	-1	11811568	11811572
03l	10088	10141	11577832	11827831	-1	11817691	11817744
03l	10082	10141	11577832	11827831	-1	11817691	11817750
03l	10082	10125	11577832	11827831	-1	11817707	11817750
03l	8991	9101	11577832	11827831	-1	11818731	11818841
03l	7282	7299	11577832	11827831	-1	11820533	11820550
03l	5242	5285	11577832	11827831	-1	11822547	11822590
03l	4658	4689	11577832	11827831	-1	11823143	11823174
03l	4214	4552	11577832	11827831	-1	11823280	11823618
03l	3250	3257	11577832	11827831	-1	11824575	11824582
03l	221	223	11577832	11827831	-1	11827609	11827611
03k	249853	249969	11827832	12077831	-1	11827863	11827979
03k	249457	249524	11827832	12077831	-1	11828308	11828375
03k	247639	247730	11827832	12077831	-1	11830102	11830193
03k	246906	247002	11827832	12077831	-1	11830830	11830926
03k	245919	245920	11827832	12077831	-1	11831912	11831913
03k	243227	243250	11827832	12077831	-1	11834582	11834605
03k	243227	243229	11827832	12077831	-1	11834603	11834605
03k	232745	232984	11827832	12077831	-1	11844848	11845087
03k	232956	232984	11827832	12077831	-1	11844848	11844876
03k	232745	232956	11827832	12077831	-1	11844876	11845087
03k	232745	232878	11827832	12077831	-1	11844954	11845087
03k	232876	232878	11827832	12077831	-1	11844954	11844956
03k	232745	232820	11827832	12077831	-1	11845012	11845087
03k	230064	230087	11827832	12077831	-1	11847745	11847768
03k	227997	229610	11827832	12077831	-1	11848222	11849835
03k	229339	229610	11827832	12077831	-1	11848222	11848493
03k	227997	229444	11827832	12077831	-1	11848388	11849835
03k	228980	228983	11827832	12077831	-1	11848849	11848852
03k	227997	228461	11827832	12077831	-1	11849371	11849835
03k	227506	227594	11827832	12077831	-1	11850238	11850326
03k	227580	227594	11827832	12077831	-1	11850238	11850252
03k	226038	226169	11827832	12077831	-1	11851663	11851794
03k	226038	226042	11827832	12077831	-1	11851790	11851794
03k	222430	222459	11827832	12077831	-1	11855373	11855402
03k	222318	222336	11827832	12077831	-1	11855496	11855514
03k	221903	221905	11827832	12077831	-1	11855927	11855929
03k	221166	221204	11827832	12077831	-1	11856628	11856666
03k	220780	220793	11827832	12077831	-1	11857039	11857052
03k	220663	220793	11827832	12077831	-1	11857039	11857169
03k	219137	219154	11827832	12077831	-1	11858678	11858695
03k	218212	218467	11827832	12077831	-1	11859365	11859620
03k	218212	218350	11827832	12077831	-1	11859482	11859620
03k	217582	218242	11827832	12077831	-1	11859590	11860250
03k	217456	218242	11827832	12077831	-1	11859590	11860376
03k	217543	218131	11827832	12077831	-1	11859701	11860289
03k	217456	217485	11827832	12077831	-1	11860347	11860376
03k	216644	216894	11827832	12077831	-1	11860938	11861188
03k	216811	216894	11827832	12077831	-1	11860938	11861021
03k	216688	216866	11827832	12077831	-1	11860966	11861144
03k	216644	216866	11827832	12077831	-1	11860966	11861188
03k	216432	216550	11827832	12077831	-1	11861282	11861400
03k	216432	216469	11827832	12077831	-1	11861363	11861400
03k	214855	214860	11827832	12077831	-1	11862972	11862977
03k	214666	214860	11827832	12077831	-1	11862972	11863166
03k	211569	211709	11827832	12077831	-1	11866123	11866263
03k	210870	211084	11827832	12077831	-1	11866748	11866962
03k	210162	210202	11827832	12077831	-1	11867630	11867670
03k	208101	208118	11827832	12077831	-1	11869714	11869731
03k	207245	207296	11827832	12077831	-1	11870536	11870587
03k	207245	207289	11827832	12077831	-1	11870543	11870587
03k	203946	204025	11827832	12077831	-1	11873807	11873886
03k	203624	203946	11827832	12077831	-1	11873886	11874208
03k	203238	203244	11827832	12077831	-1	11874588	11874594
03k	201051	201121	11827832	12077831	-1	11876711	11876781
03k	200388	200392	11827832	12077831	-1	11877440	11877444
03k	200178	200210	11827832	12077831	-1	11877622	11877654
03k	199069	199265	11827832	12077831	-1	11878567	11878763
03k	198335	198356	11827832	12077831	-1	11879476	11879497
03k	198353	198356	11827832	12077831	-1	11879476	11879479
03k	197185	197325	11827832	12077831	-1	11880507	11880647
03k	196749	196752	11827832	12077831	-1	11881080	11881083
03k	195436	195442	11827832	12077831	-1	11882390	11882396
03k	194795	194818	11827832	12077831	-1	11883014	11883037
03k	194310	194367	11827832	12077831	-1	11883465	11883522
03k	191819	191833	11827832	12077831	-1	11885999	11886013
03k	188950	188968	11827832	12077831	-1	11888864	11888882
03k	184555	184557	11827832	12077831	-1	11893275	11893277
03k	182669	182805	11827832	12077831	-1	11895027	11895163
03k	179004	179111	11827832	12077831	-1	11898721	11898828
03k	178849	179111	11827832	12077831	-1	11898721	11898983
03k	179004	179014	11827832	12077831	-1	11898818	11898828
03k	173781	173983	11827832	12077831	-1	11903849	11904051
03k	173791	173983	11827832	12077831	-1	11903849	11904041
03k	173982	173983	11827832	12077831	-1	11903849	11903850
03k	173791	173888	11827832	12077831	-1	11903944	11904041
03k	173016	173338	11827832	12077831	-1	11904494	11904816
03k	173318	173338	11827832	12077831	-1	11904494	11904514
03k	173016	173066	11827832	12077831	-1	11904766	11904816
03k	172617	172659	11827832	12077831	-1	11905173	11905215
03k	170909	171732	11827832	12077831	-1	11906100	11906923
03k	171219	171732	11827832	12077831	-1	11906100	11906613
03k	170909	171144	11827832	12077831	-1	11906688	11906923
03k	168938	168956	11827832	12077831	-1	11908876	11908894
03k	167718	167754	11827832	12077831	-1	11910078	11910114
03k	164760	164946	11827832	12077831	-1	11912886	11913072
03k	164739	164946	11827832	12077831	-1	11912886	11913093
03k	164918	164946	11827832	12077831	-1	11912886	11912914
03k	164838	164851	11827832	12077831	-1	11912981	11912994
03k	164319	164606	11827832	12077831	-1	11913226	11913513
03k	164226	164606	11827832	12077831	-1	11913226	11913606
03k	164375	164606	11827832	12077831	-1	11913226	11913457
03k	164521	164523	11827832	12077831	-1	11913309	11913311
03k	164226	164419	11827832	12077831	-1	11913413	11913606
03k	164226	164250	11827832	12077831	-1	11913582	11913606
03k	164245	164250	11827832	12077831	-1	11913582	11913587
03k	162840	163394	11827832	12077831	-1	11914438	11914992
03k	163027	163394	11827832	12077831	-1	11914438	11914805
03k	162840	162906	11827832	12077831	-1	11914926	11914992
03k	158797	159280	11827832	12077831	-1	11918552	11919035
03k	158802	158808	11827832	12077831	-1	11919024	11919030
03k	158420	158536	11827832	12077831	-1	11919296	11919412
03k	154763	158257	11827832	12077831	-1	11919575	11923069
03k	154763	155881	11827832	12077831	-1	11921951	11923069
03k	154574	155841	11827832	12077831	-1	11921991	11923258
03k	154763	154786	11827832	12077831	-1	11923046	11923069
03k	154574	154577	11827832	12077831	-1	11923255	11923258
03k	154303	154306	11827832	12077831	-1	11923526	11923529
03k	141806	142032	11827832	12077831	-1	11935800	11936026
03k	133324	134243	11827832	12077831	-1	11943589	11944508
03k	132866	134243	11827832	12077831	-1	11943589	11944966
03k	132866	133788	11827832	12077831	-1	11944044	11944966
03k	132472	133788	11827832	12077831	-1	11944044	11945360
03k	132472	132866	11827832	12077831	-1	11944966	11945360
03k	128923	129076	11827832	12077831	-1	11948756	11948909
03k	128923	129067	11827832	12077831	-1	11948765	11948909
03k	122212	122217	11827832	12077831	-1	11955615	11955620
03k	120682	120715	11827832	12077831	-1	11957117	11957150
03k	116214	116305	11827832	12077831	-1	11961527	11961618
03k	113745	114411	11827832	12077831	-1	11963421	11964087
03k	113398	113419	11827832	12077831	-1	11964413	11964434
03k	112795	113419	11827832	12077831	-1	11964413	11965037
03k	112795	112799	11827832	12077831	-1	11965033	11965037
03k	112169	112329	11827832	12077831	-1	11965503	11965663
03k	112165	112329	11827832	12077831	-1	11965503	11965667
03k	111261	111270	11827832	12077831	-1	11966562	11966571
03k	109201	109208	11827832	12077831	-1	11968624	11968631
03k	108788	108830	11827832	12077831	-1	11969002	11969044
03k	108797	108830	11827832	12077831	-1	11969002	11969035
03k	108296	108315	11827832	12077831	-1	11969517	11969536
03k	107066	108090	11827832	12077831	-1	11969742	11970766
03k	107558	107839	11827832	12077831	-1	11969993	11970274
03k	107732	107839	11827832	12077831	-1	11969993	11970100
03k	106625	106770	11827832	12077831	-1	11971062	11971207
03k	106566	106770	11827832	12077831	-1	11971062	11971266
03k	106625	106639	11827832	12077831	-1	11971193	11971207
03k	100871	100879	11827832	12077831	-1	11976953	11976961
03k	97893	97969	11827832	12077831	-1	11979863	11979939
03k	97712	97725	11827832	12077831	-1	11980107	11980120
03k	94833	94854	11827832	12077831	-1	11982978	11982999
03k	89794	90040	11827832	12077831	-1	11987792	11988038
03k	89163	89182	11827832	12077831	-1	11988650	11988669
03k	89132	89133	11827832	12077831	-1	11988699	11988700
03k	87398	87445	11827832	12077831	-1	11990387	11990434
03k	87286	87290	11827832	12077831	-1	11990542	11990546
03k	81439	81660	11827832	12077831	-1	11996172	11996393
03k	79773	79779	11827832	12077831	-1	11998053	11998059
03k	78954	78955	11827832	12077831	-1	11998877	11998878
03k	71945	71947	11827832	12077831	-1	12005885	12005887
03k	69405	69486	11827832	12077831	-1	12008346	12008427
03k	68012	68195	11827832	12077831	-1	12009637	12009820
03k	68012	68097	11827832	12077831	-1	12009735	12009820
03k	68012	68016	11827832	12077831	-1	12009816	12009820
03k	66314	66316	11827832	12077831	-1	12011516	12011518
03k	64721	64722	11827832	12077831	-1	12013110	12013111
03k	63729	63735	11827832	12077831	-1	12014097	12014103
03k	62769	63254	11827832	12077831	-1	12014578	12015063
03k	62934	63061	11827832	12077831	-1	12014771	12014898
03k	62503	62769	11827832	12077831	-1	12015063	12015329
03k	62327	62769	11827832	12077831	-1	12015063	12015505
03k	62354	62769	11827832	12077831	-1	12015063	12015478
03k	62354	62503	11827832	12077831	-1	12015329	12015478
03k	61910	62186	11827832	12077831	-1	12015646	12015922
03k	61243	61867	11827832	12077831	-1	12015965	12016589
03k	61165	61867	11827832	12077831	-1	12015965	12016667
03k	61482	61867	11827832	12077831	-1	12015965	12016350
03k	61165	61860	11827832	12077831	-1	12015972	12016667
03k	61165	61363	11827832	12077831	-1	12016469	12016667
03k	60462	60463	11827832	12077831	-1	12017369	12017370
03k	59064	59879	11827832	12077831	-1	12017953	12018768
03k	59305	59879	11827832	12077831	-1	12017953	12018527
03k	57591	57593	11827832	12077831	-1	12020239	12020241
03k	56184	56192	11827832	12077831	-1	12021640	12021648
03k	55098	55100	11827832	12077831	-1	12022732	12022734
03k	53026	53786	11827832	12077831	-1	12024046	12024806
03k	53111	53786	11827832	12077831	-1	12024046	12024721
03k	53254	53786	11827832	12077831	-1	12024046	12024578
03k	53026	53208	11827832	12077831	-1	12024624	12024806
03k	52737	52965	11827832	12077831	-1	12024867	12025095
03k	52907	52965	11827832	12077831	-1	12024867	12024925
03k	52737	52907	11827832	12077831	-1	12024925	12025095
03k	51378	51604	11827832	12077831	-1	12026228	12026454
03k	51502	51604	11827832	12077831	-1	12026228	12026330
03k	48095	48818	11827832	12077831	-1	12029014	12029737
03k	48438	48818	11827832	12077831	-1	12029014	12029394
03k	48013	48818	11827832	12077831	-1	12029014	12029819
03k	48153	48818	11827832	12077831	-1	12029014	12029679
03k	48065	48075	11827832	12077831	-1	12029757	12029767
03k	47600	47601	11827832	12077831	-1	12030231	12030232
03k	46699	46700	11827832	12077831	-1	12031132	12031133
03k	42673	42674	11827832	12077831	-1	12035158	12035159
03k	40817	40979	11827832	12077831	-1	12036853	12037015
03k	39320	39519	11827832	12077831	-1	12038313	12038512
03k	38774	39209	11827832	12077831	-1	12038623	12039058
03k	39190	39209	11827832	12077831	-1	12038623	12038642
03k	39170	39173	11827832	12077831	-1	12038659	12038662
03k	38774	39064	11827832	12077831	-1	12038768	12039058
03k	33846	33913	11827832	12077831	-1	12043919	12043986
03k	33846	33908	11827832	12077831	-1	12043924	12043986
03k	32756	32954	11827832	12077831	-1	12044878	12045076
03k	32821	32954	11827832	12077831	-1	12044878	12045011
03k	32362	32464	11827832	12077831	-1	12045368	12045470
03k	32362	32388	11827832	12077831	-1	12045444	12045470
03k	32382	32388	11827832	12077831	-1	12045444	12045450
03k	25289	25296	11827832	12077831	-1	12052536	12052543
03k	22247	22397	11827832	12077831	-1	12055435	12055585
03k	21722	22278	11827832	12077831	-1	12055554	12056110
03k	21722	22247	11827832	12077831	-1	12055585	12056110
03k	22003	22132	11827832	12077831	-1	12055700	12055829
03k	21798	22132	11827832	12077831	-1	12055700	12056034
03k	21452	21875	11827832	12077831	-1	12055957	12056380
03k	21452	21482	11827832	12077831	-1	12056350	12056380
03k	21278	21482	11827832	12077831	-1	12056350	12056554
03k	11749	11763	11827832	12077831	-1	12066069	12066083
03k	10005	10115	11827832	12077831	-1	12067717	12067827
03k	10005	10042	11827832	12077831	-1	12067790	12067827
03k	8499	8789	11827832	12077831	-1	12069043	12069333
03k	7187	7189	11827832	12077831	-1	12070643	12070645
03k	1479	2273	11827832	12077831	-1	12075559	12076353
03k	2227	2273	11827832	12077831	-1	12075559	12075605
03k	1871	1885	11827832	12077831	-1	12075947	12075961
03k	905	1013	11827832	12077831	-1	12076819	12076927
03k	905	907	11827832	12077831	-1	12076925	12076927
03j	249326	249485	12077832	12327831	-1	12078347	12078506
03j	249326	249434	12077832	12327831	-1	12078398	12078506
03j	246366	246865	12077832	12327831	-1	12080967	12081466
03j	246204	246865	12077832	12327831	-1	12080967	12081628
03j	246204	246517	12077832	12327831	-1	12081315	12081628
03j	240933	243025	12077832	12327831	-1	12084807	12086899
03j	242608	243025	12077832	12327831	-1	12084807	12085224
03j	240933	241722	12077832	12327831	-1	12086110	12086899
03j	235870	235950	12077832	12327831	-1	12091882	12091962
03j	235409	235415	12077832	12327831	-1	12092417	12092423
03j	233624	233655	12077832	12327831	-1	12094177	12094208
03j	233653	233655	12077832	12327831	-1	12094177	12094179
03j	231018	231024	12077832	12327831	-1	12096808	12096814
03j	228769	228791	12077832	12327831	-1	12099041	12099063
03j	222469	222565	12077832	12327831	-1	12105267	12105363
03j	211856	212105	12077832	12327831	-1	12115727	12115976
03j	211856	212060	12077832	12327831	-1	12115772	12115976
03j	211991	212060	12077832	12327831	-1	12115772	12115841
03j	211856	211950	12077832	12327831	-1	12115882	12115976
03j	211146	211151	12077832	12327831	-1	12116681	12116686
03j	209981	209984	12077832	12327831	-1	12117848	12117851
03j	207558	207572	12077832	12327831	-1	12120260	12120274
03j	204924	204982	12077832	12327831	-1	12122850	12122908
03j	204114	204115	12077832	12327831	-1	12123717	12123718
03j	202013	202015	12077832	12327831	-1	12125817	12125819
03j	197247	197318	12077832	12327831	-1	12130514	12130585
03j	196784	197247	12077832	12327831	-1	12130585	12131048
03j	196548	196883	12077832	12327831	-1	12130949	12131284
03j	196548	196867	12077832	12327831	-1	12130965	12131284
03j	196379	196382	12077832	12327831	-1	12131450	12131453
03j	194608	194636	12077832	12327831	-1	12133196	12133224
03j	194608	194618	12077832	12327831	-1	12133214	12133224
03j	191564	191660	12077832	12327831	-1	12136172	12136268
03j	191564	191594	12077832	12327831	-1	12136238	12136268
03j	189345	189360	12077832	12327831	-1	12138472	12138487
03j	184575	184821	12077832	12327831	-1	12143011	12143257
03j	184575	184584	12077832	12327831	-1	12143248	12143257
03j	184190	184195	12077832	12327831	-1	12143637	12143642
03j	183583	183686	12077832	12327831	-1	12144146	12144249
03j	183583	183665	12077832	12327831	-1	12144167	12144249
03j	183583	183585	12077832	12327831	-1	12144247	12144249
03j	176988	177280	12077832	12327831	-1	12150552	12150844
03j	177234	177280	12077832	12327831	-1	12150552	12150598
03j	177139	177280	12077832	12327831	-1	12150552	12150693
03j	176988	177141	12077832	12327831	-1	12150691	12150844
03j	176893	176905	12077832	12327831	-1	12150927	12150939
03j	175691	175692	12077832	12327831	-1	12152140	12152141
