SubRegion	GC_Beg	GC_End	AR_Beg	AR_End	AR_Ori	ABeg	AEnd
08f	12734	12862	12000001	12250000	1	12012734	12012862
08f	13197	13325	12000001	12250000	1	12013197	12013325
08f	13296	13309	12000001	12250000	1	12013296	12013309
08f	13296	13309	12000001	12250000	1	12013296	12013309
08f	13603	13767	12000001	12250000	1	12013603	12013767
08f	13722	13767	12000001	12250000	1	12013722	12013767
08f	14001	14026	12000001	12250000	1	12014001	12014026
08f	14001	14092	12000001	12250000	1	12014001	12014092
08f	14765	14838	12000001	12250000	1	12014765	12014838
08f	14765	14831	12000001	12250000	1	12014765	12014831
08f	15045	15480	12000001	12250000	1	12015045	12015480
08f	15045	15213	12000001	12250000	1	12015045	12015213
08f	16202	16211	12000001	12250000	1	12016202	12016211
08f	16202	16211	12000001	12250000	1	12016202	12016211
08f	16606	16624	12000001	12250000	1	12016606	12016624
08f	18399	18420	12000001	12250000	1	12018399	12018420
08f	20129	20420	12000001	12250000	1	12020129	12020420
08f	20388	20393	12000001	12250000	1	12020388	12020393
08f	20388	20393	12000001	12250000	1	12020388	12020393
08f	20759	20795	12000001	12250000	1	12020759	12020795
08f	20759	20795	12000001	12250000	1	12020759	12020795
08f	21207	21216	12000001	12250000	1	12021207	12021216
08f	21465	21483	12000001	12250000	1	12021465	12021483
08f	21465	21595	12000001	12250000	1	12021465	12021595
08f	24143	24153	12000001	12250000	1	12024143	12024153
08f	25134	25200	12000001	12250000	1	12025134	12025200
08f	27668	27669	12000001	12250000	1	12027668	12027669
08f	27695	28482	12000001	12250000	1	12027695	12028482
08f	29480	29491	12000001	12250000	1	12029480	12029491
08f	30050	30574	12000001	12250000	1	12030050	12030574
08f	31015	31043	12000001	12250000	1	12031015	12031043
08f	31487	31571	12000001	12250000	1	12031487	12031571
08f	31556	31571	12000001	12250000	1	12031556	12031571
08f	31562	31571	12000001	12250000	1	12031562	12031571
08f	31877	31952	12000001	12250000	1	12031877	12031952
08f	33127	33129	12000001	12250000	1	12033127	12033129
08f	34143	34170	12000001	12250000	1	12034143	12034170
08f	34143	34962	12000001	12250000	1	12034143	12034962
08f	35521	35536	12000001	12250000	1	12035521	12035536
08f	35778	36477	12000001	12250000	1	12035778	12036477
08f	35778	35970	12000001	12250000	1	12035778	12035970
08f	35791	36782	12000001	12250000	1	12035791	12036782
08f	37044	37092	12000001	12250000	1	12037044	12037092
08f	37044	37092	12000001	12250000	1	12037044	12037092
08f	37670	37672	12000001	12250000	1	12037670	12037672
08f	38106	38125	12000001	12250000	1	12038106	12038125
08f	38106	38109	12000001	12250000	1	12038106	12038109
08f	38166	38359	12000001	12250000	1	12038166	12038359
08f	39130	40739	12000001	12250000	1	12039130	12040739
08f	39968	40191	12000001	12250000	1	12039968	12040191
08f	40191	40236	12000001	12250000	1	12040191	12040236
08f	40231	40558	12000001	12250000	1	12040231	12040558
08f	40231	40988	12000001	12250000	1	12040231	12040988
08f	40404	40676	12000001	12250000	1	12040404	12040676
08f	40404	40406	12000001	12250000	1	12040404	12040406
08f	40404	40988	12000001	12250000	1	12040404	12040988
08f	40976	41566	12000001	12250000	1	12040976	12041566
08f	41565	41566	12000001	12250000	1	12041565	12041566
08f	41566	42427	12000001	12250000	1	12041566	12042427
08f	41878	41956	12000001	12250000	1	12041878	12041956
08f	41878	42445	12000001	12250000	1	12041878	12042445
08f	42445	42457	12000001	12250000	1	12042445	12042457
08f	43457	43483	12000001	12250000	1	12043457	12043483
08f	43457	43745	12000001	12250000	1	12043457	12043745
08f	43457	43483	12000001	12250000	1	12043457	12043483
08f	43483	43528	12000001	12250000	1	12043483	12043528
08f	43690	43745	12000001	12250000	1	12043690	12043745
08f	44727	44730	12000001	12250000	1	12044727	12044730
08f	44727	44730	12000001	12250000	1	12044727	12044730
08f	44950	45153	12000001	12250000	1	12044950	12045153
08f	45188	45190	12000001	12250000	1	12045188	12045190
08f	45279	45284	12000001	12250000	1	12045279	12045284
08f	45728	46318	12000001	12250000	1	12045728	12046318
08f	45728	45752	12000001	12250000	1	12045728	12045752
08f	45752	46318	12000001	12250000	1	12045752	12046318
08f	46788	46790	12000001	12250000	1	12046788	12046790
08f	47403	47413	12000001	12250000	1	12047403	12047413
08f	48163	48233	12000001	12250000	1	12048163	12048233
08f	48171	48233	12000001	12250000	1	12048171	12048233
08f	48220	48233	12000001	12250000	1	12048220	12048233
08f	48844	50848	12000001	12250000	1	12048844	12050848
08f	50614	50701	12000001	12250000	1	12050614	12050701
08f	50934	50935	12000001	12250000	1	12050934	12050935
08f	50934	50935	12000001	12250000	1	12050934	12050935
08f	50950	51059	12000001	12250000	1	12050950	12051059
08f	50985	51059	12000001	12250000	1	12050985	12051059
08f	51610	51689	12000001	12250000	1	12051610	12051689
08f	51614	51620	12000001	12250000	1	12051614	12051620
08f	52247	52326	12000001	12250000	1	12052247	12052326
08f	53189	53192	12000001	12250000	1	12053189	12053192
08f	54971	55004	12000001	12250000	1	12054971	12055004
08f	57037	57062	12000001	12250000	1	12057037	12057062
08f	57057	57140	12000001	12250000	1	12057057	12057140
08f	57057	57095	12000001	12250000	1	12057057	12057095
08f	57057	57062	12000001	12250000	1	12057057	12057062
08f	57095	57140	12000001	12250000	1	12057095	12057140
08f	58776	58855	12000001	12250000	1	12058776	12058855
08f	60688	60756	12000001	12250000	1	12060688	12060756
08f	60734	60756	12000001	12250000	1	12060734	12060756
08f	61319	61419	12000001	12250000	1	12061319	12061419
08f	61393	62141	12000001	12250000	1	12061393	12062141
08f	61393	61504	12000001	12250000	1	12061393	12061504
08f	61871	61882	12000001	12250000	1	12061871	12061882
08f	61882	62501	12000001	12250000	1	12061882	12062501
08f	62083	62141	12000001	12250000	1	12062083	12062141
08f	62888	63477	12000001	12250000	1	12062888	12063477
08f	63088	63157	12000001	12250000	1	12063088	12063157
08f	63397	63477	12000001	12250000	1	12063397	12063477
08f	65287	65495	12000001	12250000	1	12065287	12065495
08f	65287	65495	12000001	12250000	1	12065287	12065495
08f	65287	65553	12000001	12250000	1	12065287	12065553
08f	66624	66634	12000001	12250000	1	12066624	12066634
08f	67083	67153	12000001	12250000	1	12067083	12067153
08f	67083	67153	12000001	12250000	1	12067083	12067153
08f	68317	68496	12000001	12250000	1	12068317	12068496
08f	68317	68335	12000001	12250000	1	12068317	12068335
08f	71277	71538	12000001	12250000	1	12071277	12071538
08f	72709	72710	12000001	12250000	1	12072709	12072710
08f	72709	72710	12000001	12250000	1	12072709	12072710
08f	79212	79220	12000001	12250000	1	12079212	12079220
08f	79213	79220	12000001	12250000	1	12079213	12079220
08f	79215	79220	12000001	12250000	1	12079215	12079220
08f	79371	79736	12000001	12250000	1	12079371	12079736
08f	79556	79625	12000001	12250000	1	12079556	12079625
08f	80283	80392	12000001	12250000	1	12080283	12080392
08f	80394	81029	12000001	12250000	1	12080394	12081029
08f	81029	81092	12000001	12250000	1	12081029	12081092
08f	81545	81679	12000001	12250000	1	12081545	12081679
08f	81872	81905	12000001	12250000	1	12081872	12081905
08f	82486	82519	12000001	12250000	1	12082486	12082519
08f	82498	82519	12000001	12250000	1	12082498	12082519
08f	82498	83636	12000001	12250000	1	12082498	12083636
08f	83564	83650	12000001	12250000	1	12083564	12083650
08f	83585	83669	12000001	12250000	1	12083585	12083669
08f	83585	83636	12000001	12250000	1	12083585	12083636
08f	83585	83777	12000001	12250000	1	12083585	12083777
08f	83761	83786	12000001	12250000	1	12083761	12083786
08f	83763	83795	12000001	12250000	1	12083763	12083795
08f	83852	83862	12000001	12250000	1	12083852	12083862
08f	84173	84229	12000001	12250000	1	12084173	12084229
08f	84173	84320	12000001	12250000	1	12084173	12084320
08f	84175	84320	12000001	12250000	1	12084175	12084320
08f	84225	84602	12000001	12250000	1	12084225	12084602
08f	84225	84602	12000001	12250000	1	12084225	12084602
08f	84270	84632	12000001	12250000	1	12084270	12084632
08f	84320	84961	12000001	12250000	1	12084320	12084961
08f	84500	84501	12000001	12250000	1	12084500	12084501
08f	84500	84961	12000001	12250000	1	12084500	12084961
08f	84602	84961	12000001	12250000	1	12084602	12084961
08f	84959	85060	12000001	12250000	1	12084959	12085060
08f	85987	86027	12000001	12250000	1	12085987	12086027
08f	87897	88164	12000001	12250000	1	12087897	12088164
08f	88140	88164	12000001	12250000	1	12088140	12088164
08f	88140	88164	12000001	12250000	1	12088140	12088164
08f	89460	90021	12000001	12250000	1	12089460	12090021
08f	90029	90050	12000001	12250000	1	12090029	12090050
08f	90029	90064	12000001	12250000	1	12090029	12090064
08f	90050	90064	12000001	12250000	1	12090050	12090064
08f	90236	93527	12000001	12250000	1	12090236	12093527
08f	92883	96801	12000001	12250000	1	12092883	12096801
08f	92883	97611	12000001	12250000	1	12092883	12097611
08f	96661	96698	12000001	12250000	1	12096661	12096698
08f	96679	99038	12000001	12250000	1	12096679	12099038
08f	97710	98463	12000001	12250000	1	12097710	12098463
08f	97797	98459	12000001	12250000	1	12097797	12098459
08f	97878	97970	12000001	12250000	1	12097878	12097970
08f	98139	98152	12000001	12250000	1	12098139	12098152
08f	98139	98152	12000001	12250000	1	12098139	12098152
08f	98313	98459	12000001	12250000	1	12098313	12098459
08f	98598	99550	12000001	12250000	1	12098598	12099550
08f	98598	99590	12000001	12250000	1	12098598	12099590
08f	98598	98696	12000001	12250000	1	12098598	12098696
08f	98598	99038	12000001	12250000	1	12098598	12099038
08f	98861	98864	12000001	12250000	1	12098861	12098864
08f	99038	99111	12000001	12250000	1	12099038	12099111
08f	99550	99590	12000001	12250000	1	12099550	12099590
08f	99959	101005	12000001	12250000	1	12099959	12101005
08f	101347	101360	12000001	12250000	1	12101347	12101360
08f	101347	101360	12000001	12250000	1	12101347	12101360
08f	102018	102116	12000001	12250000	1	12102018	12102116
08f	102018	102129	12000001	12250000	1	12102018	12102129
08f	104705	104746	12000001	12250000	1	12104705	12104746
08f	104705	107348	12000001	12250000	1	12104705	12107348
08f	105648	105684	12000001	12250000	1	12105648	12105684
08f	107039	107040	12000001	12250000	1	12107039	12107040
08f	107304	107322	12000001	12250000	1	12107304	12107322
08f	107322	107348	12000001	12250000	1	12107322	12107348
08f	110762	111128	12000001	12250000	1	12110762	12111128
08f	110762	111017	12000001	12250000	1	12110762	12111017
08f	110762	111257	12000001	12250000	1	12110762	12111257
08f	110777	110781	12000001	12250000	1	12110777	12110781
08f	110780	110781	12000001	12250000	1	12110780	12110781
08f	110781	111257	12000001	12250000	1	12110781	12111257
08f	110899	111257	12000001	12250000	1	12110899	12111257
08f	111207	111257	12000001	12250000	1	12111207	12111257
08f	111207	111218	12000001	12250000	1	12111207	12111218
08f	111316	111321	12000001	12250000	1	12111316	12111321
08f	111465	111467	12000001	12250000	1	12111465	12111467
08f	111563	111881	12000001	12250000	1	12111563	12111881
08f	111912	112120	12000001	12250000	1	12111912	12112120
08f	111945	112120	12000001	12250000	1	12111945	12112120
08f	113046	113099	12000001	12250000	1	12113046	12113099
08f	113046	113099	12000001	12250000	1	12113046	12113099
08f	114439	114916	12000001	12250000	1	12114439	12114916
08f	114665	114679	12000001	12250000	1	12114665	12114679
08f	114678	114679	12000001	12250000	1	12114678	12114679
08f	114845	114916	12000001	12250000	1	12114845	12114916
08f	114845	115432	12000001	12250000	1	12114845	12115432
08f	115201	115432	12000001	12250000	1	12115201	12115432
08f	115411	115432	12000001	12250000	1	12115411	12115432
08f	115619	115741	12000001	12250000	1	12115619	12115741
08f	115619	115699	12000001	12250000	1	12115619	12115699
08f	115619	115699	12000001	12250000	1	12115619	12115699
08f	116394	116551	12000001	12250000	1	12116394	12116551
08f	117057	117384	12000001	12250000	1	12117057	12117384
08f	117057	117089	12000001	12250000	1	12117057	12117089
08f	117089	117440	12000001	12250000	1	12117089	12117440
08f	117440	117447	12000001	12250000	1	12117440	12117447
08f	117440	117447	12000001	12250000	1	12117440	12117447
08f	118035	118065	12000001	12250000	1	12118035	12118065
08f	118035	118065	12000001	12250000	1	12118035	12118065
08f	119720	119941	12000001	12250000	1	12119720	12119941
08f	120445	120817	12000001	12250000	1	12120445	12120817
08f	120476	120817	12000001	12250000	1	12120476	12120817
08f	120476	120561	12000001	12250000	1	12120476	12120561
08f	120561	120817	12000001	12250000	1	12120561	12120817
08f	125484	125585	12000001	12250000	1	12125484	12125585
08f	126522	126898	12000001	12250000	1	12126522	12126898
08f	129321	129580	12000001	12250000	1	12129321	12129580
08f	130045	130073	12000001	12250000	1	12130045	12130073
08f	135263	136845	12000001	12250000	1	12135263	12136845
08f	135263	136379	12000001	12250000	1	12135263	12136379
08f	136379	136845	12000001	12250000	1	12136379	12136845
08f	145768	145816	12000001	12250000	1	12145768	12145816
08f	147217	148115	12000001	12250000	1	12147217	12148115
08f	147446	148115	12000001	12250000	1	12147446	12148115
08f	147541	147721	12000001	12250000	1	12147541	12147721
08f	148539	148741	12000001	12250000	1	12148539	12148741
08f	148539	148614	12000001	12250000	1	12148539	12148614
08f	151512	151543	12000001	12250000	1	12151512	12151543
08f	151512	151543	12000001	12250000	1	12151512	12151543
08f	155033	155071	12000001	12250000	1	12155033	12155071
08f	155055	155071	12000001	12250000	1	12155055	12155071
08f	155055	155097	12000001	12250000	1	12155055	12155097
08f	155065	155071	12000001	12250000	1	12155065	12155071
08f	155180	155219	12000001	12250000	1	12155180	12155219
08f	155959	155992	12000001	12250000	1	12155959	12155992
08f	155989	155992	12000001	12250000	1	12155989	12155992
08f	158009	158078	12000001	12250000	1	12158009	12158078
08f	158034	158078	12000001	12250000	1	12158034	12158078
08f	159097	159160	12000001	12250000	1	12159097	12159160
08f	159097	159160	12000001	12250000	1	12159097	12159160
08f	159670	159680	12000001	12250000	1	12159670	12159680
08f	160054	161195	12000001	12250000	1	12160054	12161195
08f	160054	160272	12000001	12250000	1	12160054	12160272
08f	160054	160056	12000001	12250000	1	12160054	12160056
08f	160054	160056	12000001	12250000	1	12160054	12160056
08f	160348	161191	12000001	12250000	1	12160348	12161191
08f	160348	160349	12000001	12250000	1	12160348	12160349
08f	160429	161166	12000001	12250000	1	12160429	12161166
08f	160620	160668	12000001	12250000	1	12160620	12160668
08f	160779	160957	12000001	12250000	1	12160779	12160957
08f	161164	161191	12000001	12250000	1	12161164	12161191
08f	161370	161410	12000001	12250000	1	12161370	12161410
08f	161497	161634	12000001	12250000	1	12161497	12161634
08f	162728	162775	12000001	12250000	1	12162728	12162775
08f	162754	162775	12000001	12250000	1	12162754	12162775
08f	164370	164378	12000001	12250000	1	12164370	12164378
08f	164742	164753	12000001	12250000	1	12164742	12164753
08f	165567	165613	12000001	12250000	1	12165567	12165613
08f	166067	166255	12000001	12250000	1	12166067	12166255
08f	166158	166161	12000001	12250000	1	12166158	12166161
08f	166252	166255	12000001	12250000	1	12166252	12166255
08f	166252	166280	12000001	12250000	1	12166252	12166280
08f	166254	166255	12000001	12250000	1	12166254	12166255
08f	166457	166465	12000001	12250000	1	12166457	12166465
08f	166702	166703	12000001	12250000	1	12166702	12166703
08f	166702	166703	12000001	12250000	1	12166702	12166703
08f	166948	166964	12000001	12250000	1	12166948	12166964
08f	166948	167242	12000001	12250000	1	12166948	12167242
08f	166948	167492	12000001	12250000	1	12166948	12167492
08f	167486	167492	12000001	12250000	1	12167486	12167492
08f	167486	167492	12000001	12250000	1	12167486	12167492
08f	168166	168383	12000001	12250000	1	12168166	12168383
08f	168308	168331	12000001	12250000	1	12168308	12168331
08f	168478	168498	12000001	12250000	1	12168478	12168498
08f	168478	168498	12000001	12250000	1	12168478	12168498
08f	168480	168513	12000001	12250000	1	12168480	12168513
08f	168480	168513	12000001	12250000	1	12168480	12168513
08f	168498	168513	12000001	12250000	1	12168498	12168513
08f	168498	168513	12000001	12250000	1	12168498	12168513
08f	169221	169223	12000001	12250000	1	12169221	12169223
08f	169221	169223	12000001	12250000	1	12169221	12169223
08f	170047	170770	12000001	12250000	1	12170047	12170770
08f	170047	170048	12000001	12250000	1	12170047	12170048
08f	170770	170809	12000001	12250000	1	12170770	12170809
08f	171024	171036	12000001	12250000	1	12171024	12171036
08f	171024	171036	12000001	12250000	1	12171024	12171036
08f	171105	171117	12000001	12250000	1	12171105	12171117
08f	171610	171795	12000001	12250000	1	12171610	12171795
08f	171610	171797	12000001	12250000	1	12171610	12171797
08f	171610	171768	12000001	12250000	1	12171610	12171768
08f	171768	171797	12000001	12250000	1	12171768	12171797
08f	172040	172060	12000001	12250000	1	12172040	12172060
08f	172791	173180	12000001	12250000	1	12172791	12173180
08f	173493	173731	12000001	12250000	1	12173493	12173731
08f	173567	173731	12000001	12250000	1	12173567	12173731
08f	173639	173994	12000001	12250000	1	12173639	12173994
08f	173901	173903	12000001	12250000	1	12173901	12173903
08f	173981	174357	12000001	12250000	1	12173981	12174357
08f	174289	174309	12000001	12250000	1	12174289	12174309
08f	174380	174393	12000001	12250000	1	12174380	12174393
08f	174403	174404	12000001	12250000	1	12174403	12174404
08f	175011	175043	12000001	12250000	1	12175011	12175043
08f	175039	175043	12000001	12250000	1	12175039	12175043
08f	176322	176338	12000001	12250000	1	12176322	12176338
08f	176322	176339	12000001	12250000	1	12176322	12176339
08f	176338	176339	12000001	12250000	1	12176338	12176339
08f	176338	176339	12000001	12250000	1	12176338	12176339
08f	176882	176906	12000001	12250000	1	12176882	12176906
08f	176899	176906	12000001	12250000	1	12176899	12176906
08f	177213	177215	12000001	12250000	1	12177213	12177215
08f	177617	177861	12000001	12250000	1	12177617	12177861
08f	177685	177833	12000001	12250000	1	12177685	12177833
08f	177766	177819	12000001	12250000	1	12177766	12177819
08f	177819	177861	12000001	12250000	1	12177819	12177861
08f	177819	177833	12000001	12250000	1	12177819	12177833
08f	178348	178373	12000001	12250000	1	12178348	12178373
08f	178348	178373	12000001	12250000	1	12178348	12178373
08f	178348	178361	12000001	12250000	1	12178348	12178361
08f	178348	178361	12000001	12250000	1	12178348	12178361
08f	178401	179122	12000001	12250000	1	12178401	12179122
08f	179068	179119	12000001	12250000	1	12179068	12179119
08f	179119	179122	12000001	12250000	1	12179119	12179122
08f	179616	179659	12000001	12250000	1	12179616	12179659
08f	179725	179890	12000001	12250000	1	12179725	12179890
08f	179792	179835	12000001	12250000	1	12179792	12179835
08f	179854	180450	12000001	12250000	1	12179854	12180450
08f	180366	180775	12000001	12250000	1	12180366	12180775
08f	180366	180507	12000001	12250000	1	12180366	12180507
08f	180450	180507	12000001	12250000	1	12180450	12180507
08f	180703	180991	12000001	12250000	1	12180703	12180991
08f	180941	182472	12000001	12250000	1	12180941	12182472
08f	180963	185957	12000001	12250000	1	12180963	12185957
08f	182462	182752	12000001	12250000	1	12182462	12182752
08f	182462	182472	12000001	12250000	1	12182462	12182472
08f	184840	184917	12000001	12250000	1	12184840	12184917
08f	184840	185624	12000001	12250000	1	12184840	12185624
08f	185624	185662	12000001	12250000	1	12185624	12185662
08f	185624	185662	12000001	12250000	1	12185624	12185662
08f	185872	185957	12000001	12250000	1	12185872	12185957
08f	185872	185894	12000001	12250000	1	12185872	12185894
08f	185872	186850	12000001	12250000	1	12185872	12186850
08f	185872	186644	12000001	12250000	1	12185872	12186644
08f	187123	187878	12000001	12250000	1	12187123	12187878
08f	187123	187619	12000001	12250000	1	12187123	12187619
08f	187123	187351	12000001	12250000	1	12187123	12187351
08f	187123	187351	12000001	12250000	1	12187123	12187351
08f	187123	187832	12000001	12250000	1	12187123	12187832
08f	187123	187594	12000001	12250000	1	12187123	12187594
08f	187123	187594	12000001	12250000	1	12187123	12187594
08f	187582	187878	12000001	12250000	1	12187582	12187878
08f	187582	187594	12000001	12250000	1	12187582	12187594
08f	187582	187594	12000001	12250000	1	12187582	12187594
08f	187594	187619	12000001	12250000	1	12187594	12187619
08f	190498	196024	12000001	12250000	1	12190498	12196024
08f	190498	190699	12000001	12250000	1	12190498	12190699
08f	190498	190768	12000001	12250000	1	12190498	12190768
08f	190498	190564	12000001	12250000	1	12190498	12190564
08f	190838	191063	12000001	12250000	1	12190838	12191063
08f	192832	193248	12000001	12250000	1	12192832	12193248
08f	192832	193314	12000001	12250000	1	12192832	12193314
08f	192970	194851	12000001	12250000	1	12192970	12194851
08f	192970	193248	12000001	12250000	1	12192970	12193248
08f	193248	193274	12000001	12250000	1	12193248	12193274
08f	193274	194851	12000001	12250000	1	12193274	12194851
08f	193955	194791	12000001	12250000	1	12193955	12194791
08f	193955	194728	12000001	12250000	1	12193955	12194728
08f	193955	194038	12000001	12250000	1	12193955	12194038
08f	193955	194038	12000001	12250000	1	12193955	12194038
08f	193955	194851	12000001	12250000	1	12193955	12194851
08f	193984	194851	12000001	12250000	1	12193984	12194851
08f	194446	194473	12000001	12250000	1	12194446	12194473
08f	194446	194473	12000001	12250000	1	12194446	12194473
08f	194457	196024	12000001	12250000	1	12194457	12196024
08f	194684	194728	12000001	12250000	1	12194684	12194728
08f	194684	194728	12000001	12250000	1	12194684	12194728
08f	194788	194791	12000001	12250000	1	12194788	12194791
08f	194851	194858	12000001	12250000	1	12194851	12194858
08f	194851	194858	12000001	12250000	1	12194851	12194858
08f	194858	195266	12000001	12250000	1	12194858	12195266
08f	194858	195266	12000001	12250000	1	12194858	12195266
08f	195032	195062	12000001	12250000	1	12195032	12195062
08f	195032	195062	12000001	12250000	1	12195032	12195062
08f	195032	195894	12000001	12250000	1	12195032	12195894
08f	195032	195894	12000001	12250000	1	12195032	12195894
08f	195130	195266	12000001	12250000	1	12195130	12195266
08f	195130	195266	12000001	12250000	1	12195130	12195266
08f	195130	195595	12000001	12250000	1	12195130	12195595
08f	195130	195595	12000001	12250000	1	12195130	12195595
08f	195451	195925	12000001	12250000	1	12195451	12195925
08f	195451	195925	12000001	12250000	1	12195451	12195925
08f	195500	195925	12000001	12250000	1	12195500	12195925
08f	195500	195925	12000001	12250000	1	12195500	12195925
08f	195695	195894	12000001	12250000	1	12195695	12195894
08f	195695	195894	12000001	12250000	1	12195695	12195894
08f	196725	197088	12000001	12250000	1	12196725	12197088
08f	197088	198372	12000001	12250000	1	12197088	12198372
08f	198564	198570	12000001	12250000	1	12198564	12198570
08f	198570	199063	12000001	12250000	1	12198570	12199063
08f	200701	200879	12000001	12250000	1	12200701	12200879
08f	205970	206489	12000001	12250000	1	12205970	12206489
08f	205970	206105	12000001	12250000	1	12205970	12206105
08f	205970	206429	12000001	12250000	1	12205970	12206429
08f	206429	206489	12000001	12250000	1	12206429	12206489
08f	207013	207252	12000001	12250000	1	12207013	12207252
08f	207216	207239	12000001	12250000	1	12207216	12207239
08f	207239	209879	12000001	12250000	1	12207239	12209879
08f	207239	207429	12000001	12250000	1	12207239	12207429
08f	207239	214229	12000001	12250000	1	12207239	12214229
08f	207431	207439	12000001	12250000	1	12207431	12207439
08f	207431	207439	12000001	12250000	1	12207431	12207439
08f	208387	208665	12000001	12250000	1	12208387	12208665
08f	208387	208851	12000001	12250000	1	12208387	12208851
08f	208387	208835	12000001	12250000	1	12208387	12208835
08f	208387	208665	12000001	12250000	1	12208387	12208665
08f	208546	208613	12000001	12250000	1	12208546	12208613
08f	209359	210286	12000001	12250000	1	12209359	12210286
08f	209712	209735	12000001	12250000	1	12209712	12209735
08f	209810	210286	12000001	12250000	1	12209810	12210286
08f	210014	210034	12000001	12250000	1	12210014	12210034
08f	210014	211683	12000001	12250000	1	12210014	12211683
08f	210014	212653	12000001	12250000	1	12210014	12212653
08f	210014	210036	12000001	12250000	1	12210014	12210036
08f	210161	210286	12000001	12250000	1	12210161	12210286
08f	210161	210166	12000001	12250000	1	12210161	12210166
08f	211648	211683	12000001	12250000	1	12211648	12211683
08f	212119	212709	12000001	12250000	1	12212119	12212709
08f	213541	213672	12000001	12250000	1	12213541	12213672
08f	213564	215315	12000001	12250000	1	12213564	12215315
08f	213874	214229	12000001	12250000	1	12213874	12214229
08f	213959	214229	12000001	12250000	1	12213959	12214229
08f	214528	215083	12000001	12250000	1	12214528	12215083
08f	214528	215315	12000001	12250000	1	12214528	12215315
08f	214654	214661	12000001	12250000	1	12214654	12214661
08f	214765	214825	12000001	12250000	1	12214765	12214825
08f	215265	215315	12000001	12250000	1	12215265	12215315
08f	215265	215866	12000001	12250000	1	12215265	12215866
08f	215315	215866	12000001	12250000	1	12215315	12215866
08f	216909	217922	12000001	12250000	1	12216909	12217922
08f	217884	217893	12000001	12250000	1	12217884	12217893
08f	217884	217893	12000001	12250000	1	12217884	12217893
08f	217893	217922	12000001	12250000	1	12217893	12217922
08f	217922	218062	12000001	12250000	1	12217922	12218062
08f	217966	218877	12000001	12250000	1	12217966	12218877
08f	218018	218078	12000001	12250000	1	12218018	12218078
08f	218088	218124	12000001	12250000	1	12218088	12218124
08f	218114	218124	12000001	12250000	1	12218114	12218124
08f	218670	218922	12000001	12250000	1	12218670	12218922
08f	218877	218922	12000001	12250000	1	12218877	12218922
08f	219372	219810	12000001	12250000	1	12219372	12219810
08f	226322	226622	12000001	12250000	1	12226322	12226622
08f	226588	226622	12000001	12250000	1	12226588	12226622
08f	227493	227650	12000001	12250000	1	12227493	12227650
08f	229135	230118	12000001	12250000	1	12229135	12230118
08f	229135	229333	12000001	12250000	1	12229135	12229333
08f	229175	229494	12000001	12250000	1	12229175	12229494
08f	229175	229312	12000001	12250000	1	12229175	12229312
08f	231975	232693	12000001	12250000	1	12231975	12232693
08f	231975	232246	12000001	12250000	1	12231975	12232246
08f	232240	232246	12000001	12250000	1	12232240	12232246
08f	232703	232711	12000001	12250000	1	12232703	12232711
08f	232703	232773	12000001	12250000	1	12232703	12232773
08f	232762	232808	12000001	12250000	1	12232762	12232808
08f	233225	233895	12000001	12250000	1	12233225	12233895
08f	233747	233881	12000001	12250000	1	12233747	12233881
08f	233747	233960	12000001	12250000	1	12233747	12233960
08f	233748	233777	12000001	12250000	1	12233748	12233777
08f	233895	234336	12000001	12250000	1	12233895	12234336
08f	233895	233960	12000001	12250000	1	12233895	12233960
08f	234798	234836	12000001	12250000	1	12234798	12234836
08f	236206	236207	12000001	12250000	1	12236206	12236207
08f	236311	236428	12000001	12250000	1	12236311	12236428
08f	236525	237188	12000001	12250000	1	12236525	12237188
08f	236657	236949	12000001	12250000	1	12236657	12236949
08f	237271	237672	12000001	12250000	1	12237271	12237672
08f	237402	237672	12000001	12250000	1	12237402	12237672
08f	238131	238206	12000001	12250000	1	12238131	12238206
08f	238131	238160	12000001	12250000	1	12238131	12238160
08f	238156	238530	12000001	12250000	1	12238156	12238530
08f	238322	238645	12000001	12250000	1	12238322	12238645
08f	238322	238530	12000001	12250000	1	12238322	12238530
08f	238528	238530	12000001	12250000	1	12238528	12238530
08f	238570	238585	12000001	12250000	1	12238570	12238585
08f	240250	240251	12000001	12250000	1	12240250	12240251
08f	240360	240381	12000001	12250000	1	12240360	12240381
08f	240529	240615	12000001	12250000	1	12240529	12240615
08f	240529	240600	12000001	12250000	1	12240529	12240600
08f	242022	242033	12000001	12250000	1	12242022	12242033
08f	242541	242654	12000001	12250000	1	12242541	12242654
08f	242541	242563	12000001	12250000	1	12242541	12242563
08f	242837	243118	12000001	12250000	1	12242837	12243118
08f	243334	243366	12000001	12250000	1	12243334	12243366
08f	244039	244140	12000001	12250000	1	12244039	12244140
08f	245157	245169	12000001	12250000	1	12245157	12245169
08f	245157	245169	12000001	12250000	1	12245157	12245169
08f	245440	245447	12000001	12250000	1	12245440	12245447
08f	245641	245647	12000001	12250000	1	12245641	12245647
08f	245641	245647	12000001	12250000	1	12245641	12245647
08f	245685	245687	12000001	12250000	1	12245685	12245687
08f	245685	245844	12000001	12250000	1	12245685	12245844
08f	245685	245698	12000001	12250000	1	12245685	12245698
08f	245685	245687	12000001	12250000	1	12245685	12245687
08f	245824	245844	12000001	12250000	1	12245824	12245844
08f	245913	245919	12000001	12250000	1	12245913	12245919
08f	246597	246656	12000001	12250000	1	12246597	12246656
