SubRegion	GC_Beg	GC_End	TL_Beg	TL_End	TL_Ori	ABeg	AEnd
09a	262215	262301	11525673	11835347	-1	11573047	11573133
09a	260516	261432	11525673	11835347	-1	11573916	11574832
09a	259647	259648	11525673	11835347	-1	11575700	11575701
09a	258360	258490	11525673	11835347	-1	11576858	11576988
09a	256316	256366	11525673	11835347	-1	11578982	11579032
09a	255695	256064	11525673	11835347	-1	11579284	11579653
09a	255129	255134	11525673	11835347	-1	11580214	11580219
09a	252633	253287	11525673	11835347	-1	11582061	11582715
09a	250549	250612	11525673	11835347	-1	11584736	11584799
09a	250505	250530	11525673	11835347	-1	11584818	11584843
09a	249803	250530	11525673	11835347	-1	11584818	11585545
09a	249803	249879	11525673	11835347	-1	11585469	11585545
09a	249326	249694	11525673	11835347	-1	11585654	11586022
09a	247651	247684	11525673	11835347	-1	11587664	11587697
09a	247651	247661	11525673	11835347	-1	11587687	11587697
09a	247538	247569	11525673	11835347	-1	11587779	11587810
09a	247418	247419	11525673	11835347	-1	11587929	11587930
09a	246199	247419	11525673	11835347	-1	11587929	11589149
09a	246278	246279	11525673	11835347	-1	11589069	11589070
09a	245366	245368	11525673	11835347	-1	11589980	11589982
09a	244815	245194	11525673	11835347	-1	11590154	11590533
09a	243168	243181	11525673	11835347	-1	11592167	11592180
09a	242075	242308	11525673	11835347	-1	11593040	11593273
09a	240911	240939	11525673	11835347	-1	11594409	11594437
09a	240513	240527	11525673	11835347	-1	11594821	11594835
09a	240514	240527	11525673	11835347	-1	11594821	11594834
09a	238805	238809	11525673	11835347	-1	11596539	11596543
09a	238748	238809	11525673	11835347	-1	11596539	11596600
09a	238551	238579	11525673	11835347	-1	11596769	11596797
09a	238554	238557	11525673	11835347	-1	11596791	11596794
09a	238397	238400	11525673	11835347	-1	11596948	11596951
09a	237645	237905	11525673	11835347	-1	11597443	11597703
09a	237864	237905	11525673	11835347	-1	11597443	11597484
09a	236118	236150	11525673	11835347	-1	11599198	11599230
09a	233407	233688	11525673	11835347	-1	11601660	11601941
09a	233620	233622	11525673	11835347	-1	11601726	11601728
09a	232112	232123	11525673	11835347	-1	11603225	11603236
09a	229693	229705	11525673	11835347	-1	11605643	11605655
09a	226724	226729	11525673	11835347	-1	11608619	11608624
09a	226696	226700	11525673	11835347	-1	11608648	11608652
09a	225315	225345	11525673	11835347	-1	11610003	11610033
09a	223260	223433	11525673	11835347	-1	11611915	11612088
09a	223428	223433	11525673	11835347	-1	11611915	11611920
09a	220672	220708	11525673	11835347	-1	11614640	11614676
09a	218919	219148	11525673	11835347	-1	11616200	11616429
09a	216667	216668	11525673	11835347	-1	11618680	11618681
09a	216448	216453	11525673	11835347	-1	11618895	11618900
09a	216182	216188	11525673	11835347	-1	11619160	11619166
09a	215556	215572	11525673	11835347	-1	11619776	11619792
09a	215167	215175	11525673	11835347	-1	11620173	11620181
09a	214608	214693	11525673	11835347	-1	11620655	11620740
09a	212436	212437	11525673	11835347	-1	11622911	11622912
09a	211957	211986	11525673	11835347	-1	11623362	11623391
09a	211649	211652	11525673	11835347	-1	11623696	11623699
09a	211229	211241	11525673	11835347	-1	11624107	11624119
09a	211011	211083	11525673	11835347	-1	11624265	11624337
09a	211072	211083	11525673	11835347	-1	11624265	11624276
09a	211011	211036	11525673	11835347	-1	11624312	11624337
09a	210396	210687	11525673	11835347	-1	11624661	11624952
09a	208711	208795	11525673	11835347	-1	11626553	11626637
09a	208706	208727	11525673	11835347	-1	11626621	11626642
09a	204117	204119	11525673	11835347	-1	11631229	11631231
09a	203501	203600	11525673	11835347	-1	11631748	11631847
09a	201415	201517	11525673	11835347	-1	11633831	11633933
09a	201316	201320	11525673	11835347	-1	11634028	11634032
09a	200756	200758	11525673	11835347	-1	11634590	11634592
09a	200688	200694	11525673	11835347	-1	11634654	11634660
09a	197412	197421	11525673	11835347	-1	11637927	11637936
09a	196424	196544	11525673	11835347	-1	11638804	11638924
09a	196424	196428	11525673	11835347	-1	11638920	11638924
09a	194838	194855	11525673	11835347	-1	11640493	11640510
09a	194276	194339	11525673	11835347	-1	11641009	11641072
09a	188883	188938	11525673	11835347	-1	11646410	11646465
09a	188886	188938	11525673	11835347	-1	11646410	11646462
09a	187414	187459	11525673	11835347	-1	11647889	11647934
09a	187113	187148	11525673	11835347	-1	11648200	11648235
09a	187099	187124	11525673	11835347	-1	11648224	11648249
09a	186505	186575	11525673	11835347	-1	11648773	11648843
09a	186215	186575	11525673	11835347	-1	11648773	11649133
09a	186433	186575	11525673	11835347	-1	11648773	11648915
09a	186433	186529	11525673	11835347	-1	11648819	11648915
09a	185948	186215	11525673	11835347	-1	11649133	11649400
09a	186195	186215	11525673	11835347	-1	11649133	11649153
09a	185948	186021	11525673	11835347	-1	11649327	11649400
09a	185948	186014	11525673	11835347	-1	11649334	11649400
09a	185373	185410	11525673	11835347	-1	11649938	11649975
09a	184479	185410	11525673	11835347	-1	11649938	11650869
09a	184855	185410	11525673	11835347	-1	11649938	11650493
09a	184855	185054	11525673	11835347	-1	11650294	11650493
09a	184855	184880	11525673	11835347	-1	11650468	11650493
09a	184138	184681	11525673	11835347	-1	11650667	11651210
09a	184479	184681	11525673	11835347	-1	11650667	11650869
09a	184377	184563	11525673	11835347	-1	11650785	11650971
09a	184138	184150	11525673	11835347	-1	11651198	11651210
09a	183603	183619	11525673	11835347	-1	11651729	11651745
09a	179484	180121	11525673	11835347	-1	11655227	11655864
09a	180000	180121	11525673	11835347	-1	11655227	11655348
09a	179484	179591	11525673	11835347	-1	11655757	11655864
09a	177595	177656	11525673	11835347	-1	11657692	11657753
09a	177366	177656	11525673	11835347	-1	11657692	11657982
09a	177595	177629	11525673	11835347	-1	11657719	11657753
09a	177366	177469	11525673	11835347	-1	11657879	11657982
09a	176221	176503	11525673	11835347	-1	11658845	11659127
09a	176079	176503	11525673	11835347	-1	11658845	11659269
09a	176079	176221	11525673	11835347	-1	11659127	11659269
09a	173586	175220	11525673	11835347	-1	11660128	11661762
09a	174860	175220	11525673	11835347	-1	11660128	11660488
09a	174959	175139	11525673	11835347	-1	11660209	11660389
09a	173423	174477	11525673	11835347	-1	11660871	11661925
09a	173586	173675	11525673	11835347	-1	11661673	11661762
09a	173367	173640	11525673	11835347	-1	11661708	11661981
09a	173367	173482	11525673	11835347	-1	11661866	11661981
09a	172427	172817	11525673	11835347	-1	11662531	11662921
09a	172655	172775	11525673	11835347	-1	11662573	11662693
09a	172019	172775	11525673	11835347	-1	11662573	11663329
09a	172667	172733	11525673	11835347	-1	11662615	11662681
09a	168501	172130	11525673	11835347	-1	11663218	11666847
09a	171576	172130	11525673	11835347	-1	11663218	11663772
09a	172019	172130	11525673	11835347	-1	11663218	11663329
09a	170188	170323	11525673	11835347	-1	11665025	11665160
09a	170226	170233	11525673	11835347	-1	11665115	11665122
09a	168434	170165	11525673	11835347	-1	11665183	11666914
09a	169358	169436	11525673	11835347	-1	11665912	11665990
09a	168434	168905	11525673	11835347	-1	11666443	11666914
09a	166535	166552	11525673	11835347	-1	11668796	11668813
09a	163951	163958	11525673	11835347	-1	11671390	11671397
09a	160518	161382	11525673	11835347	-1	11673966	11674830
09a	161030	161376	11525673	11835347	-1	11673972	11674318
09a	161196	161208	11525673	11835347	-1	11674140	11674152
09a	160518	160769	11525673	11835347	-1	11674579	11674830
09a	160518	160753	11525673	11835347	-1	11674595	11674830
09a	160569	160643	11525673	11835347	-1	11674705	11674779
09a	158975	158987	11525673	11835347	-1	11676361	11676373
09a	155426	155438	11525673	11835347	-1	11679910	11679922
09a	152595	152597	11525673	11835347	-1	11682751	11682753
09a	149755	149761	11525673	11835347	-1	11685587	11685593
09a	147289	147319	11525673	11835347	-1	11688029	11688059
09a	147289	147295	11525673	11835347	-1	11688053	11688059
09a	143167	143179	11525673	11835347	-1	11692169	11692181
09a	142846	142853	11525673	11835347	-1	11692495	11692502
09a	140250	140275	11525673	11835347	-1	11695073	11695098
09a	138460	138461	11525673	11835347	-1	11696887	11696888
09a	131454	131596	11525673	11835347	-1	11703752	11703894
09a	130985	131001	11525673	11835347	-1	11704347	11704363
09a	128059	128334	11525673	11835347	-1	11707014	11707289
09a	126504	126543	11525673	11835347	-1	11708805	11708844
09a	121120	121182	11525673	11835347	-1	11714166	11714228
09a	119587	119649	11525673	11835347	-1	11715699	11715761
09a	119491	119587	11525673	11835347	-1	11715761	11715857
09a	119491	119509	11525673	11835347	-1	11715839	11715857
09a	117122	117363	11525673	11835347	-1	11717985	11718226
09a	117163	117191	11525673	11835347	-1	11718157	11718185
09a	114588	117163	11525673	11835347	-1	11718185	11720760
09a	116737	116753	11525673	11835347	-1	11718595	11718611
09a	112054	114075	11525673	11835347	-1	11721273	11723294
09a	113316	114075	11525673	11835347	-1	11721273	11722032
09a	113821	114075	11525673	11835347	-1	11721273	11721527
09a	112800	112837	11525673	11835347	-1	11722511	11722548
09a	111917	112800	11525673	11835347	-1	11722548	11723431
09a	112054	112070	11525673	11835347	-1	11723278	11723294
09a	111390	111468	11525673	11835347	-1	11723880	11723958
09a	110418	110431	11525673	11835347	-1	11724917	11724930
09a	109556	110212	11525673	11835347	-1	11725136	11725792
09a	109662	109787	11525673	11835347	-1	11725561	11725686
09a	107662	107696	11525673	11835347	-1	11727652	11727686
09a	107354	107465	11525673	11835347	-1	11727883	11727994
09a	106620	107014	11525673	11835347	-1	11728334	11728728
09a	106146	106165	11525673	11835347	-1	11729183	11729202
09a	105452	105457	11525673	11835347	-1	11729891	11729896
09a	104664	104666	11525673	11835347	-1	11730682	11730684
09a	104369	104382	11525673	11835347	-1	11730966	11730979
09a	102035	102146	11525673	11835347	-1	11733202	11733313
09a	102035	102073	11525673	11835347	-1	11733275	11733313
09a	101652	101920	11525673	11835347	-1	11733428	11733696
09a	101701	101705	11525673	11835347	-1	11733643	11733647
09a	98343	98534	11525673	11835347	-1	11736814	11737005
09a	96079	96691	11525673	11835347	-1	11738657	11739269
09a	95794	96652	11525673	11835347	-1	11738696	11739554
09a	95794	95802	11525673	11835347	-1	11739546	11739554
09a	95632	95655	11525673	11835347	-1	11739693	11739716
09a	94812	95655	11525673	11835347	-1	11739693	11740536
09a	93419	95655	11525673	11835347	-1	11739693	11741929
09a	94181	94194	11525673	11835347	-1	11741154	11741167
09a	93829	93855	11525673	11835347	-1	11741493	11741519
09a	93419	93850	11525673	11835347	-1	11741498	11741929
09a	92356	92445	11525673	11835347	-1	11742903	11742992
09a	92222	92294	11525673	11835347	-1	11743054	11743126
09a	87980	88042	11525673	11835347	-1	11747306	11747368
09a	87945	87948	11525673	11835347	-1	11747400	11747403
09a	85388	85414	11525673	11835347	-1	11749934	11749960
09a	85161	85193	11525673	11835347	-1	11750155	11750187
09a	83200	83748	11525673	11835347	-1	11751600	11752148
09a	83200	83232	11525673	11835347	-1	11752116	11752148
09a	82829	83008	11525673	11835347	-1	11752340	11752519
09a	82244	82616	11525673	11835347	-1	11752732	11753104
09a	81465	81609	11525673	11835347	-1	11753739	11753883
09a	80955	81465	11525673	11835347	-1	11753883	11754393
09a	80580	80642	11525673	11835347	-1	11754706	11754768
09a	80157	80160	11525673	11835347	-1	11755188	11755191
09a	77322	78640	11525673	11835347	-1	11756708	11758026
09a	76536	78640	11525673	11835347	-1	11756708	11758812
09a	77496	78638	11525673	11835347	-1	11756710	11757852
09a	77571	77583	11525673	11835347	-1	11757765	11757777
09a	77515	77531	11525673	11835347	-1	11757817	11757833
09a	77322	77496	11525673	11835347	-1	11757852	11758026
09a	77448	77450	11525673	11835347	-1	11757898	11757900
09a	76536	76721	11525673	11835347	-1	11758627	11758812
09a	76536	76639	11525673	11835347	-1	11758709	11758812
09a	68013	75897	11525673	11835347	-1	11759451	11767335
09a	74849	75204	11525673	11835347	-1	11760144	11760499
09a	74851	75086	11525673	11835347	-1	11760262	11760497
09a	74076	74106	11525673	11835347	-1	11761242	11761272
09a	68661	69592	11525673	11835347	-1	11765756	11766687
09a	68243	69592	11525673	11835347	-1	11765756	11767105
09a	65138	65158	11525673	11835347	-1	11770190	11770210
09a	62628	62647	11525673	11835347	-1	11772701	11772720
09a	57859	57886	11525673	11835347	-1	11777462	11777489
09a	57796	57886	11525673	11835347	-1	11777462	11777552
09a	57859	57863	11525673	11835347	-1	11777485	11777489
09a	55465	55794	11525673	11835347	-1	11779554	11779883
09a	55465	55551	11525673	11835347	-1	11779797	11779883
09a	54900	55017	11525673	11835347	-1	11780331	11780448
09a	54725	55017	11525673	11835347	-1	11780331	11780623
09a	51327	51620	11525673	11835347	-1	11783728	11784021
09a	51343	51357	11525673	11835347	-1	11783991	11784005
09a	51316	51324	11525673	11835347	-1	11784024	11784032
09a	50868	50943	11525673	11835347	-1	11784405	11784480
09a	49602	49967	11525673	11835347	-1	11785381	11785746
09a	49858	49922	11525673	11835347	-1	11785426	11785490
09a	48730	49670	11525673	11835347	-1	11785678	11786618
09a	48869	48884	11525673	11835347	-1	11786464	11786479
09a	48246	48283	11525673	11835347	-1	11787065	11787102
09a	48155	48283	11525673	11835347	-1	11787065	11787193
09a	48118	48142	11525673	11835347	-1	11787206	11787230
09a	43294	43296	11525673	11835347	-1	11792052	11792054
09a	41976	43296	11525673	11835347	-1	11792052	11793372
09a	41334	41349	11525673	11835347	-1	11793999	11794014
09a	40598	40639	11525673	11835347	-1	11794709	11794750
09a	40153	40194	11525673	11835347	-1	11795154	11795195
09a	38403	38850	11525673	11835347	-1	11796498	11796945
09a	37725	37848	11525673	11835347	-1	11797500	11797623
09a	37725	37764	11525673	11835347	-1	11797584	11797623
09a	33430	33446	11525673	11835347	-1	11801902	11801918
09a	32874	33430	11525673	11835347	-1	11801918	11802474
09a	32874	33166	11525673	11835347	-1	11802182	11802474
09a	32874	32941	11525673	11835347	-1	11802407	11802474
09a	30693	32137	11525673	11835347	-1	11803211	11804655
09a	27241	27340	11525673	11835347	-1	11808008	11808107
09a	27321	27338	11525673	11835347	-1	11808010	11808027
09a	27321	27328	11525673	11835347	-1	11808020	11808027
09a	26371	26373	11525673	11835347	-1	11808975	11808977
09a	24994	25239	11525673	11835347	-1	11810109	11810354
09a	22647	22704	11525673	11835347	-1	11812644	11812701
09a	21193	21332	11525673	11835347	-1	11814016	11814155
09a	21193	21208	11525673	11835347	-1	11814140	11814155
09a	17548	17597	11525673	11835347	-1	11817751	11817800
09a	17537	17548	11525673	11835347	-1	11817800	11817811
09a	16565	16792	11525673	11835347	-1	11818556	11818783
09a	16565	16629	11525673	11835347	-1	11818719	11818783
09a	15350	15354	11525673	11835347	-1	11819994	11819998
09a	13089	13303	11525673	11835347	-1	11822045	11822259
09a	7765	7855	11525673	11835347	-1	11827493	11827583
09a	6374	6418	11525673	11835347	-1	11828930	11828974
09a	5494	5552	11525673	11835347	-1	11829796	11829854
09a	5380	5552	11525673	11835347	-1	11829796	11829968
09a	3632	4539	11525673	11835347	-1	11830809	11831716
08l	439935	439941	11835348	12275672	-1	11835732	11835738
08l	434886	434929	11835348	12275672	-1	11840744	11840787
08l	433867	433894	11835348	12275672	-1	11841779	11841806
08l	433331	433833	11835348	12275672	-1	11841840	11842342
08l	433306	433487	11835348	12275672	-1	11842186	11842367
08l	432072	432138	11835348	12275672	-1	11843535	11843601
08l	432036	432056	11835348	12275672	-1	11843617	11843637
08l	428593	428652	11835348	12275672	-1	11847021	11847080
08l	428593	428644	11835348	12275672	-1	11847029	11847080
08l	427510	427830	11835348	12275672	-1	11847843	11848163
08l	427510	427621	11835348	12275672	-1	11848052	11848163
08l	424129	424321	11835348	12275672	-1	11851352	11851544
08l	424129	424180	11835348	12275672	-1	11851493	11851544
08l	423522	423558	11835348	12275672	-1	11852115	11852151
08l	422647	423558	11835348	12275672	-1	11852115	11853026
08l	422780	423409	11835348	12275672	-1	11852264	11852893
08l	422780	423146	11835348	12275672	-1	11852527	11852893
08l	418335	418392	11835348	12275672	-1	11857281	11857338
08l	413017	413081	11835348	12275672	-1	11862592	11862656
08l	413017	413030	11835348	12275672	-1	11862643	11862656
08l	403776	404461	11835348	12275672	-1	11871212	11871897
08l	404429	404461	11835348	12275672	-1	11871212	11871244
08l	403761	403925	11835348	12275672	-1	11871748	11871912
08l	403488	403925	11835348	12275672	-1	11871748	11872185
08l	403534	403906	11835348	12275672	-1	11871767	11872139
08l	403640	403730	11835348	12275672	-1	11871943	11872033
08l	403534	403554	11835348	12275672	-1	11872119	11872139
08l	403342	403459	11835348	12275672	-1	11872214	11872331
08l	397727	397767	11835348	12275672	-1	11877906	11877946
08l	395843	396334	11835348	12275672	-1	11879339	11879830
08l	395421	395596	11835348	12275672	-1	11880077	11880252
08l	394686	395316	11835348	12275672	-1	11880357	11880987
08l	395226	395231	11835348	12275672	-1	11880442	11880447
08l	393605	393968	11835348	12275672	-1	11881705	11882068
08l	393929	393968	11835348	12275672	-1	11881705	11881744
08l	390037	390146	11835348	12275672	-1	11885527	11885636
08l	383124	383125	11835348	12275672	-1	11892548	11892549
08l	379885	379888	11835348	12275672	-1	11895785	11895788
08l	377730	377772	11835348	12275672	-1	11897901	11897943
08l	377279	377280	11835348	12275672	-1	11898393	11898394
08l	377144	377280	11835348	12275672	-1	11898393	11898529
08l	376817	376962	11835348	12275672	-1	11898711	11898856
08l	376923	376962	11835348	12275672	-1	11898711	11898750
08l	376812	376962	11835348	12275672	-1	11898711	11898861
08l	376817	376923	11835348	12275672	-1	11898750	11898856
08l	375714	375723	11835348	12275672	-1	11899950	11899959
08l	371976	372011	11835348	12275672	-1	11903662	11903697
08l	367713	368153	11835348	12275672	-1	11907520	11907960
08l	365844	365852	11835348	12275672	-1	11909821	11909829
08l	365842	365852	11835348	12275672	-1	11909821	11909831
08l	358551	358553	11835348	12275672	-1	11917120	11917122
08l	357810	358464	11835348	12275672	-1	11917209	11917863
08l	358302	358418	11835348	12275672	-1	11917255	11917371
08l	356360	356364	11835348	12275672	-1	11919309	11919313
08l	355997	356038	11835348	12275672	-1	11919635	11919676
08l	347985	348265	11835348	12275672	-1	11927408	11927688
08l	346701	346945	11835348	12275672	-1	11928728	11928972
08l	346701	346753	11835348	12275672	-1	11928920	11928972
08l	344858	344881	11835348	12275672	-1	11930792	11930815
08l	344714	344881	11835348	12275672	-1	11930792	11930959
08l	344858	344865	11835348	12275672	-1	11930808	11930815
08l	343098	343600	11835348	12275672	-1	11932073	11932575
08l	342575	343342	11835348	12275672	-1	11932331	11933098
08l	343098	343330	11835348	12275672	-1	11932343	11932575
08l	343323	343328	11835348	12275672	-1	11932345	11932350
08l	338943	338945	11835348	12275672	-1	11936728	11936730
08l	333592	333629	11835348	12275672	-1	11942044	11942081
08l	332425	332456	11835348	12275672	-1	11943217	11943248
08l	332409	332456	11835348	12275672	-1	11943217	11943264
08l	330690	330730	11835348	12275672	-1	11944943	11944983
08l	330484	330690	11835348	12275672	-1	11944983	11945189
08l	330484	330496	11835348	12275672	-1	11945177	11945189
08l	329241	329723	11835348	12275672	-1	11945950	11946432
08l	329570	329600	11835348	12275672	-1	11946073	11946103
08l	327778	328678	11835348	12275672	-1	11946995	11947895
08l	327219	327229	11835348	12275672	-1	11948444	11948454
08l	324145	324148	11835348	12275672	-1	11951525	11951528
08l	322111	322112	11835348	12275672	-1	11953561	11953562
08l	315667	315672	11835348	12275672	-1	11960001	11960006
08l	313527	314148	11835348	12275672	-1	11961525	11962146
08l	312093	312097	11835348	12275672	-1	11963576	11963580
08l	311893	311895	11835348	12275672	-1	11963778	11963780
08l	310828	310832	11835348	12275672	-1	11964841	11964845
08l	309325	309343	11835348	12275672	-1	11966330	11966348
08l	308122	308278	11835348	12275672	-1	11967395	11967551
08l	307181	307305	11835348	12275672	-1	11968368	11968492
08l	303935	304005	11835348	12275672	-1	11971668	11971738
08l	303975	304005	11835348	12275672	-1	11971668	11971698
08l	298811	298837	11835348	12275672	-1	11976836	11976862
08l	297932	298102	11835348	12275672	-1	11977571	11977741
08l	296293	296521	11835348	12275672	-1	11979152	11979380
08l	296484	296521	11835348	12275672	-1	11979152	11979189
08l	295645	296131	11835348	12275672	-1	11979542	11980028
08l	294478	294531	11835348	12275672	-1	11981142	11981195
08l	294459	294531	11835348	12275672	-1	11981142	11981214
08l	293933	294531	11835348	12275672	-1	11981142	11981740
08l	293940	293988	11835348	12275672	-1	11981685	11981733
08l	293323	293331	11835348	12275672	-1	11982342	11982350
08l	292305	292357	11835348	12275672	-1	11983316	11983368
08l	290007	290118	11835348	12275672	-1	11985555	11985666
08l	286647	286800	11835348	12275672	-1	11988873	11989026
08l	285911	285923	11835348	12275672	-1	11989750	11989762
08l	284351	284509	11835348	12275672	-1	11991164	11991322
08l	283408	283975	11835348	12275672	-1	11991698	11992265
08l	282720	282837	11835348	12275672	-1	11992836	11992953
08l	282777	282784	11835348	12275672	-1	11992889	11992896
08l	282207	282720	11835348	12275672	-1	11992953	11993466
08l	282085	282258	11835348	12275672	-1	11993415	11993588
08l	281576	281645	11835348	12275672	-1	11994028	11994097
08l	281475	281645	11835348	12275672	-1	11994028	11994198
08l	281309	281645	11835348	12275672	-1	11994028	11994364
08l	280046	280047	11835348	12275672	-1	11995626	11995627
08l	280027	280047	11835348	12275672	-1	11995626	11995646
08l	278196	278452	11835348	12275672	-1	11997221	11997477
08l	277733	277776	11835348	12275672	-1	11997897	11997940
08l	275690	275759	11835348	12275672	-1	11999914	11999983
08l	275746	275754	11835348	12275672	-1	11999919	11999927
08l	275197	275754	11835348	12275672	-1	11999919	12000476
08l	274634	274693	11835348	12275672	-1	12000980	12001039
08l	273944	274107	11835348	12275672	-1	12001566	12001729
08l	273505	273543	11835348	12275672	-1	12002130	12002168
08l	269806	273014	11835348	12275672	-1	12002659	12005867
08l	272382	272396	11835348	12275672	-1	12003277	12003291
08l	269549	269661	11835348	12275672	-1	12006012	12006124
08l	266456	267358	11835348	12275672	-1	12008315	12009217
08l	267316	267343	11835348	12275672	-1	12008330	12008357
08l	266510	266743	11835348	12275672	-1	12008930	12009163
08l	266456	266459	11835348	12275672	-1	12009214	12009217
08l	265441	265706	11835348	12275672	-1	12009967	12010232
08l	265414	265489	11835348	12275672	-1	12010184	12010259
08l	264931	265042	11835348	12275672	-1	12010631	12010742
08l	260862	264781	11835348	12275672	-1	12010892	12014811
08l	259855	260375	11835348	12275672	-1	12015298	12015818
08l	259855	259960	11835348	12275672	-1	12015713	12015818
08l	259079	259793	11835348	12275672	-1	12015880	12016594
08l	258714	259200	11835348	12275672	-1	12016473	12016959
08l	258594	258714	11835348	12275672	-1	12016959	12017079
08l	255652	255809	11835348	12275672	-1	12019864	12020021
08l	255384	255652	11835348	12275672	-1	12020021	12020289
08l	251684	251971	11835348	12275672	-1	12023702	12023989
08l	249724	251971	11835348	12275672	-1	12023702	12025949
08l	247788	251971	11835348	12275672	-1	12023702	12027885
08l	251505	251971	11835348	12275672	-1	12023702	12024168
08l	251505	251509	11835348	12275672	-1	12024164	12024168
08l	250376	250915	11835348	12275672	-1	12024758	12025297
08l	250358	250494	11835348	12275672	-1	12025179	12025315
08l	250084	250376	11835348	12275672	-1	12025297	12025589
08l	249757	250330	11835348	12275672	-1	12025343	12025916
08l	250084	250128	11835348	12275672	-1	12025545	12025589
08l	246093	246159	11835348	12275672	-1	12029514	12029580
08l	245972	246159	11835348	12275672	-1	12029514	12029701
08l	245774	245972	11835348	12275672	-1	12029701	12029899
08l	240505	240868	11835348	12275672	-1	12034805	12035168
08l	239748	240643	11835348	12275672	-1	12035030	12035925
08l	239748	240168	11835348	12275672	-1	12035505	12035925
08l	239884	240168	11835348	12275672	-1	12035505	12035789
08l	238878	238907	11835348	12275672	-1	12036766	12036795
08l	236898	237332	11835348	12275672	-1	12038341	12038775
08l	235824	235825	11835348	12275672	-1	12039848	12039849
08l	234984	234996	11835348	12275672	-1	12040677	12040689
08l	230550	231206	11835348	12275672	-1	12044467	12045123
08l	230550	230782	11835348	12275672	-1	12044891	12045123
08l	228736	230080	11835348	12275672	-1	12045593	12046937
08l	224657	224658	11835348	12275672	-1	12051015	12051016
08l	221714	223429	11835348	12275672	-1	12052244	12053959
08l	223043	223045	11835348	12275672	-1	12052628	12052630
08l	222881	223045	11835348	12275672	-1	12052628	12052792
08l	222811	222881	11835348	12275672	-1	12052792	12052862
08l	222602	222618	11835348	12275672	-1	12053055	12053071
08l	221741	222064	11835348	12275672	-1	12053609	12053932
08l	221741	221844	11835348	12275672	-1	12053829	12053932
08l	221265	221617	11835348	12275672	-1	12054056	12054408
08l	221265	221282	11835348	12275672	-1	12054391	12054408
08l	219593	219703	11835348	12275672	-1	12055970	12056080
08l	219082	219093	11835348	12275672	-1	12056580	12056591
08l	218371	218377	11835348	12275672	-1	12057296	12057302
08l	218208	218236	11835348	12275672	-1	12057437	12057465
08l	216929	216960	11835348	12275672	-1	12058713	12058744
08l	211896	212061	11835348	12275672	-1	12063612	12063777
08l	210786	210972	11835348	12275672	-1	12064701	12064887
08l	210851	210910	11835348	12275672	-1	12064763	12064822
08l	208547	209861	11835348	12275672	-1	12065812	12067126
08l	206427	206428	11835348	12275672	-1	12069245	12069246
08l	204778	204847	11835348	12275672	-1	12070826	12070895
08l	202465	204847	11835348	12275672	-1	12070826	12073208
08l	204555	204809	11835348	12275672	-1	12070864	12071118
08l	203597	203705	11835348	12275672	-1	12071968	12072076
08l	202698	202832	11835348	12275672	-1	12072841	12072975
08l	202508	202832	11835348	12275672	-1	12072841	12073165
08l	201176	201528	11835348	12275672	-1	12074145	12074497
08l	201176	201241	11835348	12275672	-1	12074432	12074497
08l	199828	199831	11835348	12275672	-1	12075842	12075845
08l	194015	194063	11835348	12275672	-1	12081610	12081658
08l	194018	194045	11835348	12275672	-1	12081628	12081655
08l	194015	194036	11835348	12275672	-1	12081637	12081658
08l	191863	191908	11835348	12275672	-1	12083765	12083810
08l	191472	191478	11835348	12275672	-1	12084195	12084201
08l	189175	190728	11835348	12275672	-1	12084945	12086498
08l	188873	188875	11835348	12275672	-1	12086798	12086800
08l	188734	188875	11835348	12275672	-1	12086798	12086939
08l	186514	187995	11835348	12275672	-1	12087678	12089159
08l	187132	187134	11835348	12275672	-1	12088539	12088541
08l	187084	187134	11835348	12275672	-1	12088539	12088589
08l	185578	185768	11835348	12275672	-1	12089905	12090095
08l	185578	185606	11835348	12275672	-1	12090067	12090095
08l	185532	185554	11835348	12275672	-1	12090119	12090141
08l	184708	185232	11835348	12275672	-1	12090441	12090965
08l	183107	183403	11835348	12275672	-1	12092270	12092566
08l	182728	182920	11835348	12275672	-1	12092753	12092945
08l	180606	181398	11835348	12275672	-1	12094275	12095067
08l	178149	178191	11835348	12275672	-1	12097482	12097524
08l	176644	176910	11835348	12275672	-1	12098763	12099029
08l	176644	176827	11835348	12275672	-1	12098846	12099029
08l	175711	175731	11835348	12275672	-1	12099942	12099962
08l	174222	174233	11835348	12275672	-1	12101440	12101451
08l	173645	173650	11835348	12275672	-1	12102023	12102028
08l	173635	173650	11835348	12275672	-1	12102023	12102038
08l	172610	173112	11835348	12275672	-1	12102561	12103063
08l	171468	171669	11835348	12275672	-1	12104004	12104205
08l	167085	171295	11835348	12275672	-1	12104378	12108588
08l	170792	170987	11835348	12275672	-1	12104686	12104881
08l	169855	169857	11835348	12275672	-1	12105816	12105818
08l	167969	169857	11835348	12275672	-1	12105816	12107704
08l	169544	169857	11835348	12275672	-1	12105816	12106129
08l	169440	169450	11835348	12275672	-1	12106223	12106233
08l	166821	166843	11835348	12275672	-1	12108830	12108852
08l	165444	165446	11835348	12275672	-1	12110227	12110229
08l	162995	165400	11835348	12275672	-1	12110273	12112678
08l	163396	164022	11835348	12275672	-1	12111651	12112277
08l	163396	163647	11835348	12275672	-1	12112026	12112277
08l	162448	163451	11835348	12275672	-1	12112222	12113225
08l	162794	163318	11835348	12275672	-1	12112355	12112879
