SubRegion	GC_Beg	GC_End	CH_Beg	CH_End	CH_Ori	ABeg	AEnd
11a	285166	287109	11777514	12121162	1	12062679	12064622
11a	286742	286804	11777514	12121162	1	12064255	12064317
11a	286742	287616	11777514	12121162	1	12064255	12065129
11a	286982	286989	11777514	12121162	1	12064495	12064502
11a	287109	287475	11777514	12121162	1	12064622	12064988
11a	287645	287646	11777514	12121162	1	12065158	12065159
11a	292905	292961	11777514	12121162	1	12070418	12070474
11a	293575	294042	11777514	12121162	1	12071088	12071555
11a	293575	293585	11777514	12121162	1	12071088	12071098
11a	293876	293901	11777514	12121162	1	12071389	12071414
11a	293930	294042	11777514	12121162	1	12071443	12071555
11a	296309	300153	11777514	12121162	1	12073822	12077666
11a	296309	296315	11777514	12121162	1	12073822	12073828
11a	301005	301363	11777514	12121162	1	12078518	12078876
11a	301005	301375	11777514	12121162	1	12078518	12078888
11a	301005	301212	11777514	12121162	1	12078518	12078725
11a	301363	301375	11777514	12121162	1	12078876	12078888
11a	301542	301597	11777514	12121162	1	12079055	12079110
11a	301556	301693	11777514	12121162	1	12079069	12079206
11a	303601	304079	11777514	12121162	1	12081114	12081592
11a	303617	304758	11777514	12121162	1	12081130	12082271
11a	307490	308148	11777514	12121162	1	12085003	12085661
11a	308015	308016	11777514	12121162	1	12085528	12085529
11a	310036	310542	11777514	12121162	1	12087549	12088055
11a	310051	310542	11777514	12121162	1	12087564	12088055
11a	310051	310313	11777514	12121162	1	12087564	12087826
11a	310503	310542	11777514	12121162	1	12088016	12088055
11a	312854	312892	11777514	12121162	1	12090367	12090405
11a	312888	312892	11777514	12121162	1	12090401	12090405
11a	317958	318002	11777514	12121162	1	12095471	12095515
11a	318002	318005	11777514	12121162	1	12095515	12095518
11a	319311	319359	11777514	12121162	1	12096824	12096872
11a	319488	319569	11777514	12121162	1	12097001	12097082
11a	320103	321501	11777514	12121162	1	12097616	12099014
11a	323141	323145	11777514	12121162	1	12100654	12100658
11a	323460	323758	11777514	12121162	1	12100973	12101271
11a	323697	323712	11777514	12121162	1	12101210	12101225
11a	324032	324239	11777514	12121162	1	12101545	12101752
11a	324057	324432	11777514	12121162	1	12101570	12101945
11a	324057	324150	11777514	12121162	1	12101570	12101663
11a	324147	324150	11777514	12121162	1	12101660	12101663
11a	324239	324316	11777514	12121162	1	12101752	12101829
11a	324574	324875	11777514	12121162	1	12102087	12102388
11a	324635	324638	11777514	12121162	1	12102148	12102151
11a	324875	324918	11777514	12121162	1	12102388	12102431
11a	324914	324968	11777514	12121162	1	12102427	12102481
11a	325291	325321	11777514	12121162	1	12102804	12102834
11a	326639	326688	11777514	12121162	1	12104152	12104201
11a	326654	326876	11777514	12121162	1	12104167	12104389
11a	328607	328608	11777514	12121162	1	12106120	12106121
11a	329338	329379	11777514	12121162	1	12106851	12106892
11a	329473	329614	11777514	12121162	1	12106986	12107127
11a	331403	331408	11777514	12121162	1	12108916	12108921
11a	331625	331897	11777514	12121162	1	12109138	12109410
11a	332967	332980	11777514	12121162	1	12110480	12110493
11a	333381	334598	11777514	12121162	1	12110894	12112111
11a	334596	334598	11777514	12121162	1	12112109	12112111
11a	334746	334777	11777514	12121162	1	12112259	12112290
11a	335571	335572	11777514	12121162	1	12113084	12113085
11a	336320	336683	11777514	12121162	1	12113833	12114196
11a	337071	337084	11777514	12121162	1	12114584	12114597
11b	3343	3363	12121163	12371162	1	12124505	12124525
11b	4749	4764	12121163	12371162	1	12125911	12125926
11b	6344	6346	12121163	12371162	1	12127506	12127508
11b	7121	7131	12121163	12371162	1	12128283	12128293
11b	7121	7125	12121163	12371162	1	12128283	12128287
11b	7125	7131	12121163	12371162	1	12128287	12128293
11b	10737	10759	12121163	12371162	1	12131899	12131921
11b	10949	10980	12121163	12371162	1	12132111	12132142
11b	12322	12333	12121163	12371162	1	12133484	12133495
11b	12333	12408	12121163	12371162	1	12133495	12133570
11b	12400	12408	12121163	12371162	1	12133562	12133570
11b	13903	14185	12121163	12371162	1	12135065	12135347
11b	13903	14120	12121163	12371162	1	12135065	12135282
11b	13903	14238	12121163	12371162	1	12135065	12135400
11b	14120	14185	12121163	12371162	1	12135282	12135347
11b	14592	14605	12121163	12371162	1	12135754	12135767
11b	14592	14861	12121163	12371162	1	12135754	12136023
11b	16170	16650	12121163	12371162	1	12137332	12137812
11b	16170	16582	12121163	12371162	1	12137332	12137744
11b	16213	16582	12121163	12371162	1	12137375	12137744
11b	16213	16524	12121163	12371162	1	12137375	12137686
11b	24355	28066	12121163	12371162	1	12145517	12149228
11b	26929	27189	12121163	12371162	1	12148091	12148351
11b	26929	27149	12121163	12371162	1	12148091	12148311
11b	26971	26972	12121163	12371162	1	12148133	12148134
11b	27509	28066	12121163	12371162	1	12148671	12149228
11b	31127	32044	12121163	12371162	1	12152289	12153206
11b	31127	31543	12121163	12371162	1	12152289	12152705
11b	32044	32366	12121163	12371162	1	12153206	12153528
11b	33212	33908	12121163	12371162	1	12154374	12155070
11b	33275	33283	12121163	12371162	1	12154437	12154445
11b	34297	34300	12121163	12371162	1	12155459	12155462
11b	35240	36434	12121163	12371162	1	12156402	12157596
11b	35374	37200	12121163	12371162	1	12156536	12158362
11b	36001	36047	12121163	12371162	1	12157163	12157209
11b	37000	37009	12121163	12371162	1	12158162	12158171
11b	40732	41010	12121163	12371162	1	12161894	12162172
11b	40732	40762	12121163	12371162	1	12161894	12161924
11b	45168	45966	12121163	12371162	1	12166330	12167128
11b	45694	45966	12121163	12371162	1	12166856	12167128
11b	45777	45966	12121163	12371162	1	12166939	12167128
11b	46192	47052	12121163	12371162	1	12167354	12168214
11b	46192	46195	12121163	12371162	1	12167354	12167357
11b	46192	46209	12121163	12371162	1	12167354	12167371
11b	46823	47052	12121163	12371162	1	12167985	12168214
11b	46823	46836	12121163	12371162	1	12167985	12167998
11b	46859	47017	12121163	12371162	1	12168021	12168179
11b	46859	46874	12121163	12371162	1	12168021	12168036
11b	46983	47024	12121163	12371162	1	12168145	12168186
11b	47017	47024	12121163	12371162	1	12168179	12168186
11b	49369	49504	12121163	12371162	1	12170531	12170666
11b	54861	54936	12121163	12371162	1	12176023	12176098
11b	55935	56094	12121163	12371162	1	12177097	12177256
11b	61112	61328	12121163	12371162	1	12182274	12182490
11b	62702	62828	12121163	12371162	1	12183864	12183990
11b	62999	63095	12121163	12371162	1	12184161	12184257
11b	64667	64676	12121163	12371162	1	12185829	12185838
11b	66837	66979	12121163	12371162	1	12187999	12188141
11b	66837	67131	12121163	12371162	1	12187999	12188293
11b	66837	66938	12121163	12371162	1	12187999	12188100
11b	66837	66867	12121163	12371162	1	12187999	12188029
11b	66937	66938	12121163	12371162	1	12188099	12188100
11b	68815	68817	12121163	12371162	1	12189977	12189979
11b	69797	69799	12121163	12371162	1	12190959	12190961
11b	71664	71666	12121163	12371162	1	12192826	12192828
11b	71939	71941	12121163	12371162	1	12193101	12193103
11b	71939	71940	12121163	12371162	1	12193101	12193102
11b	72839	72969	12121163	12371162	1	12194001	12194131
11b	72839	73123	12121163	12371162	1	12194001	12194285
11b	72839	73093	12121163	12371162	1	12194001	12194255
11b	72839	72947	12121163	12371162	1	12194001	12194109
11b	72839	73262	12121163	12371162	1	12194001	12194424
11b	73093	73123	12121163	12371162	1	12194255	12194285
11b	73262	73267	12121163	12371162	1	12194424	12194429
11b	76677	76730	12121163	12371162	1	12197839	12197892
11b	76677	76725	12121163	12371162	1	12197839	12197887
11b	76701	76725	12121163	12371162	1	12197863	12197887
11b	86159	88351	12121163	12371162	1	12207321	12209513
11b	86159	86467	12121163	12371162	1	12207321	12207629
11b	86159	86616	12121163	12371162	1	12207321	12207778
11b	86274	86302	12121163	12371162	1	12207436	12207464
11b	87338	87368	12121163	12371162	1	12208500	12208530
11b	87547	87567	12121163	12371162	1	12208709	12208729
11b	87940	88152	12121163	12371162	1	12209102	12209314
11b	88035	88089	12121163	12371162	1	12209197	12209251
11b	88270	88437	12121163	12371162	1	12209432	12209599
11b	88270	88351	12121163	12371162	1	12209432	12209513
11b	88270	88386	12121163	12371162	1	12209432	12209548
11b	94037	94300	12121163	12371162	1	12215199	12215462
11b	98132	98185	12121163	12371162	1	12219294	12219347
11b	98132	98187	12121163	12371162	1	12219294	12219349
11b	98132	98480	12121163	12371162	1	12219294	12219642
11b	98300	98480	12121163	12371162	1	12219462	12219642
11b	98457	98480	12121163	12371162	1	12219619	12219642
11b	98792	98881	12121163	12371162	1	12219954	12220043
11b	99697	99702	12121163	12371162	1	12220859	12220864
11b	99697	99873	12121163	12371162	1	12220859	12221035
11b	101262	101526	12121163	12371162	1	12222424	12222688
11b	101478	101526	12121163	12371162	1	12222640	12222688
11b	102151	102967	12121163	12371162	1	12223313	12224129
11b	102151	102858	12121163	12371162	1	12223313	12224020
11b	102343	102967	12121163	12371162	1	12223505	12224129
11b	102672	102817	12121163	12371162	1	12223834	12223979
11b	104456	104973	12121163	12371162	1	12225618	12226135
11b	104456	104659	12121163	12371162	1	12225618	12225821
11b	105319	105321	12121163	12371162	1	12226481	12226483
11b	111478	111494	12121163	12371162	1	12232640	12232656
11b	113189	113281	12121163	12371162	1	12234351	12234443
11b	113189	113700	12121163	12371162	1	12234351	12234862
11b	113279	113281	12121163	12371162	1	12234441	12234443
11b	113467	113700	12121163	12371162	1	12234629	12234862
11b	113699	113700	12121163	12371162	1	12234861	12234862
11b	114936	114949	12121163	12371162	1	12236098	12236111
11b	115457	115648	12121163	12371162	1	12236619	12236810
11b	115994	117240	12121163	12371162	1	12237156	12238402
11b	117224	117240	12121163	12371162	1	12238386	12238402
11b	118868	118966	12121163	12371162	1	12240030	12240128
11b	121685	121721	12121163	12371162	1	12242847	12242883
11b	126675	126773	12121163	12371162	1	12247837	12247935
11b	126822	126827	12121163	12371162	1	12247984	12247989
11b	126826	126827	12121163	12371162	1	12247988	12247989
11b	131407	131414	12121163	12371162	1	12252569	12252576
11b	131411	131414	12121163	12371162	1	12252573	12252576
11b	132985	132988	12121163	12371162	1	12254147	12254150
11b	134323	134559	12121163	12371162	1	12255485	12255721
11b	134323	134554	12121163	12371162	1	12255485	12255716
11b	134554	134559	12121163	12371162	1	12255716	12255721
11b	137018	137367	12121163	12371162	1	12258180	12258529
11b	137215	137367	12121163	12371162	1	12258377	12258529
11b	140138	140278	12121163	12371162	1	12261300	12261440
11b	140768	140771	12121163	12371162	1	12261930	12261933
11b	141131	141176	12121163	12371162	1	12262293	12262338
11b	141155	141580	12121163	12371162	1	12262317	12262742
11b	141518	141620	12121163	12371162	1	12262680	12262782
11b	141572	141580	12121163	12371162	1	12262734	12262742
11b	142004	142033	12121163	12371162	1	12263166	12263195
11b	142418	142446	12121163	12371162	1	12263580	12263608
11b	142876	142889	12121163	12371162	1	12264038	12264051
11b	147151	147212	12121163	12371162	1	12268313	12268374
11b	148691	148776	12121163	12371162	1	12269853	12269938
11b	148691	151577	12121163	12371162	1	12269853	12272739
11b	148807	148895	12121163	12371162	1	12269969	12270057
11b	149169	151577	12121163	12371162	1	12270331	12272739
11b	150994	151519	12121163	12371162	1	12272156	12272681
11b	152825	152830	12121163	12371162	1	12273987	12273992
11b	153490	153647	12121163	12371162	1	12274652	12274809
11b	157149	157151	12121163	12371162	1	12278311	12278313
11b	158475	158486	12121163	12371162	1	12279637	12279648
11b	158932	158981	12121163	12371162	1	12280094	12280143
11b	158960	159214	12121163	12371162	1	12280122	12280376
11b	159280	159422	12121163	12371162	1	12280442	12280584
11b	159565	159661	12121163	12371162	1	12280727	12280823
11b	160155	160162	12121163	12371162	1	12281317	12281324
11b	160839	161236	12121163	12371162	1	12282001	12282398
11b	160877	161067	12121163	12371162	1	12282039	12282229
11b	161236	161245	12121163	12371162	1	12282398	12282407
11b	162998	163184	12121163	12371162	1	12284160	12284346
11b	162998	163000	12121163	12371162	1	12284160	12284162
11b	165223	165236	12121163	12371162	1	12286385	12286398
11b	166834	166901	12121163	12371162	1	12287996	12288063
11b	170397	170405	12121163	12371162	1	12291559	12291567
11b	170397	170462	12121163	12371162	1	12291559	12291624
11b	171251	171252	12121163	12371162	1	12292413	12292414
11b	172107	172274	12121163	12371162	1	12293269	12293436
11b	175280	175318	12121163	12371162	1	12296442	12296480
11b	175433	175452	12121163	12371162	1	12296595	12296614
11b	175502	175503	12121163	12371162	1	12296664	12296665
11b	177445	178519	12121163	12371162	1	12298607	12299681
11b	179656	179671	12121163	12371162	1	12300818	12300833
11b	179656	179660	12121163	12371162	1	12300818	12300822
11b	180110	180128	12121163	12371162	1	12301272	12301290
11b	182453	182944	12121163	12371162	1	12303615	12304106
11b	182453	183215	12121163	12371162	1	12303615	12304377
11b	182650	182835	12121163	12371162	1	12303812	12303997
11b	183087	183767	12121163	12371162	1	12304249	12304929
11b	185045	185049	12121163	12371162	1	12306207	12306211
11b	185239	185259	12121163	12371162	1	12306401	12306421
11b	187753	187759	12121163	12371162	1	12308915	12308921
11b	190924	190952	12121163	12371162	1	12312086	12312114
11b	191041	191046	12121163	12371162	1	12312203	12312208
11b	194372	194392	12121163	12371162	1	12315534	12315554
11b	195285	195289	12121163	12371162	1	12316447	12316451
11b	195511	195537	12121163	12371162	1	12316673	12316699
11b	204134	204181	12121163	12371162	1	12325296	12325343
11b	206679	207035	12121163	12371162	1	12327841	12328197
11b	206679	206948	12121163	12371162	1	12327841	12328110
11b	206726	206729	12121163	12371162	1	12327888	12327891
11b	214230	214584	12121163	12371162	1	12335392	12335746
11b	214230	214251	12121163	12371162	1	12335392	12335413
11b	214230	214574	12121163	12371162	1	12335392	12335736
11b	219052	219757	12121163	12371162	1	12340214	12340919
11b	219052	219366	12121163	12371162	1	12340214	12340528
11b	219052	219661	12121163	12371162	1	12340214	12340823
11b	219467	219661	12121163	12371162	1	12340629	12340823
11b	221305	221516	12121163	12371162	1	12342467	12342678
11b	225310	225335	12121163	12371162	1	12346472	12346497
11b	225937	225943	12121163	12371162	1	12347099	12347105
11b	234969	234971	12121163	12371162	1	12356131	12356133
11b	236171	236497	12121163	12371162	1	12357333	12357659
11b	237315	237654	12121163	12371162	1	12358477	12358816
11b	237441	237654	12121163	12371162	1	12358603	12358816
11b	237621	237654	12121163	12371162	1	12358783	12358816
11b	239220	239411	12121163	12371162	1	12360382	12360573
11b	241178	242323	12121163	12371162	1	12362340	12363485
11b	241185	241196	12121163	12371162	1	12362347	12362358
11b	241185	241368	12121163	12371162	1	12362347	12362530
11b	244885	245165	12121163	12371162	1	12366047	12366327
11b	244885	245099	12121163	12371162	1	12366047	12366261
11b	245068	245099	12121163	12371162	1	12366230	12366261
11b	245111	245209	12121163	12371162	1	12366273	12366371
11b	246010	248375	12121163	12371162	1	12367172	12369537
11b	246010	246197	12121163	12371162	1	12367172	12367359
11b	246156	248375	12121163	12371162	1	12367318	12369537
11b	246158	246163	12121163	12371162	1	12367320	12367325
11b	246688	248072	12121163	12371162	1	12367850	12369234
11b	246743	247382	12121163	12371162	1	12367905	12368544
11b	247794	248120	12121163	12371162	1	12368956	12369282
11b	248193	248375	12121163	12371162	1	12369355	12369537
11b	248549	249156	12121163	12371162	1	12369711	12370318
11b	248805	249156	12121163	12371162	1	12369967	12370318
11b	248856	249156	12121163	12371162	1	12370018	12370318
11b	249571	249771	12121163	12371162	1	12370733	12370933
11c	426	3965	12371163	12621162	1	12371588	12375127
11c	545	1446	12371163	12621162	1	12371707	12372608
11c	569	2140	12371163	12621162	1	12371731	12373302
11c	1140	1337	12371163	12621162	1	12372302	12372499
11c	2007	2140	12371163	12621162	1	12373169	12373302
11c	2163	2561	12371163	12621162	1	12373325	12373723
11c	2313	2331	12371163	12621162	1	12373475	12373493
11c	3319	3948	12371163	12621162	1	12374481	12375110
11c	3530	3598	12371163	12621162	1	12374692	12374760
11c	3793	3948	12371163	12621162	1	12374955	12375110
11c	3826	3875	12371163	12621162	1	12374988	12375037
11c	3826	3837	12371163	12621162	1	12374988	12374999
11c	9715	9930	12371163	12621162	1	12380877	12381092
11c	10941	11043	12371163	12621162	1	12382103	12382205
11c	14818	14824	12371163	12621162	1	12385980	12385986
11c	17823	17857	12371163	12621162	1	12388985	12389019
11c	27458	27466	12371163	12621162	1	12398620	12398628
11c	29388	29393	12371163	12621162	1	12400550	12400555
11c	30324	31814	12371163	12621162	1	12401486	12402976
11c	31268	31745	12371163	12621162	1	12402430	12402907
11c	31268	31814	12371163	12621162	1	12402430	12402976
11c	31610	31814	12371163	12621162	1	12402772	12402976
11c	41491	41518	12371163	12621162	1	12412653	12412680
11c	51582	51693	12371163	12621162	1	12422744	12422855
11c	51690	51693	12371163	12621162	1	12422852	12422855
11c	53606	53722	12371163	12621162	1	12424768	12424884
11c	53669	53699	12371163	12621162	1	12424831	12424861
11c	63945	64048	12371163	12621162	1	12435107	12435210
11c	68210	68652	12371163	12621162	1	12439372	12439814
11c	68211	68652	12371163	12621162	1	12439373	12439814
11c	68376	68387	12371163	12621162	1	12439538	12439549
11c	68570	68652	12371163	12621162	1	12439732	12439814
11c	71866	72191	12371163	12621162	1	12443028	12443353
11c	71866	72169	12371163	12621162	1	12443028	12443331
11c	72150	72169	12371163	12621162	1	12443312	12443331
11c	72978	73069	12371163	12621162	1	12444140	12444231
11c	72982	73069	12371163	12621162	1	12444144	12444231
11c	76441	78017	12371163	12621162	1	12447603	12449179
11c	76447	76449	12371163	12621162	1	12447609	12447611
11c	76449	77317	12371163	12621162	1	12447611	12448479
11c	76882	78017	12371163	12621162	1	12448044	12449179
11c	77284	78017	12371163	12621162	1	12448446	12449179
11c	81783	81805	12371163	12621162	1	12452945	12452967
11c	90900	91472	12371163	12621162	1	12462062	12462634
11c	91383	91472	12371163	12621162	1	12462545	12462634
11c	93377	93885	12371163	12621162	1	12464539	12465047
11c	93377	93858	12371163	12621162	1	12464539	12465020
11c	105316	105392	12371163	12621162	1	12476478	12476554
11c	105392	108120	12371163	12621162	1	12476554	12479282
11c	105452	105483	12371163	12621162	1	12476614	12476645
11c	106002	106065	12371163	12621162	1	12477164	12477227
11c	106002	108120	12371163	12621162	1	12477164	12479282
11c	106093	106127	12371163	12621162	1	12477255	12477289
11c	106144	106146	12371163	12621162	1	12477306	12477308
11c	106144	106220	12371163	12621162	1	12477306	12477382
11c	106294	106682	12371163	12621162	1	12477456	12477844
11c	107558	108120	12371163	12621162	1	12478720	12479282
11c	107965	108062	12371163	12621162	1	12479127	12479224
11c	107965	108015	12371163	12621162	1	12479127	12479177
11c	108062	108120	12371163	12621162	1	12479224	12479282
11c	114874	114928	12371163	12621162	1	12486036	12486090
11c	114882	114928	12371163	12621162	1	12486044	12486090
11c	116873	117127	12371163	12621162	1	12488035	12488289
11c	121267	122427	12371163	12621162	1	12492429	12493589
11c	122065	122427	12371163	12621162	1	12493227	12493589
11c	123464	124156	12371163	12621162	1	12494626	12495318
11c	123464	123543	12371163	12621162	1	12494626	12494705
11c	123464	123603	12371163	12621162	1	12494626	12494765
11c	123770	123970	12371163	12621162	1	12494932	12495132
11c	123989	123991	12371163	12621162	1	12495151	12495153
11c	123990	123993	12371163	12621162	1	12495152	12495155
11c	132791	132793	12371163	12621162	1	12503953	12503955
11c	137396	137621	12371163	12621162	1	12508558	12508783
11c	137396	137541	12371163	12621162	1	12508558	12508703
11c	137439	137482	12371163	12621162	1	12508601	12508644
11c	137509	137526	12371163	12621162	1	12508671	12508688
11c	137585	137621	12371163	12621162	1	12508747	12508783
11c	137936	138131	12371163	12621162	1	12509098	12509293
11c	137956	138131	12371163	12621162	1	12509118	12509293
11c	142182	142425	12371163	12621162	1	12513344	12513587
11c	142425	142610	12371163	12621162	1	12513587	12513772
11c	143357	143376	12371163	12621162	1	12514519	12514538
11c	143366	143369	12371163	12621162	1	12514528	12514531
11c	144541	144553	12371163	12621162	1	12515703	12515715
11c	145204	145408	12371163	12621162	1	12516366	12516570
11c	145204	145387	12371163	12621162	1	12516366	12516549
11c	145387	145408	12371163	12621162	1	12516549	12516570
11c	147947	148202	12371163	12621162	1	12519109	12519364
11c	147947	148136	12371163	12621162	1	12519109	12519298
11c	148179	148202	12371163	12621162	1	12519341	12519364
11c	150570	150581	12371163	12621162	1	12521732	12521743
11c	153206	153207	12371163	12621162	1	12524368	12524369
11c	153324	153570	12371163	12621162	1	12524486	12524732
11c	153324	153566	12371163	12621162	1	12524486	12524728
11c	153324	153533	12371163	12621162	1	12524486	12524695
11c	157414	157582	12371163	12621162	1	12528576	12528744
11c	161567	161568	12371163	12621162	1	12532729	12532730
11c	161654	161701	12371163	12621162	1	12532816	12532863
11c	166313	166418	12371163	12621162	1	12537475	12537580
11c	166313	166529	12371163	12621162	1	12537475	12537691
11c	166395	166529	12371163	12621162	1	12537557	12537691
11c	171161	171528	12371163	12621162	1	12542323	12542690
11c	173234	174815	12371163	12621162	1	12544396	12545977
11c	173234	173360	12371163	12621162	1	12544396	12544522
11c	173336	173582	12371163	12621162	1	12544498	12544744
11c	173336	173924	12371163	12621162	1	12544498	12545086
11c	173336	174679	12371163	12621162	1	12544498	12545841
11c	173559	173582	12371163	12621162	1	12544721	12544744
11c	173774	173924	12371163	12621162	1	12544936	12545086
11c	174484	174572	12371163	12621162	1	12545646	12545734
11c	174532	174656	12371163	12621162	1	12545694	12545818
11c	174532	174572	12371163	12621162	1	12545694	12545734
11c	174656	174815	12371163	12621162	1	12545818	12545977
11c	174744	175153	12371163	12621162	1	12545906	12546315
11c	174744	175124	12371163	12621162	1	12545906	12546286
11c	175124	175153	12371163	12621162	1	12546286	12546315
11c	175571	175848	12371163	12621162	1	12546733	12547010
11c	176043	176256	12371163	12621162	1	12547205	12547418
11c	176043	176051	12371163	12621162	1	12547205	12547213
11c	176043	176532	12371163	12621162	1	12547205	12547694
11c	176051	176532	12371163	12621162	1	12547213	12547694
11c	176256	176532	12371163	12621162	1	12547418	12547694
11c	176319	176491	12371163	12621162	1	12547481	12547653
11c	180738	181212	12371163	12621162	1	12551900	12552374
11c	180738	181417	12371163	12621162	1	12551900	12552579
11c	181053	181212	12371163	12621162	1	12552215	12552374
11c	181588	181676	12371163	12621162	1	12552750	12552838
11c	181637	181676	12371163	12621162	1	12552799	12552838
11c	181814	182337	12371163	12621162	1	12552976	12553499
11c	189485	189817	12371163	12621162	1	12560647	12560979
11c	203867	203982	12371163	12621162	1	12575029	12575144
11c	218237	218324	12371163	12621162	1	12589399	12589486
11c	218801	220511	12371163	12621162	1	12589963	12591673
11c	218801	219266	12371163	12621162	1	12589963	12590428
11c	218801	218849	12371163	12621162	1	12589963	12590011
11c	218849	219266	12371163	12621162	1	12590011	12590428
11c	220295	220421	12371163	12621162	1	12591457	12591583
11c	220295	221311	12371163	12621162	1	12591457	12592473
11c	220493	220511	12371163	12621162	1	12591655	12591673
11c	220499	220511	12371163	12621162	1	12591661	12591673
11c	220952	221311	12371163	12621162	1	12592114	12592473
11c	221053	221311	12371163	12621162	1	12592215	12592473
11c	234657	234966	12371163	12621162	1	12605819	12606128
11c	234744	234919	12371163	12621162	1	12605906	12606081
11c	235347	235576	12371163	12621162	1	12606509	12606738
11c	248302	248309	12371163	12621162	1	12619464	12619471
11c	249163	249297	12371163	12621162	1	12620325	12620459
11d	327	396	12621163	12871162	1	12621489	12621558
11d	770	772	12621163	12871162	1	12621932	12621934
11d	4774	5034	12621163	12871162	1	12625936	12626196
11d	4774	5124	12621163	12871162	1	12625936	12626286
11d	4774	4882	12621163	12871162	1	12625936	12626044
11d	5094	5233	12621163	12871162	1	12626256	12626395
11d	6555	6556	12621163	12871162	1	12627717	12627718
11d	6730	6739	12621163	12871162	1	12627892	12627901
11d	8964	9018	12621163	12871162	1	12630126	12630180
11d	11097	11157	12621163	12871162	1	12632259	12632319
11d	13035	13039	12621163	12871162	1	12634197	12634201
11d	14042	14043	12621163	12871162	1	12635204	12635205
11d	15241	15276	12621163	12871162	1	12636403	12636438
11d	15390	15391	12621163	12871162	1	12636552	12636553
11d	19235	19242	12621163	12871162	1	12640397	12640404
11d	20810	20929	12621163	12871162	1	12641972	12642091
11d	21068	21147	12621163	12871162	1	12642230	12642309
11d	21143	21147	12621163	12871162	1	12642305	12642309
11d	22230	22236	12621163	12871162	1	12643392	12643398
11d	25107	25192	12621163	12871162	1	12646269	12646354
11d	25245	25260	12621163	12871162	1	12646407	12646422
11d	25623	25624	12621163	12871162	1	12646785	12646786
11d	26034	26043	12621163	12871162	1	12647196	12647205
11d	26034	26042	12621163	12871162	1	12647196	12647204
11d	28633	28965	12621163	12871162	1	12649795	12650127
11d	28701	28965	12621163	12871162	1	12649863	12650127
11d	30505	30508	12621163	12871162	1	12651667	12651670
11d	30715	30717	12621163	12871162	1	12651877	12651879
11d	30957	31174	12621163	12871162	1	12652119	12652336
11d	32948	33090	12621163	12871162	1	12654110	12654252
11d	37074	37355	12621163	12871162	1	12658236	12658517
11d	37226	37355	12621163	12871162	1	12658388	12658517
11d	38062	38799	12621163	12871162	1	12659224	12659961
11d	39426	39459	12621163	12871162	1	12660588	12660621
11d	42630	42922	12621163	12871162	1	12663792	12664084
11d	42662	42683	12621163	12871162	1	12663824	12663845
11d	43164	43914	12621163	12871162	1	12664326	12665076
11d	43800	43914	12621163	12871162	1	12664962	12665076
11d	43913	43914	12621163	12871162	1	12665075	12665076
11d	45339	46079	12621163	12871162	1	12666501	12667241
11d	45964	45985	12621163	12871162	1	12667126	12667147
11d	46495	47312	12621163	12871162	1	12667657	12668474
11d	46495	46575	12621163	12871162	1	12667657	12667737
11d	47306	47312	12621163	12871162	1	12668468	12668474
11d	48066	48264	12621163	12871162	1	12669228	12669426
11d	48133	48796	12621163	12871162	1	12669295	12669958
11d	48139	48796	12621163	12871162	1	12669301	12669958
11d	52754	53069	12621163	12871162	1	12673916	12674231
11d	52754	52757	12621163	12871162	1	12673916	12673919
11d	53100	53102	12621163	12871162	1	12674262	12674264
11d	53297	53609	12621163	12871162	1	12674459	12674771
11d	53297	53425	12621163	12871162	1	12674459	12674587
11d	53389	54541	12621163	12871162	1	12674551	12675703
11d	53389	54476	12621163	12871162	1	12674551	12675638
11d	53750	53757	12621163	12871162	1	12674912	12674919
11d	53826	53937	12621163	12871162	1	12674988	12675099
11d	53838	53937	12621163	12871162	1	12675000	12675099
11d	54222	54256	12621163	12871162	1	12675384	12675418
11d	54404	54417	12621163	12871162	1	12675566	12675579
11d	57534	57552	12621163	12871162	1	12678696	12678714
11d	58095	58276	12621163	12871162	1	12679257	12679438
11d	58503	58581	12621163	12871162	1	12679665	12679743
11d	59427	59432	12621163	12871162	1	12680589	12680594
11d	61714	62262	12621163	12871162	1	12682876	12683424
11d	65586	65899	12621163	12871162	1	12686748	12687061
11d	65872	65880	12621163	12871162	1	12687034	12687042
11d	67512	68129	12621163	12871162	1	12688674	12689291
11d	67651	67676	12621163	12871162	1	12688813	12688838
11d	68066	68086	12621163	12871162	1	12689228	12689248
11d	69730	69899	12621163	12871162	1	12690892	12691061
11d	71158	71176	12621163	12871162	1	12692320	12692338
11d	83611	84000	12621163	12871162	1	12704773	12705162
11d	83954	84099	12621163	12871162	1	12705116	12705261
11d	83954	84079	12621163	12871162	1	12705116	12705241
11d	83954	84000	12621163	12871162	1	12705116	12705162
11d	84975	85239	12621163	12871162	1	12706137	12706401
11d	86940	86944	12621163	12871162	1	12708102	12708106
11d	87468	87924	12621163	12871162	1	12708630	12709086
11d	91701	92094	12621163	12871162	1	12712863	12713256
11d	91701	92366	12621163	12871162	1	12712863	12713528
11d	91739	92366	12621163	12871162	1	12712901	12713528
11d	91739	92094	12621163	12871162	1	12712901	12713256
11d	93579	93746	12621163	12871162	1	12714741	12714908
11d	93710	93746	12621163	12871162	1	12714872	12714908
11d	94790	94798	12621163	12871162	1	12715952	12715960
11d	95336	95337	12621163	12871162	1	12716498	12716499
11d	95548	95578	12621163	12871162	1	12716710	12716740
