SubRegion	GC_Beg	GC_End	ST_Beg	ST_End	ST_Ori	ABeg	AEnd
08i	213112	213182	10736546	10986545	-1	10773364	10773434
08i	210910	211026	10736546	10986545	-1	10775520	10775636
08i	209740	210936	10736546	10986545	-1	10775610	10776806
08i	210923	210936	10736546	10986545	-1	10775610	10775623
08i	209740	210576	10736546	10986545	-1	10775970	10776806
08i	208316	209356	10736546	10986545	-1	10777190	10778230
08i	209083	209108	10736546	10986545	-1	10777438	10777463
08i	209092	209108	10736546	10986545	-1	10777438	10777454
08i	208316	208626	10736546	10986545	-1	10777920	10778230
08i	205683	205696	10736546	10986545	-1	10780850	10780863
08i	199872	199873	10736546	10986545	-1	10786673	10786674
08i	196262	196293	10736546	10986545	-1	10790253	10790284
08i	193420	193682	10736546	10986545	-1	10792864	10793126
08i	193563	193640	10736546	10986545	-1	10792906	10792983
08i	193563	193629	10736546	10986545	-1	10792917	10792983
08i	193628	193629	10736546	10986545	-1	10792917	10792918
08i	192270	192337	10736546	10986545	-1	10794209	10794276
08i	185888	185889	10736546	10986545	-1	10800657	10800658
08i	175541	175591	10736546	10986545	-1	10810955	10811005
08i	174095	174858	10736546	10986545	-1	10811688	10812451
08i	174095	174256	10736546	10986545	-1	10812290	10812451
08i	174095	174107	10736546	10986545	-1	10812439	10812451
08i	172043	172121	10736546	10986545	-1	10814425	10814503
08i	171383	171531	10736546	10986545	-1	10815015	10815163
08i	171360	171476	10736546	10986545	-1	10815070	10815186
08i	171403	171445	10736546	10986545	-1	10815101	10815143
08i	171360	171445	10736546	10986545	-1	10815101	10815186
08i	168553	168606	10736546	10986545	-1	10817940	10817993
08i	166971	167555	10736546	10986545	-1	10818991	10819575
08i	167538	167555	10736546	10986545	-1	10818991	10819008
08i	167205	167555	10736546	10986545	-1	10818991	10819341
08i	166981	167538	10736546	10986545	-1	10819008	10819565
08i	165910	166252	10736546	10986545	-1	10820294	10820636
08i	164763	165041	10736546	10986545	-1	10821505	10821783
08i	164654	165041	10736546	10986545	-1	10821505	10821892
08i	159650	159691	10736546	10986545	-1	10826855	10826896
08i	157023	159313	10736546	10986545	-1	10827233	10829523
08i	159216	159313	10736546	10986545	-1	10827233	10827330
08i	158169	158642	10736546	10986545	-1	10827904	10828377
08i	158254	158564	10736546	10986545	-1	10827982	10828292
08i	157218	158254	10736546	10986545	-1	10828292	10829328
08i	157023	158169	10736546	10986545	-1	10828377	10829523
08i	157888	157893	10736546	10986545	-1	10828653	10828658
08i	157551	157625	10736546	10986545	-1	10828921	10828995
08i	157475	157477	10736546	10986545	-1	10829069	10829071
08i	157023	157218	10736546	10986545	-1	10829328	10829523
08i	140876	154603	10736546	10986545	-1	10831943	10845670
08i	153697	153921	10736546	10986545	-1	10832625	10832849
08i	153841	153921	10736546	10986545	-1	10832625	10832705
08i	153451	153658	10736546	10986545	-1	10832888	10833095
08i	153366	153534	10736546	10986545	-1	10833012	10833180
08i	153484	153534	10736546	10986545	-1	10833012	10833062
08i	152812	152866	10736546	10986545	-1	10833680	10833734
08i	152383	152649	10736546	10986545	-1	10833897	10834163
08i	150979	150983	10736546	10986545	-1	10835563	10835567
08i	148482	150716	10736546	10986545	-1	10835830	10838064
08i	148288	149734	10736546	10986545	-1	10836812	10838258
08i	148288	149449	10736546	10986545	-1	10837097	10838258
08i	148950	149333	10736546	10986545	-1	10837213	10837596
08i	148375	148400	10736546	10986545	-1	10838146	10838171
08i	148288	148316	10736546	10986545	-1	10838230	10838258
08i	147584	147630	10736546	10986545	-1	10838916	10838962
08i	147621	147630	10736546	10986545	-1	10838916	10838925
08i	147191	147344	10736546	10986545	-1	10839202	10839355
08i	147191	147201	10736546	10986545	-1	10839345	10839355
08i	145762	146158	10736546	10986545	-1	10840388	10840784
08i	146059	146158	10736546	10986545	-1	10840388	10840487
08i	145642	146127	10736546	10986545	-1	10840419	10840904
08i	146059	146127	10736546	10986545	-1	10840419	10840487
08i	145762	145773	10736546	10986545	-1	10840773	10840784
08i	144130	144647	10736546	10986545	-1	10841899	10842416
08i	143506	143545	10736546	10986545	-1	10843001	10843040
08i	142991	143343	10736546	10986545	-1	10843203	10843555
08i	142919	143343	10736546	10986545	-1	10843203	10843627
08i	143077	143159	10736546	10986545	-1	10843387	10843469
08i	141462	141464	10736546	10986545	-1	10845082	10845084
08i	140921	140979	10736546	10986545	-1	10845567	10845625
08i	138592	140325	10736546	10986545	-1	10846221	10847954
08i	135636	135651	10736546	10986545	-1	10850895	10850910
08i	133379	133829	10736546	10986545	-1	10852717	10853167
08i	133817	133829	10736546	10986545	-1	10852717	10852729
08i	131562	131659	10736546	10986545	-1	10854887	10854984
08i	124511	124563	10736546	10986545	-1	10861983	10862035
08i	123177	123983	10736546	10986545	-1	10862563	10863369
08i	123550	123983	10736546	10986545	-1	10862563	10862996
08i	114850	114863	10736546	10986545	-1	10871683	10871696
08i	107398	110056	10736546	10986545	-1	10876490	10879148
08i	109171	109840	10736546	10986545	-1	10876706	10877375
08i	109645	109648	10736546	10986545	-1	10876898	10876901
08i	109171	109393	10736546	10986545	-1	10877153	10877375
08i	109171	109383	10736546	10986545	-1	10877163	10877375
08i	107598	108217	10736546	10986545	-1	10878329	10878948
08i	107598	107972	10736546	10986545	-1	10878574	10878948
08i	107872	107919	10736546	10986545	-1	10878627	10878674
08i	107598	107731	10736546	10986545	-1	10878815	10878948
08i	106777	106997	10736546	10986545	-1	10879549	10879769
08i	106612	106640	10736546	10986545	-1	10879906	10879934
08i	106029	106111	10736546	10986545	-1	10880435	10880517
08i	105940	106111	10736546	10986545	-1	10880435	10880606
08i	102078	102222	10736546	10986545	-1	10884324	10884468
08i	101404	101558	10736546	10986545	-1	10884988	10885142
08i	99739	99762	10736546	10986545	-1	10886784	10886807
08i	97342	98209	10736546	10986545	-1	10888337	10889204
08i	96280	97342	10736546	10986545	-1	10889204	10890266
08i	97042	97048	10736546	10986545	-1	10889498	10889504
08i	96280	96397	10736546	10986545	-1	10890149	10890266
08i	92999	96286	10736546	10986545	-1	10890260	10893547
08i	96280	96286	10736546	10986545	-1	10890260	10890266
08i	95212	95992	10736546	10986545	-1	10890554	10891334
08i	92495	94643	10736546	10986545	-1	10891903	10894051
08i	93773	93914	10736546	10986545	-1	10892632	10892773
08i	92495	92809	10736546	10986545	-1	10893737	10894051
08i	92730	92809	10736546	10986545	-1	10893737	10893816
08i	90456	90691	10736546	10986545	-1	10895855	10896090
08i	85778	86258	10736546	10986545	-1	10900288	10900768
08i	85014	85890	10736546	10986545	-1	10900656	10901532
08i	85778	85890	10736546	10986545	-1	10900656	10900768
08i	84004	84117	10736546	10986545	-1	10902429	10902542
08i	81971	81985	10736546	10986545	-1	10904561	10904575
08i	77195	77315	10736546	10986545	-1	10909231	10909351
08i	75383	75436	10736546	10986545	-1	10911110	10911163
08i	75383	75421	10736546	10986545	-1	10911125	10911163
08i	73834	74422	10736546	10986545	-1	10912124	10912712
08i	74210	74422	10736546	10986545	-1	10912124	10912336
08i	74246	74422	10736546	10986545	-1	10912124	10912300
08i	74223	74422	10736546	10986545	-1	10912124	10912323
08i	73773	74246	10736546	10986545	-1	10912300	10912773
08i	73784	74103	10736546	10986545	-1	10912443	10912762
08i	73834	73957	10736546	10986545	-1	10912589	10912712
08i	73804	73944	10736546	10986545	-1	10912602	10912742
08i	68364	68916	10736546	10986545	-1	10917630	10918182
08i	68472	68916	10736546	10986545	-1	10917630	10918074
08i	68851	68916	10736546	10986545	-1	10917630	10917695
08i	68364	68472	10736546	10986545	-1	10918074	10918182
08i	59464	59467	10736546	10986545	-1	10927079	10927082
08i	50411	50763	10736546	10986545	-1	10935783	10936135
08i	50342	50763	10736546	10986545	-1	10935783	10936204
08i	50731	50763	10736546	10986545	-1	10935783	10935815
08i	50411	50727	10736546	10986545	-1	10935819	10936135
08i	50710	50727	10736546	10986545	-1	10935819	10935836
08i	50411	50584	10736546	10986545	-1	10935962	10936135
08i	41447	42482	10736546	10986545	-1	10944064	10945099
08i	41075	42482	10736546	10986545	-1	10944064	10945471
08i	41075	41668	10736546	10986545	-1	10944878	10945471
08i	41219	41236	10736546	10986545	-1	10945310	10945327
08i	30997	30998	10736546	10986545	-1	10955548	10955549
08i	28227	28234	10736546	10986545	-1	10958312	10958319
08i	28224	28234	10736546	10986545	-1	10958312	10958322
08i	27541	27543	10736546	10986545	-1	10959003	10959005
08i	10297	10303	10736546	10986545	-1	10976243	10976249
08i	9159	9350	10736546	10986545	-1	10977196	10977387
08i	9159	9324	10736546	10986545	-1	10977222	10977387
08i	5663	5829	10736546	10986545	-1	10980717	10980883
08i	4375	4809	10736546	10986545	-1	10981737	10982171
08i	4448	4657	10736546	10986545	-1	10981889	10982098
08i	4278	4451	10736546	10986545	-1	10982095	10982268
08i	4375	4451	10736546	10986545	-1	10982095	10982171
08i	4375	4381	10736546	10986545	-1	10982165	10982171
08i	2630	3295	10736546	10986545	-1	10983251	10983916
08i	2630	2663	10736546	10986545	-1	10983883	10983916
08i	92	644	10736546	10986545	-1	10985902	10986454
08i	92	336	10736546	10986545	-1	10986210	10986454
08h	248559	248871	10986546	11236545	-1	10987675	10987987
08h	247943	248226	10986546	11236545	-1	10988320	10988603
08h	247358	247374	10986546	11236545	-1	10989172	10989188
08h	245009	247032	10986546	11236545	-1	10989514	10991537
08h	246966	247032	10986546	11236545	-1	10989514	10989580
08h	246921	247032	10986546	11236545	-1	10989514	10989625
08h	246921	246966	10986546	11236545	-1	10989580	10989625
08h	246061	246572	10986546	11236545	-1	10989974	10990485
08h	246294	246572	10986546	11236545	-1	10989974	10990252
08h	243501	243714	10986546	11236545	-1	10992832	10993045
08h	243612	243613	10986546	11236545	-1	10992933	10992934
08h	243501	243560	10986546	11236545	-1	10992986	10993045
08h	242595	242790	10986546	11236545	-1	10993756	10993951
08h	242786	242790	10986546	11236545	-1	10993756	10993760
08h	242359	242790	10986546	11236545	-1	10993756	10994187
08h	242351	242652	10986546	11236545	-1	10993894	10994195
08h	242556	242573	10986546	11236545	-1	10993973	10993990
08h	242434	242439	10986546	11236545	-1	10994107	10994112
08h	242351	242439	10986546	11236545	-1	10994107	10994195
08h	241195	241466	10986546	11236545	-1	10995080	10995351
08h	241340	241365	10986546	11236545	-1	10995181	10995206
08h	241271	241311	10986546	11236545	-1	10995235	10995275
08h	238290	238957	10986546	11236545	-1	10997589	10998256
08h	236677	237428	10986546	11236545	-1	10999118	10999869
08h	236935	236940	10986546	11236545	-1	10999606	10999611
08h	236175	236270	10986546	11236545	-1	11000276	11000371
08h	236175	236245	10986546	11236545	-1	11000301	11000371
08h	236189	236245	10986546	11236545	-1	11000301	11000357
08h	235792	235858	10986546	11236545	-1	11000688	11000754
08h	235123	235254	10986546	11236545	-1	11001292	11001423
08h	234439	235254	10986546	11236545	-1	11001292	11002107
08h	234509	235254	10986546	11236545	-1	11001292	11002037
08h	234439	234651	10986546	11236545	-1	11001895	11002107
08h	234439	234639	10986546	11236545	-1	11001907	11002107
08h	234524	234528	10986546	11236545	-1	11002018	11002022
08h	234439	234462	10986546	11236545	-1	11002084	11002107
08h	206393	206501	10986546	11236545	-1	11030045	11030153
08h	206201	206501	10986546	11236545	-1	11030045	11030345
08h	206217	206481	10986546	11236545	-1	11030065	11030329
08h	205602	205826	10986546	11236545	-1	11030720	11030944
08h	204294	205779	10986546	11236545	-1	11030767	11032252
08h	205263	205506	10986546	11236545	-1	11031040	11031283
08h	204919	205010	10986546	11236545	-1	11031536	11031627
08h	204294	204309	10986546	11236545	-1	11032237	11032252
08h	203357	203742	10986546	11236545	-1	11032804	11033189
08h	203669	203742	10986546	11236545	-1	11032804	11032877
08h	203038	203742	10986546	11236545	-1	11032804	11033508
08h	203123	203161	10986546	11236545	-1	11033385	11033423
08h	202778	203127	10986546	11236545	-1	11033419	11033768
08h	203038	203042	10986546	11236545	-1	11033504	11033508
08h	200790	200919	10986546	11236545	-1	11035627	11035756
08h	198101	198837	10986546	11236545	-1	11037709	11038445
08h	198645	198837	10986546	11236545	-1	11037709	11037901
08h	198083	198833	10986546	11236545	-1	11037713	11038463
08h	198101	198833	10986546	11236545	-1	11037713	11038445
08h	198569	198833	10986546	11236545	-1	11037713	11037977
08h	198445	198569	10986546	11236545	-1	11037977	11038101
08h	198101	198102	10986546	11236545	-1	11038444	11038445
08h	194806	194860	10986546	11236545	-1	11041686	11041740
08h	192694	192838	10986546	11236545	-1	11043708	11043852
08h	191730	191752	10986546	11236545	-1	11044794	11044816
08h	190171	190592	10986546	11236545	-1	11045954	11046375
08h	190524	190592	10986546	11236545	-1	11045954	11046022
08h	185078	185083	10986546	11236545	-1	11051463	11051468
08h	183107	183149	10986546	11236545	-1	11053397	11053439
08h	183051	183149	10986546	11236545	-1	11053397	11053495
08h	182598	183149	10986546	11236545	-1	11053397	11053948
08h	181855	182598	10986546	11236545	-1	11053948	11054691
08h	182519	182549	10986546	11236545	-1	11053997	11054027
08h	182096	182164	10986546	11236545	-1	11054382	11054450
08h	181998	182096	10986546	11236545	-1	11054450	11054548
08h	181855	181857	10986546	11236545	-1	11054689	11054691
08h	180236	180258	10986546	11236545	-1	11056288	11056310
08h	179690	180258	10986546	11236545	-1	11056288	11056856
08h	179690	179738	10986546	11236545	-1	11056808	11056856
08h	179152	179215	10986546	11236545	-1	11057331	11057394
08h	178936	178979	10986546	11236545	-1	11057567	11057610
08h	178936	178937	10986546	11236545	-1	11057609	11057610
08h	178347	178712	10986546	11236545	-1	11057834	11058199
08h	178570	178712	10986546	11236545	-1	11057834	11057976
08h	178459	178712	10986546	11236545	-1	11057834	11058087
08h	178347	178498	10986546	11236545	-1	11058048	11058199
08h	178376	178432	10986546	11236545	-1	11058114	11058170
08h	177685	177941	10986546	11236545	-1	11058605	11058861
08h	177685	177836	10986546	11236545	-1	11058710	11058861
08h	177559	177685	10986546	11236545	-1	11058861	11058987
08h	177559	177612	10986546	11236545	-1	11058934	11058987
08h	176355	176722	10986546	11236545	-1	11059824	11060191
08h	176388	176548	10986546	11236545	-1	11059998	11060158
08h	176474	176548	10986546	11236545	-1	11059998	11060072
08h	176355	176388	10986546	11236545	-1	11060158	11060191
08h	167066	167116	10986546	11236545	-1	11069430	11069480
08h	167047	167078	10986546	11236545	-1	11069468	11069499
08h	152666	152671	10986546	11236545	-1	11083875	11083880
08h	152572	152671	10986546	11236545	-1	11083875	11083974
08h	152572	152592	10986546	11236545	-1	11083954	11083974
08h	152277	152376	10986546	11236545	-1	11084170	11084269
08h	152354	152376	10986546	11236545	-1	11084170	11084192
08h	152277	152372	10986546	11236545	-1	11084174	11084269
08h	152354	152372	10986546	11236545	-1	11084174	11084192
08h	151778	151787	10986546	11236545	-1	11084759	11084768
08h	150899	150900	10986546	11236545	-1	11085646	11085647
08h	147682	147884	10986546	11236545	-1	11088662	11088864
08h	145205	145210	10986546	11236545	-1	11091336	11091341
08h	142469	142500	10986546	11236545	-1	11094046	11094077
08h	142469	142476	10986546	11236545	-1	11094070	11094077
08h	141666	141718	10986546	11236545	-1	11094828	11094880
08h	141539	141718	10986546	11236545	-1	11094828	11095007
08h	140723	140724	10986546	11236545	-1	11095822	11095823
08h	139587	139625	10986546	11236545	-1	11096921	11096959
08h	137117	137153	10986546	11236545	-1	11099393	11099429
08h	137106	137153	10986546	11236545	-1	11099393	11099440
08h	136614	136636	10986546	11236545	-1	11099910	11099932
08h	134989	135086	10986546	11236545	-1	11101460	11101557
08h	134906	134989	10986546	11236545	-1	11101557	11101640
08h	133750	133754	10986546	11236545	-1	11102792	11102796
08h	126963	127370	10986546	11236545	-1	11109176	11109583
08h	127363	127370	10986546	11236545	-1	11109176	11109183
08h	124648	124653	10986546	11236545	-1	11111893	11111898
08h	123644	124318	10986546	11236545	-1	11112228	11112902
08h	123975	124318	10986546	11236545	-1	11112228	11112571
08h	123987	124134	10986546	11236545	-1	11112412	11112559
08h	124126	124134	10986546	11236545	-1	11112412	11112420
08h	123987	123988	10986546	11236545	-1	11112558	11112559
08h	123371	123523	10986546	11236545	-1	11113023	11113175
08h	123327	123523	10986546	11236545	-1	11113023	11113219
08h	122988	123004	10986546	11236545	-1	11113542	11113558
08h	114753	114761	10986546	11236545	-1	11121785	11121793
08h	114083	114182	10986546	11236545	-1	11122364	11122463
08h	114083	114180	10986546	11236545	-1	11122366	11122463
08h	114083	114178	10986546	11236545	-1	11122368	11122463
08h	108569	108746	10986546	11236545	-1	11127800	11127977
08h	108593	108746	10986546	11236545	-1	11127800	11127953
08h	108569	108732	10986546	11236545	-1	11127814	11127977
08h	108569	108691	10986546	11236545	-1	11127855	11127977
08h	99885	99891	10986546	11236545	-1	11136655	11136661
08h	99785	99790	10986546	11236545	-1	11136756	11136761
08h	99469	99616	10986546	11236545	-1	11136930	11137077
08h	97812	97913	10986546	11236545	-1	11138633	11138734
08h	97593	97688	10986546	11236545	-1	11138858	11138953
08h	97593	97601	10986546	11236545	-1	11138945	11138953
08h	93143	93254	10986546	11236545	-1	11143292	11143403
08h	93143	93158	10986546	11236545	-1	11143388	11143403
08h	88900	89524	10986546	11236545	-1	11147022	11147646
08h	88900	89077	10986546	11236545	-1	11147469	11147646
08h	84805	84808	10986546	11236545	-1	11151738	11151741
08h	83694	83904	10986546	11236545	-1	11152642	11152852
08h	82183	83506	10986546	11236545	-1	11153040	11154363
08h	83412	83506	10986546	11236545	-1	11153040	11153134
08h	83070	83506	10986546	11236545	-1	11153040	11153476
08h	79312	83286	10986546	11236545	-1	11153260	11157234
08h	82183	83070	10986546	11236545	-1	11153476	11154363
08h	81116	81275	10986546	11236545	-1	11155271	11155430
08h	81128	81255	10986546	11236545	-1	11155291	11155418
08h	81091	81116	10986546	11236545	-1	11155430	11155455
08h	81091	81101	10986546	11236545	-1	11155445	11155455
08h	80253	80255	10986546	11236545	-1	11156291	11156293
08h	78389	78424	10986546	11236545	-1	11158122	11158157
08h	78418	78424	10986546	11236545	-1	11158122	11158128
08h	78270	78271	10986546	11236545	-1	11158275	11158276
08h	77131	77640	10986546	11236545	-1	11158906	11159415
08h	77314	77640	10986546	11236545	-1	11158906	11159232
08h	77378	77383	10986546	11236545	-1	11159163	11159168
08h	77131	77233	10986546	11236545	-1	11159313	11159415
08h	76197	76220	10986546	11236545	-1	11160326	11160349
08h	76112	76220	10986546	11236545	-1	11160326	11160434
08h	75710	75773	10986546	11236545	-1	11160773	11160836
08h	74943	75205	10986546	11236545	-1	11161341	11161603
08h	74943	75181	10986546	11236545	-1	11161365	11161603
08h	73003	75076	10986546	11236545	-1	11161470	11163543
08h	72137	74453	10986546	11236545	-1	11162093	11164409
08h	72786	74453	10986546	11236545	-1	11162093	11163760
08h	74013	74142	10986546	11236545	-1	11162404	11162533
08h	73003	73262	10986546	11236545	-1	11163284	11163543
08h	73003	73103	10986546	11236545	-1	11163443	11163543
08h	72137	72249	10986546	11236545	-1	11164297	11164409
08h	72178	72249	10986546	11236545	-1	11164297	11164368
08h	69891	69923	10986546	11236545	-1	11166623	11166655
08h	61409	61431	10986546	11236545	-1	11175115	11175137
08h	60918	61057	10986546	11236545	-1	11175489	11175628
08h	58602	58619	10986546	11236545	-1	11177927	11177944
08h	57995	58002	10986546	11236545	-1	11178544	11178551
08h	56602	56728	10986546	11236545	-1	11179818	11179944
08h	56581	56602	10986546	11236545	-1	11179944	11179965
08h	56581	56583	10986546	11236545	-1	11179963	11179965
08h	55599	56384	10986546	11236545	-1	11180162	11180947
08h	56160	56319	10986546	11236545	-1	11180227	11180386
08h	55599	56319	10986546	11236545	-1	11180227	11180947
08h	55897	55959	10986546	11236545	-1	11180587	11180649
08h	55542	55959	10986546	11236545	-1	11180587	11181004
08h	55242	55468	10986546	11236545	-1	11181078	11181304
08h	54603	55352	10986546	11236545	-1	11181194	11181943
08h	54786	55352	10986546	11236545	-1	11181194	11181760
08h	55242	55352	10986546	11236545	-1	11181194	11181304
08h	54046	54283	10986546	11236545	-1	11182263	11182500
08h	54095	54169	10986546	11236545	-1	11182377	11182451
08h	53661	53752	10986546	11236545	-1	11182794	11182885
08h	53106	53216	10986546	11236545	-1	11183330	11183440
08h	53193	53216	10986546	11236545	-1	11183330	11183353
08h	53099	53128	10986546	11236545	-1	11183418	11183447
08h	50616	50626	10986546	11236545	-1	11185920	11185930
08h	32889	33100	10986546	11236545	-1	11203446	11203657
08h	32889	33049	10986546	11236545	-1	11203497	11203657
08h	32830	32949	10986546	11236545	-1	11203597	11203716
08h	32889	32949	10986546	11236545	-1	11203597	11203657
08h	25266	25368	10986546	11236545	-1	11211178	11211280
08h	25266	25318	10986546	11236545	-1	11211228	11211280
08h	20611	21011	10986546	11236545	-1	11215535	11215935
08h	19029	19319	10986546	11236545	-1	11217227	11217517
08h	19196	19319	10986546	11236545	-1	11217227	11217350
08h	19210	19319	10986546	11236545	-1	11217227	11217336
08h	18466	18511	10986546	11236545	-1	11218035	11218080
08h	18421	18511	10986546	11236545	-1	11218035	11218125
08h	18421	18505	10986546	11236545	-1	11218041	11218125
08h	16247	17046	10986546	11236545	-1	11219500	11220299
08h	16455	16474	10986546	11236545	-1	11220072	11220091
08h	16261	16320	10986546	11236545	-1	11220226	11220285
08h	16158	16320	10986546	11236545	-1	11220226	11220388
08h	15272	15499	10986546	11236545	-1	11221047	11221274
08h	15286	15499	10986546	11236545	-1	11221047	11221260
08h	15272	15286	10986546	11236545	-1	11221260	11221274
08h	12008	12061	10986546	11236545	-1	11224485	11224538
08h	9713	10056	10986546	11236545	-1	11226490	11226833
08h	9713	10051	10986546	11236545	-1	11226495	11226833
08h	9713	9727	10986546	11236545	-1	11226819	11226833
08h	6296	6299	10986546	11236545	-1	11230247	11230250
08h	6027	6048	10986546	11236545	-1	11230498	11230519
08h	6028	6048	10986546	11236545	-1	11230498	11230518
08h	5704	5759	10986546	11236545	-1	11230787	11230842
08h	5645	5759	10986546	11236545	-1	11230787	11230901
08h	5026	5198	10986546	11236545	-1	11231348	11231520
08h	5103	5198	10986546	11236545	-1	11231348	11231443
08h	5026	5103	10986546	11236545	-1	11231443	11231520
08h	2774	2775	10986546	11236545	-1	11233771	11233772
08h	33	453	10986546	11236545	-1	11236093	11236513
08h	7	453	10986546	11236545	-1	11236093	11236539
08h	262	374	10986546	11236545	-1	11236172	11236284
08h	7	33	10986546	11236545	-1	11236513	11236539
08g	249803	249962	11236546	11486545	-1	11236584	11236743
08g	248962	249355	11236546	11486545	-1	11237191	11237584
08g	247006	247365	11236546	11486545	-1	11239181	11239540
08g	244360	244377	11236546	11486545	-1	11242169	11242186
08g	244030	244031	11236546	11486545	-1	11242515	11242516
08g	240123	240133	11236546	11486545	-1	11246413	11246423
08g	239916	239917	11236546	11486545	-1	11246629	11246630
08g	239405	239406	11236546	11486545	-1	11247140	11247141
08g	239216	239217	11236546	11486545	-1	11247329	11247330
08g	238558	238559	11236546	11486545	-1	11247987	11247988
08g	238471	238482	11236546	11486545	-1	11248064	11248075
08g	238471	238472	11236546	11486545	-1	11248074	11248075
08g	237801	237923	11236546	11486545	-1	11248623	11248745
08g	237407	237420	11236546	11486545	-1	11249126	11249139
08g	236189	236196	11236546	11486545	-1	11250350	11250357
08g	234539	234541	11236546	11486545	-1	11252005	11252007
08g	233206	233227	11236546	11486545	-1	11253319	11253340
08g	233222	233227	11236546	11486545	-1	11253319	11253324
08g	232931	232933	11236546	11486545	-1	11253613	11253615
08g	231996	232004	11236546	11486545	-1	11254542	11254550
08g	231967	232003	11236546	11486545	-1	11254543	11254579
08g	231163	231905	11236546	11486545	-1	11254641	11255383
08g	231633	231905	11236546	11486545	-1	11254641	11254913
08g	231743	231797	11236546	11486545	-1	11254749	11254803
08g	230862	231163	11236546	11486545	-1	11255383	11255684
08g	230943	231051	11236546	11486545	-1	11255495	11255603
08g	230614	230619	11236546	11486545	-1	11255927	11255932
08g	229160	229171	11236546	11486545	-1	11257375	11257386
08g	228060	228281	11236546	11486545	-1	11258265	11258486
08g	227988	228111	11236546	11486545	-1	11258435	11258558
08g	228072	228081	11236546	11486545	-1	11258465	11258474
08g	225789	225813	11236546	11486545	-1	11260733	11260757
08g	223852	223853	11236546	11486545	-1	11262693	11262694
08g	223724	223725	11236546	11486545	-1	11262821	11262822
08g	222941	223001	11236546	11486545	-1	11263545	11263605
08g	222854	223001	11236546	11486545	-1	11263545	11263692
08g	218195	218228	11236546	11486545	-1	11268318	11268351
08g	217988	217989	11236546	11486545	-1	11268557	11268558
08g	216880	216984	11236546	11486545	-1	11269562	11269666
08g	216943	216960	11236546	11486545	-1	11269586	11269603
08g	216536	216960	11236546	11486545	-1	11269586	11270010
08g	216880	216960	11236546	11486545	-1	11269586	11269666
08g	216536	216542	11236546	11486545	-1	11270004	11270010
08g	216318	216536	11236546	11486545	-1	11270010	11270228
08g	215786	215799	11236546	11486545	-1	11270747	11270760
08g	214968	215033	11236546	11486545	-1	11271513	11271578
08g	212007	212067	11236546	11486545	-1	11274479	11274539
08g	211289	211314	11236546	11486545	-1	11275232	11275257
08g	206561	206562	11236546	11486545	-1	11279984	11279985
08g	202909	204180	11236546	11486545	-1	11282366	11283637
08g	203329	203741	11236546	11486545	-1	11282805	11283217
08g	202311	202620	11236546	11486545	-1	11283926	11284235
08g	202311	202537	11236546	11486545	-1	11284009	11284235
08g	202423	202465	11236546	11486545	-1	11284081	11284123
08g	198079	198433	11236546	11486545	-1	11288113	11288467
08g	198079	198097	11236546	11486545	-1	11288449	11288467
08g	188203	192713	11236546	11486545	-1	11293833	11298343
08g	188516	189543	11236546	11486545	-1	11297003	11298030
08g	188516	188520	11236546	11486545	-1	11298026	11298030
08g	188084	188481	11236546	11486545	-1	11298065	11298462
08g	188084	188203	11236546	11486545	-1	11298343	11298462
08g	188186	188203	11236546	11486545	-1	11298343	11298360
08g	186898	187105	11236546	11486545	-1	11299441	11299648
08g	186617	186922	11236546	11486545	-1	11299624	11299929
08g	186898	186922	11236546	11486545	-1	11299624	11299648
08g	186500	186922	11236546	11486545	-1	11299624	11300046
08g	186721	186749	11236546	11486545	-1	11299797	11299825
08g	186617	186749	11236546	11486545	-1	11299797	11299929
08g	186617	186701	11236546	11486545	-1	11299845	11299929
08g	186218	186357	11236546	11486545	-1	11300189	11300328
08g	186313	186357	11236546	11486545	-1	11300189	11300233
08g	182737	182759	11236546	11486545	-1	11303787	11303809
08g	182157	182573	11236546	11486545	-1	11303973	11304389
08g	181188	181199	11236546	11486545	-1	11305347	11305358
08g	181192	181199	11236546	11486545	-1	11305347	11305354
08g	179266	179272	11236546	11486545	-1	11307274	11307280
08g	178844	178845	11236546	11486545	-1	11307701	11307702
08g	165118	165418	11236546	11486545	-1	11321128	11321428
08g	165118	165330	11236546	11486545	-1	11321216	11321428
08g	165152	165322	11236546	11486545	-1	11321224	11321394
08g	161358	161390	11236546	11486545	-1	11325156	11325188
08g	161360	161390	11236546	11486545	-1	11325156	11325186
08g	148655	149488	11236546	11486545	-1	11337058	11337891
08g	148655	149266	11236546	11486545	-1	11337280	11337891
08g	148655	149219	11236546	11486545	-1	11337327	11337891
08g	147782	147811	11236546	11486545	-1	11338735	11338764
08g	146495	146706	11236546	11486545	-1	11339840	11340051
08g	146495	146511	11236546	11486545	-1	11340035	11340051
08g	143861	144504	11236546	11486545	-1	11342042	11342685
08g	144213	144504	11236546	11486545	-1	11342042	11342333
08g	142375	144504	11236546	11486545	-1	11342042	11344171
08g	143230	144504	11236546	11486545	-1	11342042	11343316
08g	142381	143861	11236546	11486545	-1	11342685	11344165
08g	142826	143230	11236546	11486545	-1	11343316	11343720
08g	142826	142969	11236546	11486545	-1	11343577	11343720
08g	142381	142969	11236546	11486545	-1	11343577	11344165
08g	137823	137825	11236546	11486545	-1	11348721	11348723
08g	127753	127755	11236546	11486545	-1	11358791	11358793
