"","Tract","freq"
"41134","05c_PP_DM1038_ 112043_112822",1
"41135","05c_PP_DM1038_ 112208_112259",1
"41136","05c_PP_DM1038_ 112387_112395",2
"41137","05c_PP_DM1038_ 112387_112423",1
"41138","05c_PP_DM1038_ 112387_112473",1
"41139","05c_PP_DM1038_ 112433_112473",1
"41140","05c_PP_DM1038_ 168989_168991",1
"41141","05c_PP_DM1038_ 168989_169718",1
"41142","05c_PP_DM1038_ 169584_169718",1
"41143","05c_PP_DM1038_ 169585_169718",2
"41144","05c_PP_DM1038_ 195788_195796",1
"41145","05c_PP_DM1038_ 211885_212081",1
"41146","05c_PP_DM1038_ 212019_212081",1
"41147","05c_PP_DM1038_ 246486_246603",1
"41148","05c_PP_DM1038_ 259677_259727",1
"41149","05c_PP_DM1038_ 259723_259727",2
"41150","05c_PP_DM1038_ 259723_259865",1
"41151","05c_PP_DM1038_ 275666_275835",1
"41152","05c_PP_DM1038_ 275739_275835",1
"41153","05c_PP_DM1038_ 275829_275835",2
"41154","05c_PP_DM1038_ 294554_294557",4
"41155","05c_PP_DM1038_ 31708_32073",1
"41156","05c_PP_DM1038_ 31737_32037",1
"41157","05c_PP_DM1038_ 31737_32073",1
"41158","05c_PP_DM1038_ 37548_37580",1
"41159","05c_PP_DM1038_ 397896_397958",2
"41160","05c_PP_DM1038_ 397896_398034",1
"41161","05c_PP_DM1038_ 82312_82319",1
"41162","05c_PP_DM1038_ 82312_82335",2
"41163","05c_PP_DM1054_ 110620_110629",3
"41164","05c_PP_DM1054_ 113480_113484",1
"41165","05c_PP_DM1054_ 113892_113904",3
"41166","05c_PP_DM1054_ 121850_121934",1
"41167","05c_PP_DM1054_ 121925_122998",2
"41168","05c_PP_DM1054_ 122998_123057",1
"41169","05c_PP_DM1054_ 123889_124055",3
"41170","05c_PP_DM1054_ 156894_156976",5
"41171","05c_PP_DM1054_ 160343_160557",1
"41172","05c_PP_DM1054_ 160343_160571",1
"41173","05c_PP_DM1054_ 160343_160846",2
"41174","05c_PP_DM1054_ 160441_160442",1
"41175","05c_PP_DM1054_ 171133_171204",1
"41176","05c_PP_DM1054_ 190425_190437",1
"41177","05c_PP_DM1054_ 215423_215546",1
"41178","05c_PP_DM1054_ 215423_215869",2
"41179","05c_PP_DM1054_ 215423_216035",1
"41180","05c_PP_DM1054_ 215423_219740",1
"41181","05c_PP_DM1054_ 219937_219962",1
"41182","05c_PP_DM1054_ 221932_221983",1
"41183","05c_PP_DM1054_ 22233_22368",2
"41184","05c_PP_DM1054_ 22368_22647",1
"41185","05c_PP_DM1054_ 224480_224529",2
"41186","05c_PP_DM1054_ 224480_224700",1
"41187","05c_PP_DM1054_ 224480_227258",1
"41188","05c_PP_DM1054_ 224526_224529",1
"41189","05c_PP_DM1054_ 226140_227249",1
"41190","05c_PP_DM1054_ 226300_227258",1
"41191","05c_PP_DM1054_ 226547_226554",2
"41192","05c_PP_DM1054_ 227247_227258",2
"41193","05c_PP_DM1054_ 253666_253670",1
"41194","05c_PP_DM1054_ 271383_271516",2
"41195","05c_PP_DM1054_ 272056_272184",1
"41196","05c_PP_DM1054_ 279401_279465",1
"41197","05c_PP_DM1054_ 279410_279465",3
"41198","05c_PP_DM1054_ 294279_294356",1
"41199","05c_PP_DM1054_ 294279_294399",1
"41200","05c_PP_DM1054_ 356819_356917",1
"41201","05c_PP_DM1054_ 356892_356895",2
"41202","05c_PP_DM1054_ 356892_356917",1
"41203","05c_PP_DM1054_ 381626_381715",1
"41204","05c_PP_DM1054_ 381707_382113",1
"41205","05c_PP_DM1054_ 381715_382113",1
"41206","05c_PP_DM1054_ 381804_381831",1
"41207","05c_PP_DM1054_ 381804_382113",1
"41208","05c_PP_DM1054_ 386856_386874",3
"41209","05c_PP_DM1054_ 42863_42883",4
"41210","05c_PP_DM1054_ 46889_46969",3
"41211","05c_PP_DM1054_ 69364_69365",1
"41212","05c_PP_DM1054_ 80317_80629",1
"41213","05c_PP_DM1054_ 80493_80595",1
"41214","05c_PP_DM1054_ 80493_80629",2
"41215","05c_PP_DM1054_ 80986_81006",1
"41216","05c_PP_DM1054_ 80986_81029",2
"41217","05c_PP_DM1054_ 80986_81078",1
"41218","05c_PP_DM1054_ 80986_81233",1
"41219","05c_PP_DM1054_ 94193_94410",2
"41220","05c_PP_DM1081_ 16701_16867",1
"41221","05c_PP_DM1081_ 175235_175363",1
"41222","05c_PP_DM1081_ 235991_236012",1
"41223","05c_PP_DM1081_ 248534_248536",1
"41224","05c_PP_DM1081_ 252394_252396",1
"41225","05c_PP_DM1081_ 281806_281914",1
"41226","05c_PP_DM1081_ 283399_284458",1
"41227","05c_PP_DM1081_ 283416_283697",1
"41228","05c_PP_DM1081_ 283416_283907",1
"41229","05c_PP_DM1081_ 283517_283536",1
"41230","05c_PP_DM1081_ 284208_284458",2
"41231","05c_PP_DM1081_ 284209_284287",1
"41232","05c_PP_DM1081_ 284209_284458",1
"41233","05c_PP_DM1081_ 307973_308085",3
"41234","05c_PP_DM1081_ 307973_308159",1
"41235","05c_PP_DM1081_ 329065_329114",1
"41236","05c_PP_DM1081_ 370899_370921",2
"41237","05c_PP_DM1081_ 387565_387643",4
"41238","05c_PP_DM1081_ 387565_388186",1
"41239","05c_PP_DM1081_ 400690_401222",1
"41240","05c_PP_DM1081_ 401202_401222",2
"41241","05c_PP_DM1084_ 108743_108744",1
"41242","05c_PP_DM1084_ 115675_115690",5
"41243","05c_PP_DM1084_ 120361_120887",1
"41244","05c_PP_DM1084_ 120887_121151",1
"41245","05c_PP_DM1084_ 120887_121280",1
"41246","05c_PP_DM1084_ 120887_121685",2
"41247","05c_PP_DM1084_ 121151_121280",1
"41248","05c_PP_DM1084_ 121680_121685",1
"41249","05c_PP_DM1084_ 127520_127633",1
"41250","05c_PP_DM1084_ 127520_127699",1
"41251","05c_PP_DM1084_ 127520_127798",1
"41252","05c_PP_DM1084_ 127520_127867",1
"41253","05c_PP_DM1084_ 127777_127798",1
"41254","05c_PP_DM1084_ 141474_141632",1
"41255","05c_PP_DM1084_ 147122_147387",2
"41256","05c_PP_DM1084_ 164705_164752",1
"41257","05c_PP_DM1084_ 177336_177343",1
"41258","05c_PP_DM1084_ 177336_177360",1
"41259","05c_PP_DM1084_ 223500_223621",1
"41260","05c_PP_DM1084_ 239423_239638",2
"41261","05c_PP_DM1084_ 239638_239700",1
"41262","05c_PP_DM1084_ 25607_25737",1
"41263","05c_PP_DM1084_ 266554_266555",3
"41264","05c_PP_DM1084_ 290435_290457",1
"41265","05c_PP_DM1084_ 290435_290479",1
"41266","05c_PP_DM1084_ 290435_290493",1
"41267","05c_PP_DM1084_ 291612_291659",1
"41268","05c_PP_DM1084_ 291612_291668",1
"41269","05c_PP_DM1084_ 304860_304900",1
"41270","05c_PP_DM1084_ 310903_310934",1
"41271","05c_PP_DM1084_ 356530_356532",1
"41272","05c_PP_DM1084_ 35858_36035",1
"41273","05c_PP_DM1084_ 35867_36035",2
"41274","05c_PP_DM1084_ 35898_35901",1
"41275","05c_PP_DM1084_ 35973_36035",2
"41276","05c_PP_DM1084_ 374001_374009",3
"41277","05c_PP_DM1084_ 374001_374136",1
"41278","05c_PP_DM1084_ 383787_383881",1
"41279","05c_PP_DM1084_ 383787_383908",3
"41280","05c_PP_DM1084_ 383900_383908",1
"41281","05c_PP_DM1084_ 388736_388768",1
"41282","05c_PP_DM1084_ 388736_389306",1
"41283","05c_PP_DM1084_ 389146_389306",3
"41284","05c_PP_JR83_ 109358_109362",2
"41285","05c_PP_JR83_ 135463_135486",2
"41286","05c_PP_JR83_ 138819_138982",1
"41287","05c_PP_JR83_ 138840_138982",2
"41288","05c_PP_JR83_ 139832_139860",2
"41289","05c_PP_JR83_ 145158_145326",4
"41290","05c_PP_JR83_ 152296_152326",1
"41291","05c_PP_JR83_ 152307_152326",4
"41292","05c_PP_JR83_ 152895_152925",1
"41293","05c_PP_JR83_ 169905_169914",1
"41294","05c_PP_JR83_ 17073_17213",1
"41295","05c_PP_JR83_ 17073_17791",1
"41296","05c_PP_JR83_ 17213_17336",1
"41297","05c_PP_JR83_ 17336_17791",1
"41298","05c_PP_JR83_ 187661_187835",1
"41299","05c_PP_JR83_ 188766_188778",2
"41300","05c_PP_JR83_ 188965_189009",1
"41301","05c_PP_JR83_ 191378_191388",1
"41302","05c_PP_JR83_ 191378_191826",1
"41303","05c_PP_JR83_ 191378_192083",2
"41304","05c_PP_JR83_ 191706_192083",1
"41305","05c_PP_JR83_ 193296_193407",1
"41306","05c_PP_JR83_ 193296_193409",1
"41307","05c_PP_JR83_ 193339_193409",1
"41308","05c_PP_JR83_ 193391_193409",1
"41309","05c_PP_JR83_ 198443_198466",1
"41310","05c_PP_JR83_ 222262_223028",1
"41311","05c_PP_JR83_ 222460_223028",1
"41312","05c_PP_JR83_ 222980_223028",1
"41313","05c_PP_JR83_ 223016_223028",2
"41314","05c_PP_JR83_ 228448_229550",1
"41315","05c_PP_JR83_ 228879_229339",1
"41316","05c_PP_JR83_ 230012_230860",1
"41317","05c_PP_JR83_ 245180_245188",1
"41318","05c_PP_JR83_ 257196_257208",1
"41319","05c_PP_JR83_ 280437_280442",1
"41320","05c_PP_JR83_ 284584_285160",1
"41321","05c_PP_JR83_ 284674_284699",1
"41322","05c_PP_JR83_ 284674_284717",1
"41323","05c_PP_JR83_ 284674_285160",1
"41324","05c_PP_JR83_ 284717_284797",1
"41325","05c_PP_JR83_ 284751_284796",1
"41326","05c_PP_JR83_ 297863_298037",1
"41327","05c_PP_JR83_ 307943_308005",1
"41328","05c_PP_JR83_ 354842_355131",1
"41329","05c_PP_JR83_ 355111_355131",1
"41330","05c_PP_JR83_ 360722_360958",1
"41331","05c_PP_JR83_ 360949_360958",2
"41332","05c_PP_JR83_ 370757_370765",1
"41333","05c_PP_JR83_ 373967_375031",1
"41334","05c_PP_JR83_ 374813_375071",1
"41335","05c_PP_JR83_ 375031_375071",1
"41336","05c_PP_JR83_ 384911_385665",2
"41337","05c_PP_JR83_ 384911_385775",1
"41338","05c_PP_JR83_ 385632_385775",1
"41339","05c_PP_JR83_ 385632_385792",1
"41340","05c_PP_JR83_ 385775_386266",1
"41341","05c_PP_JR83_ 386181_386184",2
"41342","05c_PP_JR83_ 392699_393044",2
"41343","05c_PP_JR83_ 393044_394126",1
"41344","05c_PP_JR83_ 394072_394346",1
"41345","05c_PP_JR83_ 396179_396565",1
"41346","05c_PP_JR83_ 42262_42334",1
"41347","05c_PP_JR83_ 42262_42338",1
"41348","05c_PP_JR83_ 74906_74907",5
"41349","05c_PP_JR83_ 76072_76088",1
"41350","05c_ST_JR138_ 200033_200040",4
"41351","05c_ST_JR138_ 233787_233814",2
"41352","05c_ST_JR138_ 234970_235078",5
"41353","05c_ST_JR138_ 243703_243719",2
"41354","05c_ST_JR138_ 243703_247361",1
"41355","05c_ST_JR138_ 265113_265179",3
"41356","05c_ST_JR138_ 266396_267145",1
"41357","05c_ST_JR138_ 276686_276728",2
"41358","05c_ST_JR138_ 286517_286529",4
"41359","05c_ST_JR138_ 294663_295245",2
"41360","05c_ST_JR138_ 294851_295245",1
"41361","05c_ST_JR138_ 319444_319468",2
"41362","05c_ST_JR138_ 360632_360792",1
"41363","05c_ST_JR138_ 377364_377415",1
"41364","05c_ST_JR158_ 124847_125162",2
"41365","05c_ST_JR158_ 180655_180718",1
"41366","05c_ST_JR158_ 182155_185355",1
"41367","05c_ST_JR158_ 183247_183250",4
"41368","05c_ST_JR158_ 185292_185355",2
"41369","05c_ST_JR158_ 185314_185355",1
"41370","05c_ST_JR158_ 18956_19665",1
"41371","05c_ST_JR158_ 198424_198496",1
"41372","05c_ST_JR158_ 234110_234438",1
"41373","05c_ST_JR158_ 234237_234550",1
"41374","05c_ST_JR158_ 243253_243366",2
"41375","05c_ST_JR158_ 272968_272975",1
"41376","05c_ST_JR158_ 310406_312059",1
"41377","05c_ST_JR158_ 344300_345090",1
"41378","05c_ST_JR158_ 345090_345188",1
"41379","05c_ST_JR158_ 379866_379902",2
"41380","05c_ST_JR158_ 379866_379983",2
"41381","05c_ST_JR158_ 379866_383849",1
"41382","05c_ST_JR158_ 379963_379972",1
"41383","05c_ST_JR158_ 379963_379983",1
"41384","05c_ST_JR158_ 47164_48697",1
"41385","05c_ST_JR158_ 84457_85469",1
"41386","05c_ST_JR158_ 84470_84473",2
"41387","05c_ST_JR158_ 84470_84494",1
"41388","05c_ST_JR158_ 84470_84619",1
"41389","05c_ST_JR158_ 92035_97692",1
"41390","05c_ST_JR158_ 93142_93561",1
"41391","05c_ST_JR158_ 93348_93526",2
"41392","05c_ST_JR158_ 93397_93681",1
"41393","05c_ST_JR158_ 97645_97692",1
"41394","05c_ST_JR158_ 97645_97693",1
"41395","05c_ST_JR158_ 97655_97692",1
"41396","05c_ST_JR209_ 109362_109381",1
"41397","05c_ST_JR209_ 109362_109573",3
"41398","05c_ST_JR209_ 109391_109573",1
"41399","05c_ST_JR209_ 129963_130497",2
"41400","05c_ST_JR209_ 131950_132100",3
"41401","05c_ST_JR209_ 131950_132460",1
"41402","05c_ST_JR209_ 141293_141615",1
"41403","05c_ST_JR209_ 175695_175704",1
"41404","05c_ST_JR209_ 17617_17715",2
"41405","05c_ST_JR209_ 17617_18089",2
"41406","05c_ST_JR209_ 17686_17700",1
"41407","05c_ST_JR209_ 17893_17946",1
"41408","05c_ST_JR209_ 18014_18089",3
"41409","05c_ST_JR209_ 223929_225407",1
"41410","05c_ST_JR209_ 223938_223948",1
"41411","05c_ST_JR209_ 223948_225637",1
"41412","05c_ST_JR209_ 224771_224790",1
"41413","05c_ST_JR209_ 224789_224790",1
"41414","05c_ST_JR209_ 224805_225637",1
"41415","05c_ST_JR209_ 225279_225637",1
"41416","05c_ST_JR209_ 235318_236707",1
"41417","05c_ST_JR209_ 235363_236313",1
"41418","05c_ST_JR209_ 235368_245298",1
"41419","05c_ST_JR209_ 235675_235994",1
"41420","05c_ST_JR209_ 235905_235994",1
"41421","05c_ST_JR209_ 236310_236313",1
"41422","05c_ST_JR209_ 236312_236313",1
"41423","05c_ST_JR209_ 236543_236544",1
"41424","05c_ST_JR209_ 236543_236707",2
"41425","05c_ST_JR209_ 236657_236707",1
"41426","05c_ST_JR209_ 245298_245303",1
"41427","05c_ST_JR209_ 258161_258179",1
"41428","05c_ST_JR209_ 292561_292622",1
"41429","05c_ST_JR209_ 292561_292985",1
"41430","05c_ST_JR209_ 292579_292622",1
"41431","05c_ST_JR209_ 292579_293711",1
"41432","05c_ST_JR209_ 292985_293381",1
"41433","05c_ST_JR209_ 293309_293591",1
"41434","05c_ST_JR209_ 293309_295053",1
"41435","05c_ST_JR209_ 293679_293711",1
"41436","05c_ST_JR209_ 295766_297228",1
"41437","05c_ST_JR209_ 295871_295922",2
"41438","05c_ST_JR209_ 295871_296258",1
"41439","05c_ST_JR209_ 295922_297228",1
"41440","05c_ST_JR209_ 296107_296258",1
"41441","05c_ST_JR209_ 296196_296258",1
"41442","05c_ST_JR209_ 296671_296850",1
"41443","05c_ST_JR209_ 296671_296931",1
"41444","05c_ST_JR209_ 296671_297228",1
"41445","05c_ST_JR209_ 296917_296931",1
"41446","05c_ST_JR209_ 337193_337226",3
"41447","05c_ST_JR209_ 343712_343725",1
"41448","05c_ST_JR209_ 367458_367461",2
"41449","05c_ST_JR209_ 375900_375901",1
"41450","05c_ST_JR209_ 379772_380779",1
"41451","05c_ST_JR209_ 392875_393545",1
"41452","05c_ST_JR209_ 402819_402821",1
"41453","05c_ST_JR209_ 48027_48311",1
"41454","05c_ST_JR209_ 48027_49056",1
"41455","05c_ST_JR209_ 48471_48475",2
"41456","05c_ST_JR209_ 48659_48718",1
"41457","05c_ST_JR209_ 65062_66386",1
"41458","05c_ST_JR209_ 65062_67213",1
"41459","05c_ST_JR209_ 65200_65205",1
"41460","05c_ST_JR209_ 65200_65248",2
"41461","05c_ST_JR209_ 65234_65248",1
"41462","05c_ST_JR209_ 65275_65796",1
"41463","05c_ST_JR209_ 65517_65796",1
"41464","05c_ST_JR209_ 65792_65796",1
"41465","05c_ST_JR209_ 66359_66386",1
"41466","05c_ST_JR209_ 66371_66386",1
"41467","05c_ST_JR209_ 66380_66386",1
"41468","05c_ST_JR209_ 67129_67173",1
"41469","05c_ST_JR209_ 67129_67213",1
"41470","05c_ST_JR209_ 67156_67213",2
"41471","05c_ST_JR209_ 73650_73727",2
"41472","05c_ST_JR209_ 73650_74992",1
"41473","05c_ST_JR209_ 74039_75043",1
"41474","05c_ST_JR209_ 74057_74135",1
"41475","05c_ST_JR209_ 74057_74176",1
"41476","05c_ST_JR209_ 74135_74412",1
"41477","05c_ST_JR209_ 74400_74417",2
"41478","05c_ST_JR209_ 74628_74641",1
"41479","05c_ST_JR209_ 74719_74798",1
"41480","05c_ST_JR209_ 74903_74992",1
"41481","05c_ST_JR72_ 10762_11023",1
"41482","05c_ST_JR72_ 127699_127777",1
"41483","05c_ST_JR72_ 127699_127960",1
"41484","05c_ST_JR72_ 127759_127993",1
"41485","05c_ST_JR72_ 127930_127993",3
"41486","05c_ST_JR72_ 170716_170917",1
"41487","05c_ST_JR72_ 170716_171055",2
"41488","05c_ST_JR72_ 170817_170821",2
"41489","05c_ST_JR72_ 174606_179693",1
"41490","05c_ST_JR72_ 193848_194077",2
"41491","05c_ST_JR72_ 193848_194562",1
"41492","05c_ST_JR72_ 194562_194907",1
"41493","05c_ST_JR72_ 203673_204731",1
"41494","05c_ST_JR72_ 204689_204731",2
"41495","05c_ST_JR72_ 229130_229356",2
"41496","05c_ST_JR72_ 229130_229398",1
"41497","05c_ST_JR72_ 229145_229356",1
"41498","05c_ST_JR72_ 229207_229356",1
"41499","05c_ST_JR72_ 258326_258333",1
"41500","05c_ST_JR72_ 258326_258345",1
"41501","05c_ST_JR72_ 258333_258345",2
"41502","05c_ST_JR72_ 259791_259829",1
"41503","05c_ST_JR72_ 270540_270571",3
"41504","05c_ST_JR72_ 331654_331862",2
"41505","05c_ST_JR72_ 331859_331862",1
"41506","05c_ST_JR72_ 331859_332046",1
"41507","05c_ST_JR72_ 42519_42527",1
"41508","05c_ST_JR72_ 53086_53164",1
"41509","05c_ST_JR72_ 53086_56025",1
"41510","05c_ST_JR72_ 53086_56382",1
"41511","05c_ST_JR72_ 53150_53164",2
"41512","05c_ST_JR72_ 54666_54718",2
"41513","05c_ST_JR72_ 79461_79624",2
"41514","05c_ST_JR72_ 79540_79624",1
"41515","05c_ST_JR72_ 79618_79624",1
"41516","05c_ST_JR72_ 87744_90020",1
"41517","05c_ST_JR84_ 161915_161916",1
"41518","05c_ST_JR84_ 161915_161984",3
"41519","05c_ST_JR84_ 186613_186733",1
"41520","05c_ST_JR84_ 186726_186733",2
"41521","05c_ST_JR84_ 186729_186733",1
"41522","05c_ST_JR84_ 195320_195713",2
"41523","05c_ST_JR84_ 195320_195839",1
"41524","05c_ST_JR84_ 227300_227308",3
"41525","05c_ST_JR84_ 246203_247288",1
"41526","05c_ST_JR84_ 247287_247288",2
"41527","05c_ST_JR84_ 254068_254704",1
"41528","05c_ST_JR84_ 254107_254111",3
"41529","05c_ST_JR84_ 254107_254126",1
"41530","05c_ST_JR84_ 254704_254797",1
"41531","05c_ST_JR84_ 270297_270333",1
"41532","05c_ST_JR84_ 313588_313746",1
"41533","05c_ST_JR84_ 315377_315593",1
"41534","05c_ST_JR84_ 359673_360031",3
"41535","05c_ST_JR84_ 359673_365050",1
"41536","05c_ST_JR84_ 360318_360331",1
"41537","05c_ST_JR84_ 366284_366342",4
"41538","05c_ST_JR84_ 384352_384359",2
"41539","05c_ST_JR84_ 384352_384557",1
"41540","05c_ST_JR84_ 384359_384557",1
"41541","05c_ST_JR84_ 384554_384557",2
"41542","05c_ST_JR84_ 87004_87583",1
"41543","05c_ST_JR84_ 87329_87521",1
"41544","05c_ST_JR84_ 87401_87448",1
"41545","05c_ST_JR84_ 87515_87521",3
"41546","05c_ST_JR84_ 87560_87583",1
"41547","05c_ST_JR91_ 101672_103526",1
"41548","05c_ST_JR91_ 102255_102270",3
"41549","05c_ST_JR91_ 102608_102844",1
"41550","05c_ST_JR91_ 102608_102875",1
"41551","05c_ST_JR91_ 102608_102955",1
"41552","05c_ST_JR91_ 103363_103406",1
"41553","05c_ST_JR91_ 103363_103526",2
"41554","05c_ST_JR91_ 103434_103526",1
"41555","05c_ST_JR91_ 107881_108360",1
"41556","05c_ST_JR91_ 108360_108564",1
"41557","05c_ST_JR91_ 108360_108729",1
"41558","05c_ST_JR91_ 108564_108729",1
"41559","05c_ST_JR91_ 206224_214576",1
"41560","05c_ST_JR91_ 214576_215117",1
"41561","05c_ST_JR91_ 215032_215052",1
"41562","05c_ST_JR91_ 215052_215117",1
"41563","05c_ST_JR91_ 228908_228925",1
"41564","05c_ST_JR91_ 238696_238916",1
"41565","05c_ST_JR91_ 238876_238916",3
"41566","05c_ST_JR91_ 242958_243236",1
"41567","05c_ST_JR91_ 242958_244367",1
"41568","05c_ST_JR91_ 243317_244367",1
"41569","05c_ST_JR91_ 243740_244367",2
"41570","05c_ST_JR91_ 244359_244367",1
"41571","05c_ST_JR91_ 31953_32562",1
"41572","05c_ST_JR91_ 31953_38645",1
"41573","05c_ST_JR91_ 32562_32648",1
"41574","05c_ST_JR91_ 32647_32648",1
"41575","05c_ST_JR91_ 330258_330296",1
"41576","05c_ST_JR91_ 330258_330337",4
"41577","05c_ST_JR91_ 342209_342269",1
"41578","05c_ST_JR91_ 342269_342319",2
"41579","05c_ST_JR91_ 36550_36760",1
"41580","05c_ST_JR91_ 36550_40163",1
"41581","05c_ST_JR91_ 36659_36692",1
"41582","05c_ST_JR91_ 370646_370708",2
"41583","05c_ST_JR91_ 379602_379617",1
"41584","05c_ST_JR91_ 379602_379692",1
"41585","05c_ST_JR91_ 379615_379692",2
"41586","05c_ST_JR91_ 379692_379726",1
"41587","05c_ST_JR91_ 39317_40163",1
"41588","05c_ST_JR91_ 39470_39727",1
"41589","05c_ST_JR91_ 39727_39741",1
"41590","05c_ST_JR91_ 40113_40163",3
"41591","05c_ST_JR91_ 401281_401291",3
"41592","05c_ST_JR91_ 401281_402643",1
"41593","05c_ST_JR91_ 46969_52093",1
"41594","05c_ST_JR91_ 50339_52298",1
"41595","05c_ST_JR91_ 51059_51111",2
"41596","05c_ST_JR91_ 51451_51937",1
"41597","05c_ST_JR91_ 57215_57218",4
"41598","05c_ST_JR91_ 67262_67627",2
"41599","05c_ST_JR91_ 67313_67627",2
"41600","05c_ST_JR91_ 99802_103526",1
"41601","05c_ST_MSH177_ 104806_104863",1
"41602","05c_ST_MSH177_ 163260_163620",1
"41603","05c_ST_MSH177_ 163484_163620",1
"41604","05c_ST_MSH177_ 163490_163511",1
"41605","05c_ST_MSH177_ 163612_163620",3
"41606","05c_ST_MSH177_ 164184_164245",1
"41607","05c_ST_MSH177_ 164184_164428",1
"41608","05c_ST_MSH177_ 164237_164245",2
"41609","05c_ST_MSH177_ 164237_164428",1
"41610","05c_ST_MSH177_ 174847_174865",2
"41611","05c_ST_MSH177_ 176049_178510",2
"41612","05c_ST_MSH177_ 178124_178192",1
"41613","05c_ST_MSH177_ 180535_180536",1
"41614","05c_ST_MSH177_ 180535_180683",1
"41615","05c_ST_MSH177_ 191571_193037",1
"41616","05c_ST_MSH177_ 191581_191832",1
"41617","05c_ST_MSH177_ 191832_192018",1
"41618","05c_ST_MSH177_ 191915_192018",1
"41619","05c_ST_MSH177_ 197731_197786",1
"41620","05c_ST_MSH177_ 197731_197896",1
"41621","05c_ST_MSH177_ 197765_197786",1
"41622","05c_ST_MSH177_ 197786_197824",1
"41623","05c_ST_MSH177_ 197801_197896",1
"41624","05c_ST_MSH177_ 219565_231868",1
"41625","05c_ST_MSH177_ 231756_231902",1
"41626","05c_ST_MSH177_ 231781_231868",1
"41627","05c_ST_MSH177_ 231810_231868",2
"41628","05c_ST_MSH177_ 261754_261756",1
"41629","05c_ST_MSH177_ 261754_264527",1
"41630","05c_ST_MSH177_ 263031_264527",1
"41631","05c_ST_MSH177_ 264302_264527",1
"41632","05c_ST_MSH177_ 264516_264527",1
"41633","05c_ST_MSH177_ 270234_270246",1
"41634","05c_ST_MSH177_ 277084_277345",1
"41635","05c_ST_MSH177_ 277086_277107",2
"41636","05c_ST_MSH177_ 277414_277431",1
"41637","05c_ST_MSH177_ 339780_341770",1
"41638","05c_ST_MSH177_ 341522_341770",1
"41639","05c_ST_MSH177_ 341758_341770",2
"41640","05c_ST_MSH177_ 342702_342752",1
"41641","05c_ST_MSH177_ 347328_347345",1
"41642","05c_ST_MSH177_ 347328_348220",1
"41643","05c_ST_MSH177_ 347592_347647",1
"41644","05c_ST_MSH177_ 347592_347716",2
"41645","05c_ST_MSH177_ 347917_348220",1
"41646","05c_ST_MSH177_ 351557_351642",1
"41647","05c_ST_MSH177_ 351564_351642",2
"41648","05c_ST_MSH177_ 351588_351642",1
"41649","05c_ST_MSH177_ 362878_368652",1
"41650","05c_ST_MSH177_ 368652_368657",1
"41651","05c_ST_MSH177_ 372831_372844",2
"41652","05c_ST_MSH177_ 377364_377787",1
"41653","05c_ST_MSH177_ 377576_377787",1
"41654","05c_ST_MSH177_ 377576_377793",2
"41655","05c_ST_MSH177_ 377602_377604",1
"41656","05c_ST_MSH177_ 377787_377874",1
"41657","05c_ST_MSH177_ 385600_385693",1
"41658","05c_ST_MSH177_ 385600_386068",1
"41659","05c_ST_MSH177_ 385600_390951",1
"41660","05c_ST_MSH177_ 386032_386068",1
"41661","05c_ST_MSH217_ 210952_211408",1
"41662","05c_ST_MSH217_ 210952_211810",1
"41663","05c_ST_MSH217_ 211069_211078",1
"41664","05c_ST_MSH217_ 211069_211810",2
"41665","05c_ST_MSH217_ 211408_211810",1
"41666","05c_ST_MSH217_ 229834_229853",3
"41667","05c_ST_MSH217_ 240938_240992",1
"41668","05c_ST_MSH217_ 240938_241278",1
"41669","05c_ST_MSH217_ 240938_246483",1
"41670","05c_ST_MSH217_ 241027_241278",2
"41671","05c_ST_MSH217_ 246091_246483",1
"41672","05c_ST_MSH217_ 246479_246483",3
"41673","05c_ST_MSH217_ 299813_304860",1
"41674","05c_ST_MSH217_ 301730_303701",1
"41675","05c_ST_MSH217_ 303701_303832",1
"41676","05c_ST_MSH217_ 314751_314808",2
"41677","05c_ST_MSH217_ 334108_334109",2
"41678","05c_ST_MSH217_ 334108_334998",1
"41679","05c_ST_MSH217_ 334858_334998",1
"41680","05c_ST_MSH217_ 363190_363418",1
"41681","05c_TL_MA1959_ 102861_102913",3
"41682","05c_TL_MA1959_ 105412_105547",2
"41683","05c_TL_MA1959_ 105456_105547",1
"41684","05c_TL_MA1959_ 120503_120513",3
"41685","05c_TL_MA1959_ 148869_148902",1
"41686","05c_TL_MA1959_ 153451_153661",1
"41687","05c_TL_MA1959_ 183246_183488",1
"41688","05c_TL_MA1959_ 183247_183250",1
"41689","05c_TL_MA1959_ 187593_187661",2
"41690","05c_TL_MA1959_ 193262_193402",1
"41691","05c_TL_MA1959_ 195435_195886",1
"41692","05c_TL_MA1959_ 195560_195749",1
"41693","05c_TL_MA1959_ 195795_195886",1
"41694","05c_TL_MA1959_ 226632_226815",1
"41695","05c_TL_MA1959_ 226632_226865",2
"41696","05c_TL_MA1959_ 226632_227190",1
"41697","05c_TL_MA1959_ 226632_227258",1
"41698","05c_TL_MA1959_ 226827_226866",1
"41699","05c_TL_MA1959_ 227190_227269",1
"41700","05c_TL_MA1959_ 227953_228720",1
"41701","05c_TL_MA1959_ 228451_228720",2
"41702","05c_TL_MA1959_ 228451_228925",1
"41703","05c_TL_MA1959_ 229853_230012",1
"41704","05c_TL_MA1959_ 254160_254416",2
"41705","05c_TL_MA1959_ 26291_26316",5
