Transcript_ID,Ori,Exon,Pos_Beg,Pos_End
GA31519-RA ,1,1,10278861,10279077
GA31519-RA ,1,2,10279134,10279210
GA31954-RA ,-1,1,10281125,10281228
GA31954-RA ,-1,2,10281294,10281358
GA31954-RA ,-1,3,10281448,10281593
GA31954-RD ,-1,1,10281125,10281225
GA31954-RD ,-1,2,10281294,10281358
GA31954-RD ,-1,3,10281448,10281593
GA24864-RA ,1,1,10282215,10282248
GA24864-RA ,1,2,10282312,10283312
GA14118-RA ,1,1,10296495,10296837
GA14118-RA ,1,2,10296903,10297069
GA12586-RA ,1,1,10298642,10298729
GA12586-RA ,1,2,10298790,10298876
GA12586-RA ,1,3,10298947,10299288
GA12586-RA ,1,4,10299346,10300736
GA24308-RA ,-1,1,10308302,10308871
GA10829-RA ,-1,1,10310184,10311047
GA17246-RK ,1,1,10387441,10387588
GA17246-RK ,1,2,10422195,10422327
GA17246-RK ,1,3,10424610,10424815
GA17246-RK ,1,4,10426400,10426513
GA17246-RK ,1,5,10427144,10427353
GA17246-RK ,1,6,10427450,10427601
GA17246-RK ,1,7,10428318,10428462
GA17246-RK ,1,8,10430030,10430160
GA17246-RK ,1,9,10430853,10431012
GA17246-RK ,1,10,10431445,10431659
GA17246-RK ,1,11,10431962,10432043
GA17246-RK ,1,12,10432424,10432583
GA17246-RK ,1,13,10432906,10433042
GA17246-RK ,1,14,10433461,10433634
GA17246-RK ,1,15,10434568,10434987
GA17246-RK ,1,16,10435098,10435405
GA17246-RK ,1,17,10436632,10436937
GA17246-RK ,1,18,10438728,10439066
GA17246-RK ,1,19,10440711,10440821
GA17246-RD ,1,1,10387441,10387588
GA17246-RD ,1,2,10422195,10422327
GA17246-RD ,1,3,10424610,10424815
GA17246-RD ,1,4,10426400,10426513
GA17246-RD ,1,5,10427144,10427353
GA17246-RD ,1,6,10427450,10427601
GA17246-RD ,1,7,10428318,10428462
GA17246-RD ,1,8,10430030,10430160
GA17246-RD ,1,9,10430853,10431012
GA17246-RD ,1,10,10431445,10431659
GA17246-RD ,1,11,10431962,10432043
GA17246-RD ,1,12,10432424,10432583
GA17246-RD ,1,13,10432906,10433042
GA17246-RD ,1,14,10433461,10433634
GA17246-RD ,1,15,10434568,10434996
GA17246-RD ,1,16,10435098,10435405
GA17246-RD ,1,17,10436632,10436781
GA17246-RD ,1,18,10438728,10439066
GA17246-RD ,1,19,10440711,10440821
GA17246-RF ,1,1,10387441,10387588
GA17246-RF ,1,2,10422195,10422327
GA17246-RF ,1,3,10424610,10424815
GA17246-RF ,1,4,10426400,10426513
GA17246-RF ,1,5,10427144,10427353
GA17246-RF ,1,6,10427450,10427601
GA17246-RF ,1,7,10428318,10428462
GA17246-RF ,1,8,10430030,10430160
GA17246-RF ,1,9,10430853,10431012
GA17246-RF ,1,10,10431445,10431659
GA17246-RF ,1,11,10431962,10432043
GA17246-RF ,1,12,10432424,10432583
GA17246-RF ,1,13,10432906,10433042
GA17246-RF ,1,14,10433461,10433634
GA17246-RF ,1,15,10434568,10434996
GA17246-RF ,1,16,10435098,10435405
GA17246-RF ,1,17,10436632,10436781
GA17246-RF ,1,18,10440711,10440821
GA17246-RG ,1,1,10387441,10387588
GA17246-RG ,1,2,10422195,10422327
GA17246-RG ,1,3,10424610,10424815
GA17246-RG ,1,4,10426400,10426513
GA17246-RG ,1,5,10427144,10427353
GA17246-RG ,1,6,10427450,10427601
GA17246-RG ,1,7,10428318,10428462
GA17246-RG ,1,8,10430030,10430160
GA17246-RG ,1,9,10430853,10431012
GA17246-RG ,1,10,10431445,10431659
GA17246-RG ,1,11,10431962,10432043
GA17246-RG ,1,12,10432424,10432583
GA17246-RG ,1,13,10432906,10433042
GA17246-RG ,1,14,10433461,10433634
GA17246-RG ,1,15,10434568,10434987
GA17246-RG ,1,16,10435098,10435405
GA17246-RG ,1,17,10436632,10436781
GA17246-RG ,1,18,10438728,10439066
GA17246-RG ,1,19,10440711,10440821
GA17246-RH ,1,1,10387441,10387588
GA17246-RH ,1,2,10422195,10422327
GA17246-RH ,1,3,10424610,10424815
GA17246-RH ,1,4,10426400,10426513
GA17246-RH ,1,5,10427144,10427353
GA17246-RH ,1,6,10427450,10427601
GA17246-RH ,1,7,10428318,10428462
GA17246-RH ,1,8,10430030,10430160
GA17246-RH ,1,9,10430853,10431012
GA17246-RH ,1,10,10431445,10431659
GA17246-RH ,1,11,10431962,10432043
GA17246-RH ,1,12,10432424,10432583
GA17246-RH ,1,13,10432906,10433042
GA17246-RH ,1,14,10433461,10433634
GA17246-RH ,1,15,10434568,10434996
GA17246-RH ,1,16,10435098,10435405
GA17246-RH ,1,17,10436632,10436781
GA17246-RH ,1,18,10438728,10439066
GA17246-RH ,1,19,10440711,10440821
GA17246-RI ,1,1,10387441,10387588
GA17246-RI ,1,2,10422195,10422327
GA17246-RI ,1,3,10424610,10424815
GA17246-RI ,1,4,10426400,10426513
GA17246-RI ,1,5,10427144,10427353
GA17246-RI ,1,6,10427450,10427601
GA17246-RI ,1,7,10428318,10428462
GA17246-RI ,1,8,10430030,10430160
GA17246-RI ,1,9,10430853,10431012
GA17246-RI ,1,10,10431445,10431659
GA17246-RI ,1,11,10431962,10432043
GA17246-RI ,1,12,10432424,10432583
GA17246-RI ,1,13,10432906,10433042
GA17246-RI ,1,14,10434568,10434996
GA17246-RI ,1,15,10435098,10435405
GA17246-RI ,1,16,10436632,10436781
GA17246-RI ,1,17,10438728,10439066
GA17246-RI ,1,18,10440711,10440821
GA17246-RJ ,1,1,10387441,10387588
GA17246-RJ ,1,2,10422195,10422327
GA17246-RJ ,1,3,10424610,10424815
GA17246-RJ ,1,4,10426400,10426513
GA17246-RJ ,1,5,10427144,10427353
GA17246-RJ ,1,6,10427450,10427601
GA17246-RJ ,1,7,10428318,10428462
GA17246-RJ ,1,8,10430030,10430160
GA17246-RJ ,1,9,10430853,10431012
GA17246-RJ ,1,10,10431445,10431659
GA17246-RJ ,1,11,10431962,10432043
GA17246-RJ ,1,12,10432424,10432583
GA17246-RJ ,1,13,10432906,10433042
GA17246-RJ ,1,14,10433461,10433634
GA17246-RJ ,1,15,10434568,10434996
GA17246-RJ ,1,16,10435098,10435405
GA17246-RJ ,1,17,10436632,10436781
GA17246-RJ ,1,18,10438728,10439066
GA17246-RJ ,1,19,10440711,10440821
GA24306-RC ,-1,1,10465208,10465345
GA24306-RC ,-1,2,10475096,10475485
GA24306-RC ,-1,3,10475547,10475594
GA24306-RD ,-1,1,10465208,10465735
GA24306-RD ,-1,2,10465816,10465863
GA24306-RB ,-1,1,10473473,10473982
GA24306-RB ,-1,2,10474063,10474110
GA24306-RF ,-1,1,10473473,10473982
GA24306-RF ,-1,2,10475547,10475594
GA24306-RE ,-1,1,10474949,10475485
GA24306-RE ,-1,2,10475547,10475594
GA12274-RA ,1,1,10480630,10480680
GA12274-RA ,1,2,10480739,10481134
GA31474-RA ,1,1,10481231,10481287
GA31474-RA ,1,2,10481354,10481464
GA24304-RB ,-1,1,10489552,10489819
GA24304-RB ,-1,2,10489883,10489932
GA12275-RA ,1,1,10504636,10505103
GA15682-RA ,1,1,10511951,10512107
GA15682-RA ,1,2,10512164,10512336
GA14779-RA ,1,1,10513012,10513078
GA14779-RA ,1,2,10513137,10513837
GA24866-RA ,1,1,10514272,10514335
GA24866-RA ,1,2,10514397,10514830
GA12276-RA ,1,1,10515557,10516108
GA12276-RA ,1,2,10516166,10517035
GA12280-RA ,-1,1,10518036,10518350
GA12281-RA ,-1,1,10518657,10518725
GA12281-RA ,-1,2,10518790,10518840
GA12281-RA ,-1,3,10518904,10518987
GA12281-RA ,-1,4,10519166,10519195
GA12281-RA ,-1,5,10519262,10519357
GA15677-RB ,-1,1,10525197,10525571
GA15675-RA ,-1,1,10525722,10526063
GA15675-RA ,-1,2,10526134,10526193
GA14778-RA ,-1,1,10526501,10526683
GA14778-RA ,-1,2,10526766,10527128
GA14778-RA ,-1,3,10527209,10527238
GA17236-RA ,-1,1,10527686,10528483
GA24301-RA ,-1,1,10528761,10528940
GA24301-RA ,-1,2,10529003,10529046
GA24301-RA ,-1,3,10529112,10529205
GA20595-RA ,-1,1,10530008,10530463
GA24300-RA ,-1,1,10531040,10532452
GA24300-RA ,-1,2,10532514,10532659
GA24300-RA ,-1,3,10532719,10532779
GA17600-RA ,1,1,10534291,10534381
GA17600-RA ,1,2,10535048,10535415
GA17600-RA ,1,3,10535478,10535780
GA17600-RA ,1,4,10535844,10537226
GA13899-RA ,1,1,10537610,10537648
GA13899-RA ,1,2,10538052,10540103
GA13899-RA ,1,3,10540162,10541199
GA13899-RB ,1,1,10537610,10537648
GA13899-RB ,1,2,10538052,10539546
GA13899-RB ,1,3,10539620,10539654
GA18304-RB ,-1,1,10541916,10544544
GA18304-RB ,-1,2,10544612,10545268
GA18304-RB ,-1,3,10545332,10545522
GA18304-RB ,-1,4,10545585,10545644
GA18304-RC ,-1,1,10541916,10543498
GA18304-RC ,-1,2,10543556,10544544
GA18304-RC ,-1,3,10544612,10545268
GA18304-RC ,-1,4,10545332,10545522
GA18304-RC ,-1,5,10545585,10545644
GA18304-RD ,-1,1,10544557,10544563
GA18304-RD ,-1,2,10544612,10545268
GA18304-RD ,-1,3,10545332,10545522
GA18304-RD ,-1,4,10545585,10545644
GA30488-RA ,1,1,10545860,10545984
GA30488-RA ,1,2,10546035,10546179
GA30488-RA ,1,3,10546246,10546371
GA30488-RA ,1,4,10546435,10546584
GA30488-RA ,1,5,10546646,10546855
GA30488-RB ,1,1,10545860,10545966
GA30488-RB ,1,2,10546035,10546179
GA30488-RB ,1,3,10546246,10546371
GA30488-RB ,1,4,10546435,10546584
GA30488-RB ,1,5,10546646,10546855
GA17948-RA ,1,1,10547197,10547223
GA17948-RA ,1,2,10547288,10548073
GA17948-RA ,1,3,10548145,10549376
GA17948-RA ,1,4,10549434,10549530
GA17927-RB ,-1,1,10549741,10550243
GA17927-RB ,-1,2,10550311,10551340
GA17927-RB ,-1,3,10551406,10551423
GA17927-RB ,-1,4,10551486,10552748
GA17927-RB ,-1,5,10552810,10552977
GA17927-RB ,-1,6,10553101,10553283
GA17927-RA ,-1,1,10549741,10550243
GA17927-RA ,-1,2,10550311,10551340
GA17927-RA ,-1,3,10551486,10552748
GA17927-RA ,-1,4,10552810,10552977
GA17927-RA ,-1,5,10553101,10553283
GA24867-RH ,1,1,10563594,10564019
GA24867-RH ,1,2,10564086,10564424
GA24867-RH ,1,3,10564497,10564628
GA24867-RH ,1,4,10564698,10564891
GA24867-RH ,1,5,10564966,10565222
GA24867-RH ,1,6,10565342,10565686
GA24867-RH ,1,7,10566417,10566821
GA24867-RH ,1,8,10568457,10570752
GA24867-RH ,1,9,10573220,10574330
GA24867-RB ,1,1,10563594,10564019
GA24867-RB ,1,2,10564086,10564424
GA24867-RB ,1,3,10564497,10564628
GA24867-RB ,1,4,10564698,10564891
GA24867-RB ,1,5,10564966,10565222
GA24867-RB ,1,6,10565342,10565686
GA24867-RB ,1,7,10566417,10566821
GA24867-RB ,1,8,10568479,10568651
GA24867-RC ,1,1,10563594,10564019
GA24867-RC ,1,2,10564086,10564424
GA24867-RC ,1,3,10564497,10564628
GA24867-RC ,1,4,10564698,10564891
GA24867-RC ,1,5,10564966,10565222
GA24867-RC ,1,6,10565342,10565686
GA24867-RC ,1,7,10566417,10566821
GA24867-RC ,1,8,10573220,10573275
GA24867-RF ,1,1,10563594,10564019
GA24867-RF ,1,2,10564086,10564424
GA24867-RF ,1,3,10564497,10564628
GA24867-RF ,1,4,10564698,10564891
GA24867-RF ,1,5,10564966,10565222
GA24867-RF ,1,6,10565342,10565686
GA24867-RF ,1,7,10566417,10566821
GA24867-RF ,1,8,10568457,10570752
GA24867-RF ,1,9,10572757,10572766
GA24867-RE ,1,1,10566449,10566821
GA24867-RE ,1,2,10568457,10570752
GA24867-RE ,1,3,10573220,10574330
GA24867-RG ,1,1,10566449,10566821
GA24867-RG ,1,2,10568457,10570752
GA24867-RG ,1,3,10573220,10574330
GA24299-RA ,-1,1,10576321,10576578
GA24299-RA ,-1,2,10576639,10576812
GA24299-RA ,-1,3,10576889,10577047
GA24299-RA ,-1,4,10577112,10577162
GA31334-RA ,-1,1,10577645,10577866
GA31334-RA ,-1,2,10577927,10578100
GA31334-RA ,-1,3,10578156,10578314
GA31334-RA ,-1,4,10578376,10578417
GA17312-RA ,-1,1,10578774,10579640
GA17312-RA ,-1,2,10579697,10580637
GA17312-RA ,-1,3,10580698,10580867
GA17312-RA ,-1,4,10581716,10581810
GA24298-RA ,-1,1,10582480,10582644
GA24298-RA ,-1,2,10582705,10583070
GA24298-RA ,-1,3,10583125,10583452
GA24298-RA ,-1,4,10583514,10584013
GA24298-RA ,-1,5,10584083,10584130
GA24297-RA ,-1,1,10585660,10585824
GA24297-RA ,-1,2,10585902,10585981
GA24297-RA ,-1,3,10586050,10586215
GA24297-RA ,-1,4,10586275,10587209
GA24297-RA ,-1,5,10587951,10588122
GA24297-RA ,-1,6,10589573,10589701
GA24297-RA ,-1,7,10589796,10590286
GA24297-RA ,-1,8,10590347,10591204
GA24297-RA ,-1,9,10591279,10592001
GA24297-RA ,-1,10,10592253,10592397
GA24297-RD ,-1,1,10585660,10585824
GA24297-RD ,-1,2,10585902,10585981
GA24297-RD ,-1,3,10586050,10586215
GA24297-RD ,-1,4,10586275,10587209
GA24297-RD ,-1,5,10587951,10588122
GA24297-RD ,-1,6,10589573,10589701
GA24297-RD ,-1,7,10589796,10590286
GA24297-RD ,-1,8,10590347,10591204
GA24297-RD ,-1,9,10591279,10591926
GA24297-RD ,-1,10,10592253,10592397
GA24297-RC ,-1,1,10587162,10587209
GA24297-RC ,-1,2,10589573,10589701
GA24297-RC ,-1,3,10589796,10590286
GA24297-RC ,-1,4,10590347,10591204
GA24297-RC ,-1,5,10591279,10592001
GA24297-RC ,-1,6,10592253,10592397
GA18574-RB ,-1,1,10594032,10594185
GA18574-RB ,-1,2,10594262,10594517
GA18574-RB ,-1,3,10594565,10594642
GA18574-RB ,-1,4,10594722,10595399
GA18574-RB ,-1,5,10595463,10595643
GA18574-RA ,-1,1,10594032,10594185
GA18574-RA ,-1,2,10594262,10594496
GA18574-RA ,-1,3,10594565,10594642
GA18574-RA ,-1,4,10594722,10595399
GA18574-RA ,-1,5,10595463,10595643
GA18566-RA ,-1,1,10599045,10599211
GA18566-RA ,-1,2,10599272,10600352
GA18566-RA ,-1,3,10600414,10600449
GA30487-RB ,1,1,10600603,10601636
GA30487-RB ,1,2,10601696,10601832
GA30487-RB ,1,3,10601900,10601960
GA24296-RA ,-1,1,10602223,10603168
GA24296-RA ,-1,2,10603231,10603354
GA24296-RA ,-1,3,10603425,10603470
GA19582-RB ,1,1,10618442,10618471
GA19582-RB ,1,2,10619076,10620869
GA19582-RB ,1,3,10622174,10622881
GA19582-RC ,1,1,10619082,10620869
GA19582-RC ,1,2,10622174,10622881
GA14679-RA ,1,1,10628202,10628252
GA14679-RA ,1,2,10628322,10628470
GA14679-RA ,1,3,10628533,10628621
GA14679-RA ,1,4,10629464,10629471
GA14679-RA ,1,5,10629533,10629604
GA14679-RA ,1,6,10629665,10629794
GA14679-RA ,1,7,10629853,10630184
GA13020-RB ,1,1,10631348,10631430
GA13020-RB ,1,2,10634064,10634279
GA13020-RB ,1,3,10634350,10634824
GA13020-RB ,1,4,10634900,10635079
GA13020-RB ,1,5,10635137,10635685
GA18559-RA ,-1,1,10636952,10637120
GA18559-RA ,-1,2,10637187,10637425
GA18559-RA ,-1,3,10637504,10639058
GA18559-RA ,-1,4,10639129,10639223
GA18559-RA ,-1,5,10639279,10639521
GA18559-RA ,-1,6,10639586,10639820
GA18559-RA ,-1,7,10639895,10639983
GA18559-RB ,-1,1,10636952,10637120
GA18559-RB ,-1,2,10637187,10637425
GA18559-RB ,-1,3,10637504,10639058
GA18559-RB ,-1,4,10639129,10639223
GA18559-RB ,-1,5,10639279,10639521
GA18559-RB ,-1,6,10639586,10639820
GA18559-RB ,-1,7,10642763,10642773
GA24295-RA ,-1,1,10640711,10640939
GA24295-RA ,-1,2,10640997,10641121
GA24295-RA ,-1,3,10641178,10641201
GA24294-RA ,-1,1,10641466,10641709
GA24294-RA ,-1,2,10641777,10641889
GA24294-RA ,-1,3,10641951,10641971
GA24294-RB ,-1,1,10641466,10641709
GA24294-RB ,-1,2,10641777,10641880
GA19600-RA ,1,1,10648673,10648820
GA19600-RA ,1,2,10649281,10649374
GA19600-RA ,1,3,10650332,10651014
GA19600-RA ,1,4,10651080,10652090
GA19600-RA ,1,5,10652157,10652346
GA19600-RA ,1,6,10652403,10652601
GA19611-RA ,1,1,10655312,10655516
GA19611-RA ,1,2,10655632,10655976
GA19611-RA ,1,3,10656035,10656276
GA15656-RA ,-1,1,10657219,10657332
GA15656-RA ,-1,2,10657401,10657547
GA18551-RA ,-1,1,10658159,10660801
GA18551-RA ,-1,2,10660867,10660959
GA15654-RA ,1,1,10671757,10672211
GA15654-RA ,1,2,10674549,10674775
GA15654-RA ,1,3,10674845,10674948
GA15654-RA ,1,4,10675015,10675227
GA15654-RA ,1,5,10675753,10675856
GA15654-RA ,1,6,10676176,10676313
GA15654-RA ,1,7,10677147,10677296
GA15654-RA ,1,8,10677375,10677567
GA15654-RD ,1,1,10671757,10672211
GA15654-RD ,1,2,10674549,10674775
GA15654-RD ,1,3,10674845,10674948
GA15654-RD ,1,4,10675015,10675227
GA15654-RD ,1,5,10675753,10675856
GA15654-RD ,1,6,10676176,10676313
GA15654-RD ,1,7,10677147,10677296
GA15654-RD ,1,8,10677375,10677567
GA15654-RB ,1,1,10671757,10672211
GA15654-RB ,1,2,10674549,10674775
GA15654-RB ,1,3,10674848,10674948
GA15654-RB ,1,4,10675015,10675227
GA15654-RB ,1,5,10675753,10675856
GA15654-RB ,1,6,10676176,10676313
GA15654-RB ,1,7,10677147,10677296
GA15654-RB ,1,8,10677375,10677567
GA15654-RC ,1,1,10671757,10672211
GA15654-RC ,1,2,10674549,10674775
GA15654-RC ,1,3,10674845,10674948
GA15654-RC ,1,4,10675015,10675227
GA15654-RC ,1,5,10675753,10675856
GA15654-RC ,1,6,10676176,10676313
GA15654-RC ,1,7,10676834,10676858
GA24293-RA ,-1,1,10686197,10686811
GA24293-RA ,-1,2,10686876,10687148
GA24293-RC ,-1,1,10686197,10686811
GA24293-RC ,-1,2,10686876,10687028
GA24872-RC ,1,1,10687625,10687771
GA24872-RC ,1,2,10687853,10688278
GA24872-RC ,1,3,10688334,10688531
GA24872-RB ,1,1,10687625,10687771
GA24872-RB ,1,2,10687853,10688278
GA24872-RB ,1,3,10688349,10688531
GA24872-RE ,1,1,10687625,10687753
GA24872-RE ,1,2,10688189,10688278
GA24872-RE ,1,3,10688334,10688531
GA24872-RD ,1,1,10688486,10688962
GA10653-RC ,1,1,10691009,10691054
GA10653-RC ,1,2,10714815,10715056
GA10653-RC ,1,3,10717813,10718079
GA10653-RC ,1,4,10719914,10723090
GA10653-RC ,1,5,10723158,10723473
GA10653-RC ,1,6,10723534,10723664
GA10653-RC ,1,7,10723718,10723885
GA10653-RC ,1,8,10723950,10724273
GA10653-RB ,1,1,10692648,10692786
GA10653-RB ,1,2,10714815,10715056
GA10653-RB ,1,3,10717813,10718079
GA10653-RB ,1,4,10719914,10723090
GA10653-RB ,1,5,10723158,10723473
GA10653-RB ,1,6,10723534,10723664
GA10653-RB ,1,7,10723718,10723885
GA10653-RB ,1,8,10723950,10724273
GA10653-RD ,1,1,10692648,10692786
GA10653-RD ,1,2,10714815,10715056
GA10653-RD ,1,3,10719914,10723090
GA10653-RD ,1,4,10723158,10723473
GA10653-RD ,1,5,10723534,10723664
GA10653-RD ,1,6,10723718,10723885
GA10653-RD ,1,7,10723950,10724273
GA14831-RA ,1,1,10695659,10696342
GA14831-RA ,1,2,10696491,10696721
GA14831-RA ,1,3,10700371,10700442
GA10653-RA ,1,1,10714184,10714226
GA10653-RA ,1,2,10714815,10715056
GA10653-RA ,1,3,10717813,10718079
GA10653-RA ,1,4,10719914,10723090
GA10653-RA ,1,5,10723158,10723473
GA10653-RA ,1,6,10723534,10723664
GA10653-RA ,1,7,10723718,10723885
GA10653-RA ,1,8,10723950,10724273
GA18543-RB ,-1,1,10727013,10727297
GA18543-RB ,-1,2,10727363,10727526
GA18543-RB ,-1,3,10727594,10727793
GA18543-RB ,-1,4,10727861,10730177
GA18543-RB ,-1,5,10730241,10730477
GA18543-RB ,-1,6,10735347,10735385
GA18543-RB ,-1,7,10735455,10735503
GA30486-RA ,-1,1,10732358,10734304
GA15653-RA ,1,1,10737147,10737536
GA15653-RA ,1,2,10737592,10737672
GA18528-RA ,-1,1,10737807,10738356
GA18528-RA ,-1,2,10738420,10738538
GA24875-RA ,1,1,10739582,10739718
GA24875-RA ,1,2,10739780,10740000
GA24875-RA ,1,3,10740063,10740866
GA24875-RA ,1,4,10740937,10741091
GA24875-RA ,1,5,10741181,10742173
GA24875-RA ,1,6,10742244,10742557
GA24875-RA ,1,7,10742631,10743006
GA13019-RA ,1,1,10743842,10744084
GA19628-RA ,1,1,10745577,10746971
GA24876-RA ,1,1,10747649,10748678
GA24876-RA ,1,2,10748736,10748845
GA24876-RB ,1,1,10747649,10748675
GA24876-RB ,1,2,10748736,10748845
GA14203-RA ,-1,1,10749011,10749145
GA14203-RA ,-1,2,10749196,10751611
GA14203-RA ,-1,3,10751673,10751786
GA14203-RA ,-1,4,10751850,10752139
GA24290-RB ,-1,1,10753158,10753265
GA24290-RB ,-1,2,10753336,10753591
GA24290-RB ,-1,3,10753650,10753714
GA17587-RA ,-1,1,10778647,10779414
GA17570-RA ,-1,1,10796573,10796591
GA17570-RA ,-1,2,10796699,10796918
GA17570-RA ,-1,3,10797000,10797104
GA17570-RA ,-1,4,10797192,10797333
GA17570-RA ,-1,5,10813526,10813719
GA17570-RA ,-1,6,10815772,10815947
GA17570-RA ,-1,7,10817899,10818029
GA17570-RB ,-1,1,10796695,10796918
GA17570-RB ,-1,2,10797000,10797333
GA17570-RB ,-1,3,10813526,10813719
GA17570-RB ,-1,4,10815772,10815947
GA17570-RB ,-1,5,10817899,10818029
GA31446-RA ,-1,1,10824872,10825030
GA17557-RA ,-1,1,10837194,10837721
GA11854-RB ,-1,1,10838099,10838248
GA11854-RB ,-1,2,10838308,10838679
GA11854-RB ,-1,3,10838734,10838781
GA11854-RF ,-1,1,10838099,10838248
GA11854-RF ,-1,2,10838308,10838679
GA11854-RF ,-1,3,10838734,10838781
GA11854-RA ,-1,1,10838099,10838248
GA11854-RA ,-1,2,10838308,10838472
GA11854-RA ,-1,3,10838524,10838679
GA11854-RA ,-1,4,10838734,10838781
GA11854-RE ,-1,1,10838099,10838248
GA11854-RE ,-1,2,10838308,10838454
GA11854-RG ,-1,1,10838099,10838248
GA11854-RG ,-1,2,10838308,10838472
GA11854-RG ,-1,3,10838527,10838679
GA11854-RG ,-1,4,10838734,10838781
GA24878-RB ,1,1,10839241,10839367
GA24878-RB ,1,2,10839429,10840180
GA15517-RA ,1,1,10841898,10842089
GA15517-RA ,1,2,10842147,10843325
GA14795-RA ,1,1,10843648,10843833
GA14795-RA ,1,2,10843897,10844331
GA15525-RA ,1,1,10846091,10846204
GA15525-RA ,1,2,10850804,10850990
GA15525-RA ,1,3,10851155,10851750
GA14213-RB ,1,1,10853661,10853942
GA14213-RB ,1,2,10854007,10854109
GA14213-RB ,1,3,10854172,10854479
GA14213-RB ,1,4,10854672,10854833
GA14213-RB ,1,5,10854907,10855272
GA14213-RB ,1,6,10855334,10855462
GA14213-RA ,1,1,10853661,10853942
GA14213-RA ,1,2,10854007,10854109
GA14213-RA ,1,3,10854172,10854479
GA14213-RA ,1,4,10854672,10854833
GA14213-RA ,1,5,10854907,10855266
GA14213-RA ,1,6,10855334,10855462
GA17541-RA ,-1,1,10855592,10855680
GA17541-RA ,-1,2,10855742,10856201
GA17541-RA ,-1,3,10856254,10856363
GA17541-RA ,-1,4,10856428,10856591
GA17541-RA ,-1,5,10856658,10857367
GA17541-RB ,-1,1,10855592,10855680
GA17541-RB ,-1,2,10855742,10856201
GA17541-RB ,-1,3,10856254,10856363
GA17541-RB ,-1,4,10856428,10856491
GA14214-RA ,1,1,10857741,10857877
GA14214-RA ,1,2,10857948,10858280
GA14214-RA ,1,3,10858336,10858910
GA14214-RA ,1,4,10858987,10859175
GA14214-RA ,1,5,10859241,10859401
GA14214-RB ,1,1,10857741,10857877
GA14214-RB ,1,2,10857948,10858280
GA14214-RB ,1,3,10858336,10858910
GA14214-RB ,1,4,10858987,10859175
GA14214-RB ,1,5,10860358,10860461
GA17545-RA ,-1,1,10859492,10860247
GA14215-RA ,1,1,10860963,10860974
GA14215-RA ,1,2,10861034,10861300
GA30484-RB ,1,1,10861515,10862304
GA30484-RB ,1,2,10862398,10862633
GA30484-RB ,1,3,10862695,10862812
GA30484-RB ,1,4,10862868,10863163
GA30484-RB ,1,5,10863225,10863486
GA30484-RB ,1,6,10863553,10864058
GA30484-RB ,1,7,10864117,10864839
GA30484-RB ,1,8,10864903,10865616
GA30484-RB ,1,9,10865684,10865890
GA14224-RA ,1,1,10867025,10867090
GA14224-RA ,1,2,10867176,10867412
GA14224-RA ,1,3,10867496,10868256
GA14224-RA ,1,4,10868337,10868658
GA14224-RA ,1,5,10868729,10868818
GA14224-RA ,1,6,10869064,10869126
GA14224-RA ,1,7,10869295,10869492
GA14224-RA ,1,8,10869549,10870037
GA14224-RA ,1,9,10870101,10870289
GA14224-RA ,1,10,10870367,10870435
GA14224-RA ,1,11,10872255,10872822
GA14224-RA ,1,12,10872889,10873604
GA14224-RB ,1,1,10867025,10867090
GA14224-RB ,1,2,10867176,10867412
GA14224-RB ,1,3,10867496,10868256
GA14224-RB ,1,4,10868337,10868658
GA14224-RB ,1,5,10868729,10868818
GA14224-RB ,1,6,10869295,10869492
GA14224-RB ,1,7,10869549,10870037
GA14224-RB ,1,8,10870101,10870289
GA14224-RB ,1,9,10870367,10870435
GA14224-RB ,1,10,10872255,10872822
GA14224-RB ,1,11,10872889,10873604
GA14224-RE ,1,1,10867025,10867090
GA14224-RE ,1,2,10867176,10867412
GA14224-RE ,1,3,10867496,10868256
GA14224-RE ,1,4,10868337,10868658
GA14224-RE ,1,5,10868729,10868818
GA14224-RE ,1,6,10869064,10869126
GA14224-RE ,1,7,10869295,10869492
GA14224-RE ,1,8,10869549,10870037
GA14224-RE ,1,9,10870101,10870289
GA14224-RE ,1,10,10870367,10870435
GA14224-RE ,1,11,10870848,10870850
GA14224-RF ,1,1,10867025,10867090
GA14224-RF ,1,2,10867176,10867412
GA14224-RF ,1,3,10867496,10868256
GA14224-RF ,1,4,10868337,10868658
GA14224-RF ,1,5,10868729,10868818
GA14224-RF ,1,6,10869064,10869126
GA14224-RF ,1,7,10869295,10869492
GA14224-RF ,1,8,10869549,10870037
GA14224-RF ,1,9,10870101,10870289
GA14224-RF ,1,10,10870367,10870435
GA14224-RF ,1,11,10872528,10872822
GA14224-RF ,1,12,10872889,10873604
GA14226-RA ,1,1,10875087,10875181
GA14226-RA ,1,2,10875252,10875828
GA17757-RA ,-1,1,10876584,10876699
GA17757-RA ,-1,2,10876767,10877069
GA17757-RA ,-1,3,10877124,10877598
GA11853-RA ,1,1,10878086,10878448
GA17747-RC ,-1,1,10878538,10878849
GA17747-RC ,-1,2,10878909,10879802
GA17747-RC ,-1,3,10880165,10880167
GA17747-RA ,-1,1,10878538,10878849
GA17747-RA ,-1,2,10878909,10879796
GA21605-RA ,-1,1,10881153,10881795
GA21605-RA ,-1,2,10881892,10882227
GA21605-RA ,-1,3,10882301,10882599
GA21605-RA ,-1,4,10883905,10883925
GA15834-RB ,-1,1,10885865,10885915
